MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price
2192440,CLOSED,202 Harbor Haven Drive,Apex,27502,6/28/2018,West Haven Townhomes,"1,058",2007,2,2,1,Attached,"$169,000.00","$163,000.00",2,Yes,0,0-.25 Acres,0.96
2173092,CLOSED,119 Halsmer Court,Apex,27502,3/15/2018,Heatherwood Townhomes,"1,275",1988,2,2,1,Attached,"$164,900.00","$164,900.00",0,Yes,0,0-.25 Acres,1.00
2264913,CLOSED,323 Port Haven Drive,Apex,27502,9/3/2019,West Haven Townhomes,"1,062",2007,2,1,1,Attached,"$170,900.00","$165,000.00",21,Yes,0,0-.25 Acres,0.97
2169851,CLOSED,315 Port Haven Drive,Apex,27502,4/6/2018,West Haven Townhomes,"1,056",2007,2,2,1,Attached,"$172,900.00","$166,000.00",36,Yes,0,0-.25 Acres,0.96
2280642,CLOSED,306 Port Haven Drive,Apex,27502,10/31/2019,West Haven Townhomes,"1,056",2007,2,1,1,Attached,"$169,900.00","$169,900.00",2,Yes,0,0-.25 Acres,1.00
2181899,CLOSED,327 Port Haven Drive,Apex,27502-4707,5/18/2018,West Haven Townhomes,"1,320",2007,2,2,1,Attached,"$175,000.00","$173,000.00",2,,0,0-.25 Acres,0.99
2167301,CLOSED,146 Anterbury Drive,Apex,27502,2/15/2018,Bradley Terrace,"1,456",2005,3,2,1,Attached,"$175,000.00","$175,000.00",2,,0,0-.25 Acres,1.00
2174776,CLOSED,109 Harbor Haven Drive,Apex,27502,4/10/2018,Westhaven,"1,082",2002,2,1,1,Attached,"$169,000.00","$175,300.00",2,Yes,0,0-.25 Acres,1.04
2175902,CLOSED,117 Shelter Haven Drive,Apex,27502,4/6/2018,West Haven Townhomes,"1,323",2007,3,2,1,Attached,"$174,900.00","$176,000.00",1,Yes,0,0-.25 Acres,1.01
2181717,CLOSED,121 Shelter Haven Drive,Apex,27539,3/29/2018,West Haven Townhomes,"1,367",2007,2,2,1,Attached,"$180,000.00","$176,200.00",15,,0,0-.25 Acres,0.98
2240707,CLOSED,136 Old Grove Lane,Apex,27502,3/7/2019,The Groves,"1,339",2005,2,2,1,Attached,"$180,000.00","$180,000.00",0,Yes,0,0-.25 Acres,1.00
2192630,CLOSED,137 Licorice Drive,Apex,27502,6/25/2018,Townes At Sugarland,"1,385",2000,3,2,1,Attached,"$175,000.00","$183,000.00",3,Yes,0,0-.25 Acres,1.05
2317518,CLOSED,109 Harbor Haven Drive,Apex,27502,6/18/2020,West Haven Townhomes,"1,086",2002,2,1,1,Attached,"$179,000.00","$183,000.00",3,Yes,0,0-.25 Acres,1.02
2172219,CLOSED,131 Anterbury Drive,Apex,27502,3/14/2018,Bradley Terrace,"1,473",2005,3,2,1,Attached,"$179,900.00","$183,000.00",1,Yes,0,0-.25 Acres,1.02
2257127,CLOSED,105 Harbor Haven Drive,Apex,27502,7/17/2019,West Haven Townhomes,"1,328",2002,3,2,1,Attached,"$190,000.00","$185,000.00",4,,0,0-.25 Acres,0.97
2164779,CLOSED,116 Eldon Lane,Apex,27502,1/17/2018,Bradley Terrace,"1,676",2004,3,2,1,Attached,"$185,000.00","$185,000.00",1,Yes,0,0-.25 Acres,1.00
2175215,CLOSED,114 Eldon Lane,Apex,27502,3/29/2018,Bradley Terrace,"1,452",2004,3,2,1,Attached,"$180,000.00","$185,000.00",1,Yes,0,0-.25 Acres,1.03
2215057,CLOSED,108 Harbor Haven Drive,Apex,27502,11/13/2018,West Haven Townhomes,"1,165",2003,2,2,1,Attached,"$179,000.00","$185,000.00",4,Yes,0,0-.25 Acres,1.03
2207955,CLOSED,113 Shelter Haven Drive,Apex,27502-4789,9/4/2018,West Haven Townhomes,"1,383",2007,3,2,1,Attached,"$181,900.00","$185,000.00",1,Yes,0,0-.25 Acres,1.02
2196591,CLOSED,106 Eldon Lane,Apex,27502,6/25/2018,Bradley Terrace,"1,470",2004,3,2,1,Attached,"$180,000.00","$185,000.00",0,Yes,0,0-.25 Acres,1.03
2263863,CLOSED,715 Center Street,Apex,27502,8/15/2019,Center Heights,"1,069",1997,2,2,0,Attached,"$190,000.00","$187,000.00",5,Yes,0,0-.25 Acres,0.98
2228453,CLOSED,104 Shelter Haven Drive,Apex,27502,1/31/2019,West Haven Townhomes,"1,315",2007,3,2,1,Attached,"$189,900.00","$187,500.00",3,Yes,0,0-.25 Acres,0.99
2186177,CLOSED,134 Forthview Way,Apex,27502,5/14/2018,Bradley Terrace,"1,475",2005,3,2,1,Attached,"$188,000.00","$188,000.00",0,,0,0-.25 Acres,1.00
2276186,CLOSED,321 Port Haven Drive,Apex,27502,10/4/2019,West Haven Townhomes,"1,328",2007,3,2,1,Attached,"$185,000.00","$188,000.00",2,Yes,0,0-.25 Acres,1.02
2315811,CLOSED,3006 Silky Dogwood Trail,Apex,27502,5/20/2020,Dogwood Ridge,"1,050",1998,2,2,0,Attached,"$186,000.00","$188,000.00",0,Yes,0,0-.25 Acres,1.01
2322197,CLOSED,119 Shelter Haven Drive,Apex,27502,6/26/2020,West Haven Townhomes,"1,098",2007,2,2,1,Attached,"$185,000.00","$189,000.00",2,Yes,0,0-.25 Acres,1.02
2235438,CLOSED,106 Sanair Court,Apex,27502,2/22/2019,Heatherwood Townhomes,"1,133",1987,2,2,0,Attached,"$199,000.00","$189,000.00",6,Yes,0,0-.25 Acres,0.95
2194312,CLOSED,707 Knightsborough Way,Apex,27502,7/20/2018,Haddon Hall,"1,564",2000,2,2,1,Attached,"$200,000.00","$190,000.00",10,,0,0-.25 Acres,0.95
2205925,CLOSED,1133 Bungalow Park Drive,Apex,27502,8/22/2018,Scotts Mill at Bungalow Park,"1,344",2002,2,2,1,Attached,"$195,000.00","$190,000.00",7,Yes,0,0-.25 Acres,0.97
2203418,CLOSED,308 Port Haven Drive,Apex,27502-4706,8/15/2018,West Haven Townhomes,"1,328",2007,3,2,1,Attached,"$192,000.00","$190,000.00",3,,0,0-.25 Acres,0.99
2167339,CLOSED,158 Forthview Way,Apex,27502-4702,2/2/2018,Bradley Terrace,"1,555",2005,3,2,1,Attached,"$182,500.00","$190,000.00",4,Yes,0,0-.25 Acres,1.04
2196815,CLOSED,134 Sanair Court,Apex,27502,7/20/2018,Heatherwood Townhomes,"1,275",1988,2,2,1,Attached,"$195,000.00","$190,800.00",6,Yes,0,0-.25 Acres,0.98
2191016,CLOSED,137 Anterbury Drive,Apex,27502,6/13/2018,Bradley Terrace,"1,502",2006,3,2,1,Attached,"$180,000.00","$191,000.00",2,Yes,0,0-.25 Acres,1.06
2208147,CLOSED,1204 Nottinghill Walk,Apex,27502,9/4/2018,Haddon Hall,"1,444",2000,2,2,1,Attached,"$180,000.00","$191,600.00",4,Yes,0,0-.25 Acres,1.06
2228653,CLOSED,705 Knightsborough Way,Apex,27502,2/15/2019,Golders Green,"1,425",1999,2,2,1,Attached,"$195,000.00","$192,000.00",48,Yes,0,0-.25 Acres,0.98
2215353,CLOSED,154 Forthview Way,Apex,27502,10/15/2018,Bradley Terrace,"1,440",2005,3,2,1,Attached,"$190,000.00","$192,500.00",3,Yes,0,0-.25 Acres,1.01
2174439,CLOSED,1005 Bungalow Park Drive,Apex,27502,3/27/2018,Scotts Mill at Bungalow Park,"1,363",2006,2,2,1,Attached,"$191,000.00","$193,000.00",2,Yes,0,0-.25 Acres,1.01
2342661,CLOSED,216 Harbor Haven Drive,Apex,27502,10/28/2020,West Haven Townhomes,"1,106",2007,2,2,1,Attached,"$190,000.00","$193,000.00",4,Yes,0,0-.25 Acres,1.02
2227824,CLOSED,142 Forthview Way,Apex,27502,1/11/2019,Bradley Terrace,"1,441",2005,3,2,1,Attached,"$194,000.00","$195,000.00",2,Yes,0,0-.25 Acres,1.01
2170882,CLOSED,213 Presenteer Trail,Apex,27539,3/15/2018,Miramonte,"1,510",2008,2,2,1,Attached,"$193,500.00","$195,000.00",3,Yes,1,0-.25 Acres,1.01
2164759,CLOSED,108 Watertree Lane,Apex,27502,3/22/2018,Carriage Downs,"1,472",2001,3,2,1,Attached,"$189,900.00","$195,000.00",8,,0,0-.25 Acres,1.03
2164368,CLOSED,758 Wickham Ridge Road,Apex,27539,2/2/2018,Pemberley,"1,486",2012,2,2,1,Attached,"$195,000.00","$195,000.00",17,Yes,0,0-.25 Acres,1.00
2164617,CLOSED,543 Village Loop Drive,Apex,27502,1/10/2018,Green at Scotts Mill,"1,404",2004,3,2,1,Attached,"$192,500.00","$195,000.00",2,Yes,0,0-.25 Acres,1.01
2180339,CLOSED,1119 Bungalow Park Drive,Apex,27502,5/4/2018,Scotts Mill at Bungalow Park,"1,334",2004,2,2,1,Attached,"$194,999.00","$195,000.00",4,Yes,0,0-.25 Acres,1.00
2288809,CLOSED,311 Port Haven Drive,Apex,27502,11/26/2019,West Haven Townhomes,"1,347",2007,2,2,1,Attached,"$189,900.00","$195,000.00",2,Yes,0,0-.25 Acres,1.03
2316344,CLOSED,327 Port Haven Drive,Apex,27502-4707,6/18/2020,West Haven Townhomes,"1,318",2007,2,2,1,Attached,"$190,000.00","$197,000.00",3,Yes,0,0-.25 Acres,1.04
2207469,CLOSED,3040 White Cloud Circle,Apex,27502,9/3/2018,Dogwood Ridge,"1,336",1999,3,2,0,Attached,"$205,000.00","$197,000.00",3,Yes,0,0-.25 Acres,0.96
2237375,CLOSED,129 Anterbury Drive,Apex,27502-4709,4/5/2019,Bradley Terrace,"1,482",2005,3,2,1,Attached,"$199,000.00","$197,000.00",4,Yes,0,0-.25 Acres,0.99
2174963,CLOSED,105 Portwind Lane,Apex,27539,3/21/2018,Miramonte,"1,545",2005,3,2,1,Attached,"$195,000.00","$197,500.00",5,,1,0-.25 Acres,1.01
2203844,CLOSED,1009 Bungalow Park Drive,Apex,27502,8/14/2018,Scotts Mill at Bungalow Park,"1,350",2006,2,2,1,Attached,"$202,900.00","$199,000.00",9,Yes,0,0-.25 Acres,0.98
2227803,CLOSED,1104 Milk Paint Alley,Apex,27502,3/20/2019,Scotts Mill at Bungalow Park,"1,332",2002,2,2,1,Attached,"$205,000.00","$199,000.00",20,Yes,0,0-.25 Acres,0.97
2188333,CLOSED,304 Anterbury Drive,Apex,27502,6/22/2018,Bradley Terrace,"1,650",2006,2,2,1,Attached,"$199,900.00","$199,900.00",24,Yes,1,0-.25 Acres,1.00
2180407,CLOSED,3016 Silky Dogwood Trail,Apex,27502,6/22/2018,Dogwood Ridge,"1,470",1998,3,2,1,Attached,"$205,000.00","$200,000.00",14,Yes,0,0-.25 Acres,0.98
2228744,CLOSED,132 Anterbury Drive,Apex,27502,2/11/2019,Bradley Terrace,"1,548",2005,3,2,1,Attached,"$200,000.00","$200,000.00",8,Yes,0,0-.25 Acres,1.00
2175996,CLOSED,103 Fargale Lane,Apex,27539,4/16/2018,Miramonte Townes,"1,579",2007,2,2,1,Attached,"$200,000.00","$200,000.00",2,Yes,1,0-.25 Acres,1.00
2254043,CLOSED,201 Baberton Drive,Apex,27502,6/7/2019,Bradley Terrace,"1,466",2003,3,2,1,Attached,"$199,900.00","$200,000.00",2,,0,0-.25 Acres,1.00
2189908,CLOSED,1132 Scotts Ridge Trail,Apex,27502,6/7/2018,Scotts Mill at Bungalow Park,"1,358",2003,2,2,1,Attached,"$197,000.00","$200,000.00",4,Yes,0,0-.25 Acres,1.02
2183732,CLOSED,136 Altair Circle,Apex,27502,6/8/2018,Heatherwood Townhomes,"1,431",1990,2,2,1,Attached,"$200,000.00","$200,000.00",0,Yes,0,0-.25 Acres,1.00
2176264,CLOSED,101 Old Grove Lane,Apex,27502,4/13/2018,The Groves,"1,442",2005,2,2,1,Attached,"$200,000.00","$200,000.00",5,Yes,0,0-.25 Acres,1.00
2194926,CLOSED,219 Presenteer Trail,Apex,27539-6527,6/29/2018,Miramonte,"1,584",2008,2,2,1,Attached,"$200,000.00","$200,500.00",4,Yes,1,0-.25 Acres,1.00
2228308,CLOSED,113 Graystar Road,Apex,27502-6424,2/6/2019,Carriage Downs,"1,453",2005,3,2,1,Attached,"$209,900.00","$201,000.00",11,Yes,0,0-.25 Acres,0.96
2196048,CLOSED,102 Parkerson Lane,Apex,27502,7/16/2018,Carriage Downs,"1,454",2003,3,2,1,Attached,"$195,000.00","$201,000.00",0,Yes,0,0-.25 Acres,1.03
2290706,CLOSED,304 Center Heights Court,Apex,27502,12/31/2019,Center Heights,"1,346",1997,3,2,1,Attached,"$198,000.00","$202,000.00",5,Yes,0,0-.25 Acres,1.02
2218015,CLOSED,107 Watertree Lane,Apex,27502,11/13/2018,Carriage Downs,"1,450",2002,3,2,1,Attached,"$200,000.00","$202,000.00",10,,0,0-.25 Acres,1.01
2188294,CLOSED,716 Wickham Ridge,Apex,27539,6/5/2018,Pemberley,"1,300",2014,2,2,1,Attached,"$200,000.00","$203,500.00",8,Yes,0,0-.25 Acres,1.02
2169725,CLOSED,3020 Silky Dogwood Trail,Apex,27502,5/4/2018,Dogwood Ridge,"1,479",1998,4,2,0,Attached,"$215,000.00","$204,035.00",15,Yes,0,0-.25 Acres,0.95
2215544,CLOSED,744 Wickham Ridge Road,Apex,27539,11/6/2018,Pemberley,"1,400",2012,2,2,1,Attached,"$205,000.00","$205,000.00",8,Yes,0,0-.25 Acres,1.00
2222831,CLOSED,110 Parkerson Lane,Apex,27502,12/7/2018,Carriage Downs,"1,470",2003,3,2,1,Attached,"$200,000.00","$205,000.00",3,,0,0-.25 Acres,1.03
2192553,CLOSED,1108 Bungalow Park Drive,Apex,27502,6/20/2018,Scotts Mill at Bungalow Park,"1,376",2006,2,2,1,Attached,"$198,900.00","$205,000.00",1,Yes,0,0-.25 Acres,1.03
2206065,CLOSED,1217 Bungalow Park Drive,Apex,27502,8/28/2018,Scotts Mill at Bungalow Park,"1,444",2002,2,2,1,Attached,"$210,000.00","$205,000.00",3,Yes,0,0-.25 Acres,0.98
2212501,CLOSED,116 Old Grove Lane,Apex,27502-1789,10/9/2018,The Groves,"1,435",2005,3,2,1,Attached,"$207,500.00","$205,000.00",5,Yes,0,0-.25 Acres,0.99
2191858,CLOSED,303 Presenteer Trail,Apex,27539,10/19/2018,Miramonte,"1,561",2008,2,2,1,Attached,"$200,000.00","$205,000.00",6,Yes,1,0-.25 Acres,1.03
2174753,CLOSED,515 Village Loop Drive,Apex,27502,4/12/2018,Scotts Mill,"1,377",2004,3,2,1,Attached,"$205,000.00","$205,000.00",2,Yes,0,0-.25 Acres,1.00
2195207,CLOSED,731 Wickham Ridge Road,Apex,27539,7/13/2018,Pemberley,"1,404",2013,2,2,1,Attached,"$204,900.00","$205,900.00",1,Yes,0,0-.25 Acres,1.00
2189245,CLOSED,115 Heatherwood Drive,Apex,27502,5/24/2018,Heatherwood Townhomes,"1,287",1989,2,2,0,Attached,"$185,000.00","$205,900.00",3,Yes,0,0-.25 Acres,1.11
2219145,CLOSED,3027 White Cloud Circle,Apex,27502,11/15/2018,Dogwood Ridge,"1,419",1999,3,2,1,Attached,"$208,000.00","$206,000.00",3,Yes,0,0-.25 Acres,0.99
2320582,CLOSED,122 Anterbury Drive,Apex,27502,6/25/2020,Bradley Terrace,"1,440",2005,3,2,1,Attached,"$205,000.00","$206,000.00",3,Yes,0,0-.25 Acres,1.00
2237952,CLOSED,108 Graystar Road,Apex,27502,4/18/2019,Carriage Downs,"1,489",2009,3,2,1,Attached,"$204,900.00","$207,000.00",2,,0,0-.25 Acres,1.01
2190392,CLOSED,703 Knightsborough Way,Apex,27502,7/10/2018,Haddon Hall,"1,591",1999,2,2,1,Attached,"$212,000.00","$207,000.00",12,Yes,0,0-.25 Acres,0.98
2184295,CLOSED,103 High Ramble Lane,Apex,27539,5/3/2018,Miramonte,"1,624",2007,3,2,1,Attached,"$205,000.00","$207,000.00",3,Yes,1,0-.25 Acres,1.01
2196327,CLOSED,819 Straywhite Avenue,Apex,27539-9018,7/10/2018,Miramonte,"1,548",2005,2,2,1,Attached,"$210,000.00","$207,500.00",3,Yes,1,0-.25 Acres,0.99
2253529,CLOSED,203 Gallent Hedge Trail,Apex,27539,9/12/2019,Miramonte,"1,959",2006,3,3,1,Attached,"$224,900.00","$207,500.00",112,,1,0-.25 Acres,0.92
2315889,CLOSED,114 Forthview Way,Apex,27502,7/1/2020,Bradley Terrace,"1,434",2003,3,2,1,Attached,"$206,500.00","$207,500.00",3,Yes,0,0-.25 Acres,1.00
2165344,CLOSED,200 Anterbury Drive,Apex,27502,2/9/2018,Bradley Terrace,"1,623",2008,3,2,1,Attached,"$205,000.00","$208,000.00",0,,1,0-.25 Acres,1.01
2300714,CLOSED,205 Knightsborough Way,Apex,27502,3/10/2020,Golders Green,"1,448",1999,2,2,1,Attached,"$200,000.00","$208,000.00",4,Yes,0,0-.25 Acres,1.04
2274330,CLOSED,112 Baberton Drive,Apex,27502,9/30/2019,Bradley Terrace,"1,474",2003,3,2,1,Attached,"$205,000.00","$209,000.00",3,,0,0-.25 Acres,1.02
2215641,CLOSED,1018 Bungalow Park Drive,Apex,27502,10/30/2018,Scotts Mill,"1,328",2005,2,2,1,Attached,"$210,000.00","$210,000.00",11,Yes,0,0-.25 Acres,1.00
2254139,CLOSED,1046 Mica Lamp Court,Apex,27502,7/10/2019,Scotts Mill at Bungalow Park,"1,362",2007,2,2,1,Attached,"$215,000.00","$210,000.00",14,Yes,0,0-.25 Acres,0.98
2317348,CLOSED,690 Wickham Ridge Road,Apex,27539,7/1/2020,Pemberley,"1,328",2014,2,2,1,Attached,"$215,000.00","$210,000.00",16,,0,0-.25 Acres,0.98
2328254,CLOSED,120 Licorice Drive,Apex,27502,8/4/2020,Townes At Sugarland,"1,355",2001,3,2,1,Attached,"$215,000.00","$210,000.00",3,Yes,0,0-.25 Acres,0.98
2257939,CLOSED,1210 Bungalow Park Drive,Apex,27502,6/19/2019,Scotts Mill at Bungalow Park,"1,382",2002,2,2,1,Attached,"$213,900.00","$210,000.00",6,Yes,0,0-.25 Acres,0.98
2193729,CLOSED,1004 Bungalow Park Drive,Apex,27502,7/20/2018,Scotts Mill,"1,346",2006,2,2,1,Attached,"$195,000.00","$210,000.00",1,,0,0-.25 Acres,1.08
2200456,CLOSED,822 Myrtle Grove Lane,Apex,27502,7/30/2018,The Groves,"1,447",2008,2,2,1,Attached,"$207,000.00","$210,000.00",2,Yes,0,0-.25 Acres,1.01
2168477,CLOSED,503 Nottinghill Walk,Apex,27502,2/9/2018,Haddon Hall,"1,622",1998,2,2,1,Attached,"$200,000.00","$210,000.00",4,Yes,1,0-.25 Acres,1.05
2199442,CLOSED,1031 Mica Lamp Court,Apex,27502,7/25/2018,Scotts Mill at Bungalow Park,"1,347",2007,2,2,1,Attached,"$195,000.00","$210,000.00",1,,0,0-.25 Acres,1.08
2255459,CLOSED,3012 Silky Dogwood Trail,Apex,27502,7/29/2019,Dogwood Ridge,"1,405",1998,3,2,0,Attached,"$215,000.00","$210,000.00",9,Yes,0,0-.25 Acres,0.98
2195457,CLOSED,1211 Bungalow Park Drive,Apex,27502,7/26/2018,Scotts Mill at Bungalow Park,"1,350",2002,2,2,1,Attached,"$202,000.00","$210,000.00",3,Yes,0,0-.25 Acres,1.04
2207193,CLOSED,1525 Town Home Drive,Apex,27502,8/31/2018,Scotts Mill,"1,481",2002,3,2,1,Attached,"$210,000.00","$210,000.00",5,Yes,0,0-.25 Acres,1.00
2303384,CLOSED,109 Eldon Lane,Apex,27502,4/8/2020,Bradley Terrace,"1,473",2004,3,2,1,Attached,"$208,000.00","$210,501.00",2,Yes,0,0-.25 Acres,1.01
2224502,CLOSED,1130 Scotts Ridge Trail,Apex,27502-6882,1/22/2019,Scotts Mill at Bungalow Park,"1,347",2003,2,2,1,Attached,"$215,000.00","$211,000.00",2,Yes,0,0-.25 Acres,0.98
2220207,CLOSED,1049 Mica Lamp Court,Apex,27502,11/20/2018,Scotts Mill at Bungalow Park,"1,346",2007,2,2,1,Attached,"$210,000.00","$211,000.00",4,Yes,0,0-.25 Acres,1.00
2278958,CLOSED,1222 Scotts Ridge Trail,Apex,27502-3912,10/22/2019,Scotts Mill,"1,335",2001,2,2,1,Attached,"$215,000.00","$211,500.00",6,Yes,0,0-.25 Acres,0.98
2289744,CLOSED,100 Old Grove Lane,Apex,27502-1789,1/29/2020,The Groves,"1,435",2005,2,2,1,Attached,"$220,000.00","$212,000.00",55,Yes,0,0-.25 Acres,0.96
2228075,CLOSED,173 Old Grove Lane,Apex,27502-1790,3/21/2019,The Groves,"1,428",2006,2,2,1,Attached,"$223,000.00","$212,500.00",63,Yes,0,0-.25 Acres,0.95
2189121,CLOSED,350 Anterbury Drive,Apex,27502,6/14/2018,Bradley Terrace,"1,662",2008,3,2,1,Attached,"$219,000.00","$213,000.00",0,Yes,1,0-.25 Acres,0.97
2325740,CLOSED,135 Anterbury Drive,Apex,27502-4709,8/5/2020,Bradley Terrace,"1,450",2005,3,2,1,Attached,"$220,000.00","$213,000.00",14,Yes,0,0-.25 Acres,0.97
2163731,CLOSED,1423 Salem Creek Drive,Apex,27502,8/7/2018,Salem Creek Townhomes,"1,587",2018,2,2,2,Attached,"$217,555.00","$213,160.00",0,Yes,1,0-.25 Acres,0.98
2235669,CLOSED,1014 Bungalow Park Drive,Apex,27502,3/27/2019,Scotts Mill at Bungalow Park,"1,347",2005,2,2,1,Attached,"$210,000.00","$214,000.00",4,Yes,0,0-.25 Acres,1.02
2321205,CLOSED,109 Halsmer Court,Apex,27502,8/21/2020,Heatherwood Townhomes,"1,272",1988,2,2,1,Attached,"$225,000.00","$214,000.00",28,Yes,0,0-.25 Acres,0.95
2190875,CLOSED,527 Village Loop Drive,Apex,27502,6/20/2018,Green at Scotts Mill,"1,458",2005,3,2,1,Attached,"$215,000.00","$214,000.00",4,Yes,0,0-.25 Acres,1.00
2296862,CLOSED,1044 Scotts Ridge Trail,Apex,27502,2/18/2020,Scotts Mill at Bungalow Park,"1,346",2004,2,2,1,Attached,"$209,900.00","$214,000.00",2,,0,0-.25 Acres,1.02
2257012,CLOSED,3028 White Cloud Circle,Apex,27502,7/17/2019,Dogwood Ridge,"1,482",2000,3,2,1,Attached,"$214,900.00","$214,900.00",2,Yes,0,0-.25 Acres,1.00
2260811,CLOSED,154 Sanair Court,Apex,27502,6/11/2019,Heatherbrook Townhomes,"1,133",1988,2,2,0,Attached,"$215,000.00","$215,000.00",0,,0,0-.25 Acres,1.00
2189982,CLOSED,529 Village Loop Drive,Apex,27502,6/18/2018,Green at Scotts Mill,"1,406",2005,3,2,1,Attached,"$219,900.00","$215,000.00",16,Yes,0,0-.25 Acres,0.98
2271463,CLOSED,1105 Bungalow Park Drive,Apex,27502,10/1/2019,Scotts Mill at Bungalow Park,"1,334",2004,2,2,1,Attached,"$218,000.00","$215,000.00",9,Yes,0,0-.25 Acres,0.99
2260221,CLOSED,415 Heritage Village Lane,Apex,27502,7/26/2019,Green at Scotts Mill,"1,471",2003,3,2,1,Attached,"$215,000.00","$215,000.00",0,Yes,0,0-.25 Acres,1.00
2324709,CLOSED,113 Baberton Drive,Apex,27502,7/9/2020,Bradley Terrace,"1,485",2006,3,2,1,Attached,"$215,000.00","$215,000.00",7,Yes,0,0-.25 Acres,1.00
2303004,CLOSED,1131 Bungalow Park Drive,Apex,27502-4982,4/20/2020,Scotts Mill at Bungalow Park,"1,350",2002,2,2,1,Attached,"$219,900.00","$215,000.00",3,Yes,0,0-.25 Acres,0.98
2247557,CLOSED,1039 Mica Lamp Court,Apex,27502,5/14/2019,Scotts Mill at Bungalow Park,"1,360",2006,2,2,1,Attached,"$215,000.00","$215,000.00",1,Yes,0,0-.25 Acres,1.00
2264016,CLOSED,1012 Mica Lamp Court,Apex,27502,9/5/2019,Scotts Mill,"1,350",2007,2,2,1,Attached,"$214,900.00","$215,000.00",8,Yes,0,0-.25 Acres,1.00
2276252,CLOSED,1041 Bungalow Park Drive,Apex,27502,8/30/2019,Scottish Mills,"1,350",2005,2,2,1,Attached,"$215,000.00","$215,000.00",0,Yes,0,0-.25 Acres,1.00
2308756,CLOSED,120 Forthview Way,Apex,27502-4702,5/8/2020,Bradley Terrace,"1,482",2003,3,2,1,Attached,"$209,900.00","$215,000.00",2,Yes,0,0-.25 Acres,1.02
2270976,CLOSED,406 Knightsborough Way,Apex,27502,9/13/2019,Haddon Hall,"1,625",1999,3,2,1,Attached,"$208,900.00","$215,000.00",0,Yes,0,0-.25 Acres,1.03
2259904,CLOSED,140 Sanair Court,Apex,27502,8/15/2019,Heatherwood Townhomes,"1,290",1988,2,2,0,Attached,"$209,900.00","$215,000.00",5,,0,0-.25 Acres,1.02
2310999,CLOSED,104 Graystar Road,Apex,27502,5/5/2020,Carriage Downs,"1,456",2005,3,2,1,Attached,"$220,000.00","$215,000.00",4,Yes,0,0-.25 Acres,0.98
2281032,CLOSED,1113 Bungalow Park Drive,Apex,27502,11/5/2019,Scotts Mill,"1,350",2003,2,2,1,Attached,"$215,000.00","$215,000.00",7,Yes,0,0-.25 Acres,1.00
2306271,CLOSED,746 Wickham Ridge Road,Apex,27523,3/26/2020,Pemberley,"1,302",2012,2,2,1,Attached,"$210,000.00","$215,000.00",1,,0,0-.25 Acres,1.02
2229936,CLOSED,132 Altair Circle,Apex,27502,2/8/2019,Heatherwood Townhomes,"1,353",1991,2,2,0,Attached,"$215,000.00","$215,000.00",0,Yes,0,0-.25 Acres,1.00
2184716,CLOSED,123 Heatherwood Drive,Apex,27502,5/22/2018,Heatherwood Townhomes,"1,373",1989,2,2,0,Attached,"$195,900.00","$215,250.00",5,Yes,0,0-.25 Acres,1.10
2233429,CLOSED,124 Altair Circle,Apex,27502-8552,4/18/2019,Heatherwood Townhomes,"1,456",1991,2,2,1,Attached,"$209,900.00","$215,500.00",19,Yes,0,0-.25 Acres,1.03
2315488,CLOSED,211 Baberton Drive,Apex,27502-3943,5/29/2020,Bradley Terrace,"1,467",2003,3,2,1,Attached,"$225,000.00","$216,000.00",9,Yes,0,0-.25 Acres,0.96
2309375,CLOSED,1204 Scotts Ridge Trail,Apex,27502,4/30/2020,Scotts Mill at Bungalow Park,"1,347",2000,2,2,1,Attached,"$215,000.00","$216,000.00",4,Yes,0,0-.25 Acres,1.00
2239255,CLOSED,1028 Mica Lamp Court,Apex,27502,3/25/2019,Scotts Mill at Bungalow Park,"1,332",2007,2,2,1,Attached,"$210,000.00","$216,280.00",2,,0,0-.25 Acres,1.03
2252412,CLOSED,1047 Bungalow Park Drive,Apex,27502,6/18/2019,Scotts Mill at Bungalow Park,"1,332",2005,2,2,1,Attached,"$215,000.00","$216,500.00",4,Yes,0,0-.25 Acres,1.01
2262864,CLOSED,306 Knightsborough Way,Apex,27502,7/30/2019,Haddon Hall,"1,615",1999,2,2,1,Attached,"$214,900.00","$216,600.00",3,Yes,0,0-.25 Acres,1.01
2173676,CLOSED,104 Tobacco Leaf Lane,Apex,27502,4/2/2018,Seagroves Farm,"1,441",2007,3,2,1,Attached,"$217,000.00","$217,000.00",6,Yes,1,0-.25 Acres,1.00
2242647,CLOSED,107 Knightsborough Way,Apex,27502,4/9/2019,Haddon Hall,"1,631",1998,2,2,1,Attached,"$210,000.00","$217,000.00",1,Yes,0,0-.25 Acres,1.03
2266345,CLOSED,460 Heritage Village Lane,Apex,27502,8/16/2019,Green at Scotts Mill,"1,410",2001,3,2,1,Attached,"$215,000.00","$217,000.00",0,Yes,1,0-.25 Acres,1.01
2187342,CLOSED,202 Anterbury Drive,Apex,7502,7/24/2018,Bradley Terrace,"1,674",2006,3,2,1,Attached,"$240,000.00","$217,500.00",48,,1,0-.25 Acres,0.91
