,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
467,2325594,CLOSED,592 Village Loop Drive,Apex,27502-7999,7/31/2020,Green at Scotts Mill,1779,2016,3,3,1,Attached,279900.0,275000.0,3,Yes,1,0-.25 Acres,0.98,16
1432,2161149,CLOSED,517 Rowanwood Way,Apex,27502,2/28/2018,Middleton,2411,2017,4,3,0,Attached,379990.0,370000.0,0,Yes,2,0-.25 Acres,0.97,23
715,2269864,CLOSED,278 Meadow Beauty Drive,Apex,27539,6/26/2020,West Lake,2449,2006,3,2,1,Attached,289900.0,295000.0,255,Yes,2,0-.25 Acres,1.02,53
828,2237074,CLOSED,800 Richmont Grove Lane,Apex,27523,7/9/2019,Townes at North Salem,1984,2018,4,3,1,Attached,307400.0,302000.0,0,Yes,2,0-.25 Acres,0.98,48
1436,2195874,CLOSED,564 Rowanwood Way,Apex,27523,11/20/2018,Middleton,2426,2018,4,3,0,Attached,375990.0,370460.0,0,,2,0-.25 Acres,0.99,23
72,2174753,CLOSED,515 Village Loop Drive,Apex,27502,4/12/2018,Scotts Mill,1377,2004,3,2,1,Attached,205000.0,205000.0,2,Yes,0,0-.25 Acres,1.0,36
746,2280719,CLOSED,1122 Doe Blossom Lane,Apex,27502,12/30/2019,Deer Creek,2165,2019,3,2,1,Attached,299900.0,297650.0,0,Yes,2,0-.25 Acres,0.99,10
1509,2274030,CLOSED,2518 Sunnybranch Lane,Apex,27523,12/20/2019,The Preserve at White Oak Creek,3157,2018,4,3,1,Attached,419818.0,408000.0,0,Yes,2,0-.25 Acres,0.97,44
655,2211950,CLOSED,422 Sawcut Lane,Apex,27502,11/15/2018,Old Mill Village,2274,2015,4,3,1,Attached,295000.0,291000.0,9,Yes,2,0-.25 Acres,0.99,26
207,2313765,CLOSED,109 Old Grove Lane,Apex,27502-1790,7/7/2020,The Groves,1764,2005,2,2,1,Attached,235000.0,230000.0,38,Yes,0,0-.25 Acres,0.98,42
1467,2174126,CLOSED,419 Hopwood Way,Apex,27502,8/8/2018,Middleton,2252,2018,3,2,1,Attached,399000.0,385000.0,0,,2,0-.25 Acres,0.96,23
659,2162460,CLOSED,590 Grand Central Station,Apex,27502,8/7/2018,The Villages of Apex,2203,2018,3,3,1,Attached,288900.0,291140.0,0,Yes,2,0-.25 Acres,1.01,45
957,2315124,CLOSED,724 Edgewater Ridge Court,Apex,27502,6/29/2020,Edgewater,2663,2016,3,3,1,Attached,314999.0,310000.0,25,Yes,2,0-.25 Acres,0.98,13
422,2171637,CLOSED,306 Castien Cove Place,Apex,27539,6/28/2018,Woodcreek,1713,2018,3,2,1,Attached,274637.0,270000.0,0,Yes,1,0-.25 Acres,0.98,56
195,2164052,CLOSED,202 Presenteer Trail,Apex,27539,1/26/2018,Miramonte,2257,2008,3,3,1,Attached,232900.0,227000.0,7,,1,0-.25 Acres,0.97,24
1483,2211895,CLOSED,552 Rowanwood Way,Apex,27523-9999,11/30/2018,Middleton,2785,2018,4,3,0,Attached,392566.0,392566.0,0,Yes,2,0-.25 Acres,1.0,23
339,2312616,CLOSED,756 Treviso Lane,Apex,27502,6/9/2020,55 James at Midtown,1671,2013,2,2,1,Attached,257000.0,258000.0,42,Yes,1,0-.25 Acres,1.0,1
1328,2248897,CLOSED,541 Wayland Grove Drive,Apex,27523,8/29/2019,Wayland Grove,2289,2019,3,2,1,Attached,349990.0,343000.0,0,Yes,2,0-.25 Acres,0.98,51
1139,2169571,CLOSED,1000 Tender Drive,Apex,27502,4/6/2018,The Villages of Apex,2368,2014,4,3,1,Attached,335000.0,324000.0,35,Yes,2,0-.25 Acres,0.97,45
1132,2141722,CLOSED,831 New Derby Lane,Apex,27523,3/9/2018,Salem Pointe,1851,2018,3,2,1,Attached,335655.0,323155.0,0,,2,0-.25 Acres,0.96,33
658,2198909,CLOSED,315 Great Northern Station,Apex,27502,2/13/2019,The Villages of Apex,2193,2019,3,3,1,Attached,289900.0,291110.0,0,Yes,2,0-.25 Acres,1.0,45
481,2240325,CLOSED,2220 Red Knot Lane,Apex,27502,8/19/2019,Peak 502 at Beaver Creek,1914,2019,4,3,1,Attached,284990.0,276615.0,0,Yes,1,0-.25 Acres,0.97,29
1338,2318968,CLOSED,2804 Lanasa Lane,Apex,27523,7/21/2020,Sweetwater,2287,2018,4,3,1,Attached,350000.0,345000.0,32,Yes,1,0-.25 Acres,0.99,41
812,2327389,CLOSED,609 Old Mill Village Drive,Apex,27502,8/10/2020,The Villages of Apex,2050,2013,4,3,1,Attached,300000.0,300000.0,2,Yes,2,0-.25 Acres,1.0,45
1372,2135298,CLOSED,877 Tunisian Drive,Apex,27523,4/5/2018,540 Townes,2245,2017,4,3,1,Attached,330129.0,350478.0,0,,2,0-.25 Acres,1.06,0
308,2275275,CLOSED,204 High Ramble Lane,Apex,27539,10/21/2019,Miramonte,2104,2007,4,3,1,Attached,252999.0,252999.0,17,Yes,1,0-.25 Acres,1.0,24
1137,2270101,CLOSED,503 Wayland Grove Drive,Apex,27523,11/29/2019,Wayland Grove,2289,2019,4,2,1,Attached,339990.0,324000.0,0,Yes,2,0-.25 Acres,0.95,51
547,2165183,CLOSED,1157 Little Gem Lane,Apex,27523,7/30/2018,Sweetwater,1687,2018,3,3,1,Attached,282690.0,282690.0,0,Yes,1,0-.25 Acres,1.0,41
465,2315847,CLOSED,258 Bally Shannon Way,Apex,27539,6/15/2020,Scots Laurel,2599,2007,3,2,2,Attached,279000.0,275000.0,19,Yes,2,0-.25 Acres,0.99,34
723,2325147,CLOSED,2847 Dallas Valley Lane,Apex,27502,8/25/2020,Townes at Friendship Station,1812,2020,3,2,1,Attached,299000.0,295000.0,0,Yes,2,0-.25 Acres,0.99,47
1051,2322694,CLOSED,673 Grand Central Station,Apex,27502,9/18/2020,The Villages of Apex,2221,2020,3,3,1,Attached,317400.0,317400.0,0,Yes,2,0-.25 Acres,1.0,45
1002,2324357,CLOSED,1147 Chestnut Bluff Run,Apex,27502,10/22/2020,Deer Creek,2165,2020,3,2,1,Attached,314065.0,314065.0,0,Yes,2,0-.25 Acres,1.0,10
860,2289076,CLOSED,1324 Barn Cat Way,Apex,27502,4/16/2020,Smith Farm,2145,2020,4,3,1,Attached,304085.0,304085.0,0,Yes,2,0-.25 Acres,1.0,39
499,2186667,CLOSED,2037 Whitesmith Drive,Apex,27502,1/29/2019,Hempstead at Beaver Creek,1765,2018,3,2,1,Attached,276670.0,278165.0,0,Yes,1,0-.25 Acres,1.01,20
1122,2261559,CLOSED,2240 Red Knot Lane,Apex,27502,1/17/2020,Peak 502 at Beaver Creek,2242,2019,4,3,1,Attached,327990.0,322305.0,0,,2,0-.25 Acres,0.98,29
415,2296534,CLOSED,3422 Dropseed Drive,Apex,27502,6/10/2020,Deer Creek,1736,2020,3,2,1,Attached,269990.0,269990.0,0,Yes,2,0-.25 Acres,1.0,10
368,2283223,CLOSED,3193 Retama Run,Apex,27562,12/6/2019,Woodbury,1818,2019,3,2,1,Attached,267305.0,263500.0,0,Yes,2,0-.25 Acres,0.99,55
40,2164759,CLOSED,108 Watertree Lane,Apex,27502,3/22/2018,Carriage Downs,1472,2001,3,2,1,Attached,189900.0,195000.0,8,,0,0-.25 Acres,1.03,6
892,2282205,CLOSED,355 Great Northern Station,Apex,27502,11/21/2019,The Villages of Apex,2227,2019,4,3,1,Attached,309900.0,305900.0,0,Yes,2,0-.25 Acres,0.99,45
719,2149447,CLOSED,2231 Chattering Lory Lane,Apex,27502,4/23/2018,Peak 502 at Beaver Creek,2046,2017,4,3,1,Attached,302990.0,295000.0,0,Yes,2,0-.25 Acres,0.97,29
727,2297791,CLOSED,2256 Red Knot Lane,Apex,27502,7/24/2020,Peak 502 at Beaver Creek,2094,2020,4,3,1,Attached,294990.0,295570.0,0,Yes,2,0-.25 Acres,1.0,29
1057,2238525,CLOSED,115 Star Flower Court,Apex,27539,4/18/2019,West Lake,2427,2007,3,2,1,Attached,325000.0,318000.0,12,Yes,2,0-.25 Acres,0.98,53
893,2213046,CLOSED,2910 Great Lawn Road,Apex,27502,5/15/2019,Smith Farm,2403,2018,3,3,1,Attached,309990.0,306000.0,0,Yes,2,0-.25 Acres,0.99,39
790,2229470,CLOSED,2916 Great Lawn Road,Apex,27502,12/29/2018,Smith Farm,2145,2018,3,3,1,Attached,299990.0,299990.0,0,Yes,2,0-.25 Acres,1.0,39
1355,2210262,CLOSED,2575 Rambling Creek Road,Apex,27523,2/28/2019,The Preserve at White Oak Creek,2157,2018,3,2,1,Attached,359722.0,348228.0,0,Yes,2,0-.25 Acres,0.97,44
669,2130940,CLOSED,1464 Salem Creek Drive,Apex,27502,7/5/2018,Salem Creek Townhomes,2108,2017,4,3,1,Attached,299990.0,292000.0,0,Yes,1,0-.25 Acres,0.97,32
1164,2322425,CLOSED,1008 Drayman Place,Apex,27502,7/14/2020,Hempstead at Beaver Creek,2430,2018,4,3,1,Attached,330000.0,325000.0,12,Yes,2,0-.25 Acres,0.98,20
748,2324346,CLOSED,1150 Chestnut Bluff Run,Apex,27502,7/17/2020,Deer Creek,1736,2020,3,2,1,Attached,297940.0,297940.0,0,Yes,2,0-.25 Acres,1.0,10
29,2203418,CLOSED,308 Port Haven Drive,Apex,27502-4706,8/15/2018,West Haven Townhomes,1328,2007,3,2,1,Attached,192000.0,190000.0,3,,0,0-.25 Acres,0.99,52
326,2289109,CLOSED,856 Queen City Crescent,Apex,27523-7527,1/6/2020,CitiSide at Beaver Creek,1854,2008,4,2,1,Attached,263000.0,255000.0,16,Yes,1,0-.25 Acres,0.97,9
1512,2198718,CLOSED,543 Rowanwood Way,Apex,27523,12/7/2018,Middleton,2416,2018,4,3,0,Attached,404127.0,408342.0,0,,2,0-.25 Acres,1.01,23
880,2287607,CLOSED,602 Grand Central Station,Apex,27502,12/31/2019,The Villages of Apex,2225,2019,4,3,1,Attached,314900.0,305000.0,0,Yes,2,0-.25 Acres,0.97,45
1391,2217505,CLOSED,572 Rowanwood Way,Apex,27523,10/29/2018,Middleton,2428,2018,4,3,0,Attached,355233.0,355233.0,0,,2,0-.25 Acres,1.0,23
752,2268490,CLOSED,2890 Dallas Valley Lane,Apex,27502,8/12/2020,Townes at Friendship Station,1802,2019,3,2,1,Attached,300000.0,298000.0,0,Yes,2,0-.25 Acres,0.99,47
1456,2197341,CLOSED,2861 Haw River Trail,Apex,27502,9/28/2018,Bella Casa,2518,2018,3,3,1,Attached,414900.0,379000.0,0,Yes,2,0-.25 Acres,0.91,2
193,2299387,CLOSED,108 Old Grove Lane,Apex,27502,3/25/2020,The Groves,1549,2005,3,2,1,Attached,227500.0,226000.0,13,Yes,0,0-.25 Acres,0.99,42
130,2315488,CLOSED,211 Baberton Drive,Apex,27502-3943,5/29/2020,Bradley Terrace,1467,2003,3,2,1,Attached,225000.0,216000.0,9,Yes,0,0-.25 Acres,0.96,4
426,2206587,CLOSED,119 Writing Rock Place,Apex,27539,9/21/2018,Woodcreek,1804,2017,3,2,1,Attached,275000.0,270000.0,16,Yes,1,0-.25 Acres,0.98,56
33,2208147,CLOSED,1204 Nottinghill Walk,Apex,27502,9/4/2018,Haddon Hall,1444,2000,2,2,1,Attached,180000.0,191600.0,4,Yes,0,0-.25 Acres,1.06,17
55,2254043,CLOSED,201 Baberton Drive,Apex,27502,6/7/2019,Bradley Terrace,1466,2003,3,2,1,Attached,199900.0,200000.0,2,,0,0-.25 Acres,1.0,4
1520,2192160,CLOSED,1202 Evian Court,Apex,27502,8/8/2018,Olive Chapel Park,4257,2007,3,3,1,Attached,420000.0,415000.0,65,Yes,2,0-.25 Acres,0.99,27
102,2289744,CLOSED,100 Old Grove Lane,Apex,27502-1789,1/29/2020,The Groves,1435,2005,2,2,1,Attached,220000.0,212000.0,55,Yes,0,0-.25 Acres,0.96,42
667,2216664,CLOSED,2038 Old Chapman Drive,Apex,27502-4326,2/13/2019,Hempstead at Beaver Creek,2163,2017,3,2,1,Attached,300000.0,292000.0,84,Yes,2,0-.25 Acres,0.97,20
734,2251846,CLOSED,804 Richmont Grove Lane,Apex,27523,7/24/2019,Townes at North Salem,1984,2018,4,3,1,Attached,302400.0,296000.0,0,Yes,2,0-.25 Acres,0.98,48
1080,2211391,CLOSED,1105 Tender Drive,Apex,27502,10/9/2018,The Villages of Apex,2280,2018,3,2,1,Attached,319990.0,319990.0,0,Yes,2,0-.25 Acres,1.0,45
570,2297421,CLOSED,304 Old Mill Village Drive,Apex,27502,4/1/2020,Old Mill Village,1913,2008,3,2,1,Attached,286000.0,285000.0,31,Yes,2,0-.25 Acres,1.0,26
1383,2177838,CLOSED,809 New Derby Lane,Apex,27523,11/28/2018,Salem Pointe,1844,2018,3,2,1,Attached,352715.0,352715.0,0,Yes,2,0-.25 Acres,1.0,33
1056,2166892,CLOSED,2332 Mt Zion Church Road,Apex,27502,6/27/2018,Bella Casa,2518,2017,3,3,1,Attached,319900.0,317900.0,0,Yes,2,0-.25 Acres,0.99,2
1228,2279275,CLOSED,615 Metro Station,Apex,27502,11/12/2019,The Villages of Apex,2388,2019,3,2,1,Attached,334900.0,330000.0,0,Yes,2,0-.25 Acres,0.99,45
857,2190237,CLOSED,2660 Impulsion Drive,Apex,27562,3/11/2019,Woodbury,1979,2019,3,2,1,Attached,305725.0,303725.0,0,Yes,2,0-.25 Acres,0.99,55
1015,2210594,CLOSED,2906 Great Lawn Road,Apex,27502,1/31/2019,Smith Farm,2308,2018,3,3,1,Attached,318990.0,315000.0,0,Yes,2,0-.25 Acres,0.99,39
1388,2299631,CLOSED,1451 Orchard Villas Avenue,Apex,27502-4323,6/26/2020,The Orchard Villas,1733,2014,2,2,0,Attached,360000.0,355000.0,115,Yes,2,0-.25 Acres,0.99,43
712,2172222,CLOSED,820 New Derby Lane,Apex,27523,11/30/2018,Salem Pointe,1851,2018,3,2,1,Attached,295000.0,295000.0,0,Yes,2,0-.25 Acres,1.0,33
469,2172264,CLOSED,143 Writing Rock Place,Apex,27539,9/27/2018,Woodcreek,1856,2018,3,2,1,Attached,278306.0,275000.0,0,Yes,1,0-.25 Acres,0.99,56
657,2296637,CLOSED,3143 Retama Run,Apex,27562,4/29/2020,Woodbury,1818,2020,3,2,1,Attached,300125.0,291000.0,0,Yes,2,0-.25 Acres,0.97,55
1046,2312917,CLOSED,2863 Dallas Valley Lane,Apex,27502,5/29/2020,Townes at Friendship Station,2261,2020,4,3,1,Attached,324000.0,317000.0,0,Yes,2,0-.25 Acres,0.98,47
1508,2215746,CLOSED,55 Old Grove Lane,Apex,27502,11/19/2018,The Groves,2963,2008,4,3,0,Attached,400000.0,407500.0,4,Yes,2,0-.25 Acres,1.02,42
1323,2264370,CLOSED,118 Star Flower Court,Apex,27539,9/12/2019,West Lake,2400,2007,4,3,0,Attached,350000.0,342000.0,34,Yes,2,0-.25 Acres,0.98,53
196,2305629,CLOSED,820 Myrtle Grove Lane,Apex,27502,4/9/2020,The Groves,1536,2008,2,2,1,Attached,229000.0,228000.0,3,Yes,0,0-.25 Acres,1.0,42
341,2282247,CLOSED,149 Writing Rock Place,Apex,27539,3/12/2020,Woodcreek,1710,2017,3,2,1,Attached,258700.0,258700.0,116,Yes,1,0-.25 Acres,1.0,56
455,2249905,CLOSED,432 Oak Pine Drive,Apex,27502,8/12/2020,Green at Scotts Mill,1745,2019,3,3,1,Attached,274990.0,274990.0,0,Yes,1,0-.25 Acres,1.0,16
800,2254416,CLOSED,2957 Sunflower Road,Apex,27502,9/20/2019,Smith Farm,2145,2019,4,3,1,Attached,300785.0,300000.0,0,Yes,2,0-.25 Acres,1.0,39
740,2132998,CLOSED,5004 Reedybrook Crossing,Apex,27523,6/28/2018,540 Townes,2158,2018,3,3,1,Attached,299900.0,296900.0,0,,2,0-.25 Acres,0.99,0
1044,2309621,CLOSED,1326 Barn Cat Way,Apex,27502,8/17/2020,Smith Farm,2301,2020,4,3,1,Attached,319990.0,317000.0,0,Yes,2,0-.25 Acres,0.99,39
542,2130915,CLOSED,1470 Salem Creek Drive,Apex,27502,7/18/2018,Salem Creek Townhomes,2088,2017,3,2,2,Attached,287990.0,282000.0,0,Yes,1,0-.25 Acres,0.98,32
891,2264807,CLOSED,2928 Great Lawn Road,Apex,27502,1/9/2020,Smith Farm,2361,2019,4,3,1,Attached,305715.0,305715.0,0,Yes,2,0-.25 Acres,1.0,39
1033,2321026,CLOSED,1116 Boxcar Way,Apex,27502-2471,7/9/2020,The Villages of Apex,2481,2015,4,3,1,Attached,309900.0,316000.0,4,Yes,2,0-.25 Acres,1.02,45
1224,2317597,CLOSED,1294 Barn Cat Way,Apex,27502,8/27/2020,Smith Farm,2308,2020,4,3,1,Attached,334990.0,329990.0,0,Yes,2,0-.25 Acres,0.99,39
995,2147274,CLOSED,1009 Drayman Place,Apex,27502,3/13/2018,Hempstead at Beaver Creek,2084,2017,3,3,1,Attached,313335.0,313335.0,0,Yes,2,0-.25 Acres,1.0,20
919,2148490,CLOSED,527 Metro Station,Apex,27502,6/18/2018,The Villages of Apex,2452,2017,4,3,1,Attached,319900.0,308000.0,0,Yes,2,0-.25 Acres,0.96,45
1444,2283818,CLOSED,943 Haybeck Lane,Apex,27523,10/9/2020,Townes at Westford,2465,2020,4,3,1,Attached,374289.0,373000.0,0,Yes,2,0-.25 Acres,1.0,49
1497,2217729,CLOSED,570 Rowanwood Way,Apex,27523,10/31/2018,Middleton,2606,2018,4,3,0,Attached,400571.0,400571.0,0,,2,0-.25 Acres,1.0,23
197,2301926,CLOSED,302 Anterbury Drive,Apex,27502,3/31/2020,Bradley Terrace,1650,2006,3,2,1,Attached,225000.0,228000.0,3,Yes,1,0-.25 Acres,1.01,4
1138,2327224,CLOSED,1019 Lathrop Lane,Apex,27523,10/8/2020,Townes at North Salem,2479,2020,4,3,1,Attached,324000.0,324000.0,0,Yes,2,0-.25 Acres,1.0,48
206,2295555,CLOSED,1008 Bungalow Park Drive,Apex,27502,2/11/2020,Scotts Mill,1394,2006,2,2,1,Attached,230000.0,230000.0,0,Yes,0,0-.25 Acres,1.0,36
405,2341271,CLOSED,140 Brittingham Loop,Apex,27502,10/23/2020,Haddon Hall,2239,2007,3,3,1,Attached,271000.0,269000.0,5,Yes,1,0-.25 Acres,0.99,17
251,2163076,CLOSED,310 Castien Cove Place,Apex,27539,3/2/2018,Woodcreek,1620,2017,3,2,1,Attached,244043.0,244043.0,0,Yes,1,0-.25 Acres,1.0,56
639,2249906,CLOSED,430 Oak Pine Drive,Apex,27502,9/29/2020,Green at Scotts Mill,1745,2019,3,3,1,Attached,291990.0,290000.0,0,Yes,1,0-.25 Acres,0.99,16
35,2215353,CLOSED,154 Forthview Way,Apex,27502,10/15/2018,Bradley Terrace,1440,2005,3,2,1,Attached,190000.0,192500.0,3,Yes,0,0-.25 Acres,1.01,4
244,2266302,CLOSED,300 Presenteer Trail,Apex,27539,8/12/2019,Miramonte,1716,2014,3,2,1,Attached,244900.0,242000.0,1,Yes,1,0-.25 Acres,0.99,24
580,2289080,CLOSED,1137 Boxcar Way,Apex,27502-2471,3/10/2020,The Villages of Apex,2040,2015,3,2,2,Attached,295000.0,285500.0,84,Yes,2,0-.25 Acres,0.97,45
1525,2337864,CLOSED,1803 Pierre Place,Apex,27502,10/6/2020,Olive Chapel Park,3583,2011,4,3,1,Attached,419900.0,425000.0,0,Yes,2,0-.25 Acres,1.01,27
618,2216535,CLOSED,1094 Ambergate Station,Apex,27502,5/8/2019,The Villages of Apex,1701,2019,3,2,1,Attached,290000.0,289835.0,0,Yes,1,0-.25 Acres,1.0,45
1276,2300191,CLOSED,813 Richmont Grove Lane,Apex,27523,6/26/2020,Townes at North Salem,2479,2020,4,3,1,Attached,335000.0,335000.0,0,Yes,2,0-.25 Acres,1.0,48
868,2343594,CLOSED,3406 Dropseed Drive,Apex,27502,10/28/2020,Deer Creek,1800,2020,3,2,1,Attached,304900.0,304900.0,3,,2,0-.25 Acres,1.0,10
229,2225058,CLOSED,102 Jamison Woods Lane,Apex,27539,4/25/2019,Jamison Park,1606,2006,3,2,1,Attached,234900.0,236400.0,129,Yes,1,0-.25 Acres,1.01,21
1449,2217102,CLOSED,2526 Rambling Creek Road,Apex,27523,1/29/2020,The Preserve at White Oak Creek,3155,2019,4,3,1,Attached,385827.0,375000.0,0,Yes,2,0-.25 Acres,0.97,44
1008,2236750,CLOSED,323 Great Northern Station,Apex,27502,6/19/2019,The Villages of Apex,2213,2019,3,3,1,Attached,314900.0,314900.0,0,Yes,2,0-.25 Acres,1.0,45
1488,2182400,CLOSED,427 Hopwood Way,Apex,27502,9/28/2018,Middleton,2651,2018,4,3,0,Attached,403621.0,394121.0,0,,2,0-.25 Acres,0.98,23
116,2324709,CLOSED,113 Baberton Drive,Apex,27502,7/9/2020,Bradley Terrace,1485,2006,3,2,1,Attached,215000.0,215000.0,7,Yes,0,0-.25 Acres,1.0,4
996,2320981,CLOSED,1104 Platform Drive,Apex,27502,5/18/2020,The Villages of Apex,1986,2020,3,2,1,Attached,313405.0,313405.0,0,Yes,2,0-.25 Acres,1.0,45
1381,2284122,CLOSED,939 Haybeck Lane,Apex,27523,5/29/2020,Townes at Westford,2629,2020,3,2,2,Attached,360236.0,352000.0,0,Yes,2,0-.25 Acres,0.98,49
1510,2174123,CLOSED,417 Hopwood Way,Apex,27502,8/9/2018,Middleton,2439,2018,4,3,0,Attached,408587.0,408147.0,0,,2,0-.25 Acres,1.0,23
519,2142572,CLOSED,637 Edgewater Ridge Court,Apex,27523,1/8/2018,Edgewater,2480,2015,4,3,1,Attached,289900.0,280000.0,123,Yes,2,0-.25 Acres,0.97,13
319,2108917,CLOSED,1608 Topaz Lane,Apex,27502,1/24/2018,Salem Creek Townhomes,1807,2017,2,2,2,Attached,254990.0,254990.0,0,Yes,1,0-.25 Acres,1.0,32
406,2202225,CLOSED,118 Darley Dale Loop,Apex,27502,8/10/2018,Haddon Hall,2275,2007,3,3,1,Attached,260000.0,269000.0,3,Yes,1,0-.25 Acres,1.03,17
882,2324276,CLOSED,212 Mayfield Drive,Apex,27539,7/30/2020,Woodcreek,2020,2015,3,2,1,Attached,299999.0,305000.0,2,Yes,2,0-.25 Acres,1.02,56
1325,2289703,CLOSED,614 Metro Station,Apex,27502,2/27/2020,The Villages of Apex,2406,2019,3,2,1,Attached,342400.0,342400.0,0,Yes,2,0-.25 Acres,1.0,45
951,2212497,CLOSED,1178 Little Gem Lane,Apex,27523,2/26/2019,Sweetwater,2272,2018,3,2,1,Attached,309990.0,309990.0,0,Yes,1,0-.25 Acres,1.0,41
814,2289950,CLOSED,2316 Apex Peakway,Apex,27502,12/30/2019,Old Mill Village,1948,2018,3,2,1,Attached,299900.0,300500.0,2,Yes,2,0-.25 Acres,1.0,26
232,2108910,CLOSED,1604 Topaz Lane,Apex,27502,1/19/2018,Salem Creek Townhomes,1660,2017,2,2,2,Attached,239990.0,237590.0,0,Yes,1,0-.25 Acres,0.99,32
742,2216575,CLOSED,1046 Brownsmith Drive,Apex,27502,5/13/2019,Hempstead at Beaver Creek,2121,2018,4,3,1,Attached,299500.0,297000.0,0,Yes,2,0-.25 Acres,0.99,20
1037,2293761,CLOSED,2929 Great Lawn Road,Apex,27502,3/5/2020,Smith Farm,2308,2019,4,3,1,Attached,317990.0,316990.0,0,Yes,2,0-.25 Acres,1.0,39
987,2199978,CLOSED,2900 Great Lawn Road,Apex,27502,12/31/2018,Smith Farm,2361,2018,4,3,1,Attached,314990.0,312500.0,0,Yes,2,0-.25 Acres,0.99,39
986,2252670,CLOSED,710 Edgewater Ridge Court,Apex,27523,6/7/2019,Edgewater,2620,2014,3,2,2,Attached,316900.0,312500.0,14,Yes,2,0-.25 Acres,0.99,13
956,2279565,CLOSED,929 Shoofly Path,Apex,27502,10/23/2019,The Villages of Apex,2100,2014,4,3,1,Attached,299900.0,310000.0,2,Yes,2,0-.25 Acres,1.03,45
974,2287945,CLOSED,2808 Lanasa Lane,Apex,27523,2/19/2020,Sweetwater,1880,2017,3,2,1,Attached,319900.0,311000.0,68,Yes,1,0-.25 Acres,0.97,41
96,2195457,CLOSED,1211 Bungalow Park Drive,Apex,27502,7/26/2018,Scotts Mill at Bungalow Park,1350,2002,2,2,1,Attached,202000.0,210000.0,3,Yes,0,0-.25 Acres,1.04,37
802,2210753,CLOSED,2914 Great Lawn Road,Apex,27502,1/24/2019,Smith Farm,2361,2018,4,3,1,Attached,305000.0,300000.0,0,Yes,2,0-.25 Acres,0.98,39
638,2324377,CLOSED,1149 Chestnut Bluff Run,Apex,27502,9/25/2020,Deer Creek,1736,2020,3,2,1,Attached,291840.0,290000.0,0,Yes,2,0-.25 Acres,0.99,10
561,2192919,CLOSED,1183 Little Gem Lane,Apex,27523,10/19/2018,Sweetwater,1785,2018,3,2,1,Attached,284990.0,284990.0,0,Yes,1,0-.25 Acres,1.0,41
1306,2338582,CLOSED,2913 Great Lawn Road,Apex,27502,10/8/2020,Smith Farm,2281,2019,4,3,1,Attached,339900.0,339900.0,31,Yes,2,0-.25 Acres,1.0,39
597,2264602,CLOSED,1115 Sky Top Drive,Apex,27502-9201,11/8/2019,Promanade at Beaver Creek,1836,2017,3,2,1,Attached,300000.0,288000.0,114,Yes,2,0-.25 Acres,0.96,31
603,2160155,CLOSED,844 Salem Pointe Place,Apex,27523,6/29/2018,Salem Pointe,1754,2018,3,2,1,Attached,290110.0,288820.0,0,,1,0-.25 Acres,1.0,33
1217,2325584,CLOSED,671 Grand Central Station,Apex,27502,9/30/2020,The Villages of Apex,2213,2020,3,3,1,Attached,329900.0,329900.0,0,Yes,2,0-.25 Acres,1.0,45
24,2315811,CLOSED,3006 Silky Dogwood Trail,Apex,27502,5/20/2020,Dogwood Ridge,1050,1998,2,2,0,Attached,186000.0,188000.0,0,Yes,0,0-.25 Acres,1.01,12
598,2166698,CLOSED,833 Salem Pointe Place,Apex,27523,7/16/2018,Salem Pointe,1754,2018,3,2,1,Attached,288368.0,288368.0,0,,1,0-.25 Acres,1.0,33
690,2261551,CLOSED,2246 Red Knot Lane,Apex,27502,5/1/2020,Peak 502 at Beaver Creek,2109,2019,4,3,1,Attached,299990.0,293901.0,0,,2,0-.25 Acres,0.98,29
1392,2180780,CLOSED,802 New Derby Lane,Apex,27523,11/13/2018,Salem Pointe,1844,2018,3,2,1,Attached,355875.0,355875.0,0,Yes,2,0-.25 Acres,1.0,33
565,2187989,CLOSED,2247 Chattering Lory Lane,Apex,27502,7/24/2018,Peak 502 at Beaver Creek,1887,2018,4,3,1,Attached,298990.0,285000.0,0,Yes,1,0-.25 Acres,0.95,29
1208,2178533,CLOSED,1130 Boxcar Way,Apex,27502,5/16/2018,The Villages of Apex,2428,2016,3,3,1,Attached,335000.0,329000.0,3,Yes,2,0-.25 Acres,0.98,45
886,2324969,CLOSED,2535 Sunnybranch Lane,Apex,27523,8/31/2020,The Preserve at White Oak Creek,1729,2018,3,2,1,Attached,309000.0,305000.0,24,Yes,1,0-.25 Acres,0.99,44
1159,2174584,CLOSED,2800 Lanasa Lane,Apex,27523,11/30/2018,Sweetwater,2277,2018,3,2,1,Attached,324990.0,324990.0,0,Yes,1,0-.25 Acres,1.0,41
1246,2187374,CLOSED,3416 Antler View Drive,Apex,27502,3/29/2019,Deer Creek,2286,2018,3,2,1,Attached,341350.0,331350.0,0,Yes,2,0-.25 Acres,0.97,10
1303,2299864,CLOSED,2267 Red Knot Lane,Apex,27502,9/24/2020,Peak 502 at Beaver Creek,2242,2020,4,3,1,Attached,336205.0,339370.0,0,Yes,2,0-.25 Acres,1.01,29
