MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
2215848,CLOSED,2612 Sheffield Street,Apex,27539,11/29/2018,Chari Heights,987,1990,3,1,0,Detached,182500.0,182500.0,21,No,0,.51-.75 Acres,1.0,39
2164933,CLOSED,4016 Cross Timber Lane,Apex,27539,9/21/2018,Blaney Farms,2678,2018,4,3,0,Detached,432000.0,432000.0,0,Yes,2,0-.25 Acres,1.0,16
2187354,CLOSED,2413 Canoe Creek Lane,Apex,27523,10/3/2018,Crestmont,4337,2018,5,5,1,Detached,655321.0,655321.0,0,Yes,3,0-.25 Acres,1.0,51
2339929,CLOSED,901 Scotts Ridge Trail,Apex,27502,9/28/2020,Scotts Mill,2067,2000,4,2,1,Detached,349900.0,361018.0,2,,1,0-.25 Acres,1.03,196
2222250,CLOSED,1988 Bald Head Island Drive,Apex,27502,1/31/2019,Bella Casa,2348,2015,4,3,0,Detached,375000.0,375000.0,46,Yes,2,0-.25 Acres,1.0,11
2181505,CLOSED,217 Grenoch Valley Lane,Apex,27539,5/11/2018,Scots Laurel,3250,2007,4,4,0,Detached,345000.0,345000.0,10,Yes,2,0-.25 Acres,1.0,194
2216464,CLOSED,1495 Barn Door Drive,Apex,27502,6/21/2019,Smith Farm,2141,2019,3,2,1,Detached,342755.0,342755.0,0,Yes,2,0-.25 Acres,1.0,203
2255834,CLOSED,300 Baucom Street,Apex,27502,2/14/2020,Not in a Subdivision,1778,2019,3,2,1,Detached,298600.0,295000.0,0,No,0,0-.25 Acres,0.99,153
2168476,CLOSED,2312 Swansea Lane,Apex,27502,8/31/2018,Chelsea Run,2408,2018,3,2,1,Detached,415000.0,412325.0,0,Yes,2,0-.25 Acres,0.99,41
2290575,CLOSED,2109 Amalfi Place,Apex,27502,11/26/2019,Bella Casa,3201,2019,4,4,1,Detached,734051.0,734051.0,0,Yes,2,0-.25 Acres,1.0,11
2173746,CLOSED,3429 South Pointe Drive,Apex,27539,4/30/2019,Fairview Park,4542,2018,6,5,0,Detached,634700.0,634700.0,0,Yes,3,.26-.5 Acres,1.0,74
2246769,CLOSED,3604 Black Forest Drive,Apex,27539,5/17/2019,Fair Oaks,3886,2002,4,4,0,Detached,550000.0,570000.0,5,Yes,3,.51-.75 Acres,1.04,72
2217711,CLOSED,8127 Blue Needle Lane,Apex,27539,11/19/2018,The Park at Langston,3494,2004,4,3,1,Detached,499900.0,499900.0,4,Yes,3,.26-.5 Acres,1.0,231
2196687,CLOSED,2583 Spurwood Court,Apex,27502,7/19/2018,Stratford at Abbington,3689,2008,5,4,1,Detached,635000.0,635000.0,3,Yes,3,.26-.5 Acres,1.0,213
2319393,CLOSED,318 Pine Nut Lane,Apex,27502-3716,6/30/2020,Scotts Mill,1741,1999,3,2,1,Detached,319900.0,315000.0,18,Yes,1,0-.25 Acres,0.98,196
2207400,CLOSED,2443 Fillmore Hall Lane,Apex,27523,2/7/2019,Crestmont,3453,2018,5,4,0,Detached,545129.0,545129.0,0,Yes,2,0-.25 Acres,1.0,51
2247511,CLOSED,1265 Gloriosa Street,Apex,27523,4/25/2019,Sweetwater,3633,2019,4,4,0,Detached,575530.0,575530.0,0,Yes,2,0-.25 Acres,1.0,227
2345145,CLOSED,400 New Timber Path,Apex,27502,10/30/2020,Hollands Crossing,2000,2000,3,2,1,Detached,330000.0,340000.0,1,,2,0-.25 Acres,1.03,108
2344838,CLOSED,301 Harwood Street,Apex,27502,10/30/2020,Not in a Subdivision,1466,1994,3,2,0,Detached,239000.0,249350.0,2,No,0,0-.25 Acres,1.04,153
2270389,CLOSED,1113 Bexley Hills Bend,Apex,27502,9/16/2019,White Hall,2802,2009,4,3,1,Detached,435000.0,433000.0,15,Yes,2,0-.25 Acres,1.0,259
2323065,CLOSED,2053 Tordelo Place,Apex,27502,9/17/2020,Bella Casa,2389,2013,5,3,0,Detached,399900.0,390000.0,48,Yes,2,0-.25 Acres,0.98,11
2245105,CLOSED,1169 Russet Lane,Apex,27523,3/29/2019,Sweetwater,2076,2019,3,2,1,Detached,360870.0,360870.0,0,Yes,2,0-.25 Acres,1.0,227
2166749,CLOSED,1531 Baxter Ridge Court,Apex,27502,6/21/2018,Rileys Pond,2890,2018,5,3,1,Detached,479700.0,475150.0,0,Yes,2,0-.25 Acres,0.99,179
2339358,CLOSED,1146 Bexley Hills Bend,Apex,27502,10/22/2020,Whitehall Village Reserve,3181,2013,5,3,0,Detached,575000.0,563766.0,6,Yes,2,.26-.5 Acres,0.98,263
2196639,CLOSED,2560 Collection Court,Apex,27562,4/30/2020,Woodbury,2036,2019,3,2,0,Detached,367532.0,380925.0,0,Yes,2,0-.25 Acres,1.04,269
2226839,CLOSED,2922 Macbeth Lane,Apex,27502,4/26/2019,McKenzie Ridge,2588,2019,4,3,0,Detached,384910.0,375000.0,0,Yes,2,0-.25 Acres,0.97,143
2281936,CLOSED,705 Brickstone Drive,Apex,27502-4247,11/1/2019,Greenbrier,1552,2002,3,2,0,Detached,290000.0,290000.0,4,Yes,2,0-.25 Acres,1.0,85
2190464,CLOSED,1141 Tringham Court,Apex,27502,12/20/2018,Abbey Run,3426,2018,5,4,0,Detached,500000.0,500000.0,0,Yes,2,0-.25 Acres,1.0,0
2335303,CLOSED,204 Wedge Porr Court,Apex,27539,9/15/2020,Churchill Estates,4539,2011,5,4,1,Detached,685000.0,680000.0,8,Yes,3,.26-.5 Acres,0.99,42
2261610,CLOSED,102 Chapel Valley Lane,Apex,27502,7/19/2019,Kelly West,1355,2011,3,2,0,Detached,279900.0,280000.0,6,Yes,2,0-.25 Acres,1.0,125
2199081,CLOSED,3616 Sawyers Mill Drive,Apex,27539,7/13/2018,Sawyers Mill,3168,2004,4,2,1,Detached,354000.0,376000.0,2,Yes,2,.26-.5 Acres,1.06,193
2208450,CLOSED,4034 Reunion Creek Parkway,Apex,27539,9/26/2018,Reunion Pointe,2682,2018,5,3,0,Detached,384000.0,379231.0,0,Yes,2,0-.25 Acres,0.99,178
2318141,CLOSED,4200 Huntcliff Court,Apex,27539,6/24/2020,Hallmark,2973,1986,3,3,1,Detached,459900.0,470556.0,2,No,2,.76-.99 Acres,1.02,93
2211640,CLOSED,5324 Moneta Lane,Apex,27539-4154,10/24/2018,The Park At West Lake,2926,2014,4,2,1,Detached,369900.0,367000.0,25,Yes,2,0-.25 Acres,0.99,230
2254187,CLOSED,208 Restonwood Drive,Apex,27539-6247,7/26/2019,Woodcreek,4000,2016,4,3,1,Detached,544000.0,530000.0,37,Yes,3,.26-.5 Acres,0.97,270
2277242,CLOSED,2006 Song Breeze Lane,Apex,27502,3/13/2020,Stillwater,3202,2019,5,4,0,Detached,484990.0,480990.0,0,Yes,2,0-.25 Acres,0.99,210
2173743,CLOSED,3453 South Pointe Drive,Apex,27539,2/28/2019,Fairview Park,2962,2018,4,2,1,Detached,539700.0,539700.0,0,Yes,2,.26-.5 Acres,1.0,74
2327604,CLOSED,3408 Castelaine Circle,Apex,27539,9/1/2020,Brookshire Manor,4201,2017,4,5,0,Detached,665000.0,640000.0,19,Yes,3,1-2.9 Acres,0.96,26
2214685,CLOSED,606 Scotts Ridge Trail,Apex,27502,11/5/2018,Scotts Mill,2350,1999,4,2,1,Detached,389900.0,389900.0,2,Yes,2,0-.25 Acres,1.0,196
2339426,CLOSED,1424 Fairfax Woods Drive,Apex,27502-4170,10/15/2020,Beckett Crossing,3417,2001,4,3,1,Detached,492500.0,503000.0,1,Yes,2,.26-.5 Acres,1.02,10
2241923,CLOSED,3276 Ripley River Road,Apex,27562,6/6/2019,Woodbury,3044,2019,5,4,0,Detached,435900.0,432900.0,0,Yes,2,0-.25 Acres,0.99,269
2250612,CLOSED,1002 Bramhall Court,Apex,27502,6/27/2019,Whitehall Manor,2122,2002,3,2,1,Detached,350000.0,351000.0,6,Yes,2,0-.25 Acres,1.0,262
2180701,CLOSED,3113 Cregler Drive,Apex,27502,4/25/2018,Woodridge,2817,2001,4,3,0,Detached,365000.0,372500.0,1,Yes,2,0-.25 Acres,1.02,272
2192836,CLOSED,1152 St Cloud Loop,Apex,27523,12/6/2018,Woodhall,3056,2018,3,2,1,Detached,529190.0,562640.0,0,Yes,2,.26-.5 Acres,1.06,271
2257153,CLOSED,1332 Gloriosa Street,Apex,27523,9/6/2019,Sweetwater,4198,2018,6,5,1,Detached,718265.0,718265.0,0,Yes,2,0-.25 Acres,1.0,227
2324672,CLOSED,2704 Jockeys Ridge Trace,Apex,27502,8/6/2020,Parkside at Bella Casa,2847,2016,4,3,0,Detached,385000.0,385000.0,25,,2,0-.25 Acres,1.0,164
2276055,CLOSED,1615 Patterson Grove Road,Apex,27502,10/2/2019,Pearson Farms,2110,1999,3,2,1,Detached,369900.0,369500.0,6,Yes,2,0-.25 Acres,1.0,167
2172537,CLOSED,103 Willow Knoll Court,Apex,27502,3/29/2018,Scotts Mill,2480,2001,4,2,1,Detached,384900.0,395000.0,4,Yes,2,.26-.5 Acres,1.03,196
2322921,CLOSED,102 Bergen Avenue,Apex,27502,7/23/2020,Hollands Crossing,2328,1999,4,2,1,Detached,327500.0,327500.0,1,Yes,2,0-.25 Acres,1.0,108
2200229,CLOSED,3457 Barn Road,Apex,27502,5/28/2019,Deer Creek,2591,2019,4,2,1,Detached,399990.0,399990.0,0,Yes,2,0-.25 Acres,1.0,59
2319385,CLOSED,3628 Jamison Park Drive,Apex,27539,7/23/2020,Jamison Park,2840,2003,5,3,0,Detached,489900.0,481350.0,34,Yes,2,.26-.5 Acres,0.98,118
2271772,CLOSED,5660 Lockley Road,Apex,27539,11/13/2019,Woodcreek,2774,2019,4,3,0,Detached,473890.0,473890.0,0,Yes,3,.26-.5 Acres,1.0,270
2181560,CLOSED,2107 Templeton Gap Drive,Apex,27523,4/18/2018,Charleston Village,2796,2003,5,3,0,Detached,399999.0,400000.0,4,Yes,2,0-.25 Acres,1.0,40
2301452,CLOSED,2393 Carradonna Way,Apex,27502,9/3/2020,Greys Landing,3647,2020,5,3,1,Detached,681300.0,681300.0,0,,2,.26-.5 Acres,1.0,89
2293630,CLOSED,2006 Wolfs Bane Drive,Apex,27539,1/31/2020,West Lake,2985,2007,4,2,1,Detached,373900.0,368000.0,8,Yes,2,0-.25 Acres,0.98,253
2244579,CLOSED,1096 Torrence Drive,Apex,27502,6/18/2019,Whitehall,2424,2011,3,2,1,Detached,369900.0,368000.0,35,Yes,2,0-.25 Acres,0.99,261
2328393,CLOSED,3004 Kildaire Dairy Way,Apex,27539,6/30/2020,The Courtyards at Kildaire Farms,1776,2020,2,2,0,Detached,457020.0,457020.0,0,Yes,2,0-.25 Acres,1.0,229
2119572,CLOSED,221 Pondside Drive,Apex,27539,2/28/2018,Colvin Park,4549,2017,5,4,1,Detached,566645.0,552000.0,0,,2,0-.25 Acres,0.97,45
2245571,CLOSED,2300 Pilot Mountain Court,Apex,27502-3690,6/4/2019,Crocketts Ridge,4901,2003,6,4,0,Detached,422000.0,422000.0,24,Yes,2,0-.25 Acres,1.0,52
2290425,CLOSED,457 Duggins Point,Apex,27523,2/27/2020,Greenmoor,3474,2020,4,3,1,Detached,535900.0,527900.0,0,Yes,2,0-.25 Acres,0.99,86
2341534,CLOSED,121 Meadow Sage Court,Apex,27539,10/22/2020,Colvin Park,2741,2017,4,2,1,Detached,429000.0,435000.0,2,,2,.26-.5 Acres,1.01,45
2178403,CLOSED,1600 Tinos Overlook Way,Apex,27502,6/14/2018,Arcadia West,3968,2018,6,5,0,Detached,516715.0,501000.0,0,Yes,2,0-.25 Acres,0.97,5
2331114,CLOSED,2111 Watersglen Drive,Apex,27502,8/28/2020,Waterford Green,2172,1995,4,2,1,Detached,360000.0,360000.0,4,Yes,2,0-.25 Acres,1.0,247
2278429,CLOSED,2118 Gregor Overlook Lane,Apex,27502,4/3/2020,McKenzie Ridge,1998,2019,3,2,1,Detached,354990.0,346000.0,0,Yes,2,0-.25 Acres,0.97,143
2332255,CLOSED,1309 Soaring Silo Way,Apex,27502,10/20/2020,Smith Farm,3402,2020,4,4,0,Detached,486535.0,481535.0,0,Yes,2,0-.25 Acres,0.99,203
2232383,CLOSED,308 Pink Azalea Court,Apex,27523,6/28/2019,Crestmont,3344,2019,5,4,0,Detached,550000.0,540000.0,0,Yes,3,.26-.5 Acres,0.98,51
2218415,CLOSED,1307 Grappenhall Drive,Apex,27502-2213,2/21/2019,Whitehall Manor,2069,2001,3,2,1,Detached,310000.0,305000.0,101,Yes,2,0-.25 Acres,0.98,262
2292761,CLOSED,2946 Thirlestane Drive,Apex,27502,4/8/2020,Buckhorn Preserve,2471,2020,3,2,1,Detached,367990.0,367990.0,0,Yes,2,0-.25 Acres,1.0,27
2153581,CLOSED,1319 Gloriosa Street,Apex,27523,5/7/2020,Sweetwater,4210,2017,4,4,1,Detached,674900.0,674900.0,0,Yes,2,.26-.5 Acres,1.0,227
2304979,CLOSED,1200 Garden Gate Place,Apex,27502-6737,5/28/2020,Pearson Farms,2573,1995,4,3,1,Detached,410000.0,400000.0,23,Yes,2,.51-.75 Acres,0.98,167
2303252,CLOSED,5320 Maplechase Lane,Apex,27539,5/15/2020,The Park At West Lake,2141,2009,3,2,1,Detached,342000.0,342000.0,2,Yes,2,0-.25 Acres,1.0,230
2266353,CLOSED,1924 Kelly Glen Drive,Apex,27502,9/10/2019,Kelly Glen,1604,1997,4,2,1,Detached,239900.0,230000.0,50,Yes,1,.26-.5 Acres,0.96,123
2295472,CLOSED,2723 Bushy Lake Cove,Apex,27502,2/24/2020,Bella Casa,3017,2014,5,3,0,Detached,445000.0,445000.0,0,Yes,2,0-.25 Acres,1.0,11
2161411,CLOSED,229 Fishburn Drive,Apex,27523,8/30/2018,Crestmont,3454,2018,5,4,0,Detached,537954.0,537954.0,0,Yes,2,0-.25 Acres,1.0,51
2158987,CLOSED,509 Parlier Drive,Apex,27523,6/11/2018,Greenmoor,3476,2017,5,4,1,Detached,546816.0,547491.0,0,,2,0-.25 Acres,1.0,86
2274391,CLOSED,4812 Basildon Court,Apex,27539,10/7/2019,Amherst,1468,2000,3,2,0,Detached,235000.0,235000.0,4,,0,0-.25 Acres,1.0,2
2073906,CLOSED,4128 Maple Springs Drive,Apex,27523,4/30/2018,Not in a Subdivision,2034,1994,3,2,0,Detached,550000.0,507500.0,42,,2,3-5.9 Acres,0.92,153
2313122,CLOSED,541 Parlier Drive,Apex,27523,6/25/2020,Greenmoor,3044,2020,5,4,0,Detached,548059.0,537000.0,0,Yes,2,0-.25 Acres,0.98,86
2175340,CLOSED,1705 KELLY GLEN Drive,Apex,27502,4/2/2018,Kelly Glen,1447,1996,3,2,1,Detached,229999.0,235000.0,3,,0,0-.25 Acres,1.02,123
2286667,CLOSED,1128 Tringham Court,Apex,27502,12/13/2019,Abbey Run,2761,2019,4,3,0,Detached,515000.0,500000.0,0,Yes,2,0-.25 Acres,0.97,0
2277406,CLOSED,4045 Briarhurst Way,Apex,27539,11/21/2019,Hallmark,3513,1991,5,3,1,Detached,515000.0,493000.0,44,No,4,.51-.75 Acres,0.96,93
2278681,CLOSED,7625 Humie Olive Road,Apex,27502,10/28/2019,Friendship Acres,2724,1981,4,2,0,Detached,425000.0,430000.0,7,No,0,1-2.9 Acres,1.01,77
2322974,CLOSED,1225 Dalgarven Drive,Apex,27502,7/21/2020,Cameron Park,2036,2001,3,3,0,Detached,350000.0,357000.0,3,Yes,2,0-.25 Acres,1.02,31
2284632,CLOSED,2832 Ringgold Drive,Apex,27539,2/14/2020,Glendale,1341,1981,3,2,0,Detached,249900.0,249900.0,32,,2,.76-.99 Acres,1.0,80
2218077,CLOSED,102 Dinsorette Lane,Apex,27539,12/7/2018,Miramonte,2458,2007,4,2,1,Detached,375000.0,374000.0,21,Yes,2,0-.25 Acres,1.0,148
2196937,CLOSED,104 Lemon Drop Circle,Apex,27502,7/20/2018,Sugarland Run,1301,2000,3,2,0,Detached,200000.0,220000.0,3,Yes,0,0-.25 Acres,1.1,215
2261683,CLOSED,2004 Passaic Way,Apex,27523,8/15/2019,Charleston Village,1276,1997,3,2,0,Detached,279500.0,270000.0,28,Yes,0,0-.25 Acres,0.97,40
2320348,CLOSED,3129 Beechcroft Lane,Apex,27502,7/20/2020,Saddlebrook,4177,2019,5,4,1,Detached,739000.0,730000.0,7,Yes,3,.26-.5 Acres,0.99,185
2209493,CLOSED,1608 Tinos Overlook Way,Apex,27502,10/26/2018,Arcadia West,2906,2018,5,3,0,Detached,449000.0,438990.0,0,Yes,2,.26-.5 Acres,0.98,5
2298956,CLOSED,1310 Early Planting Avenue,Apex,27502,6/30/2020,Smith Farm,3268,2020,4,3,1,Detached,476720.0,463720.0,0,Yes,2,0-.25 Acres,0.97,203
2238300,CLOSED,1743 Pershore Drive,Apex,27502-5777,6/26/2019,Salem Village,3203,2015,4,3,1,Detached,497900.0,488450.0,68,Yes,2,0-.25 Acres,0.98,187
2312997,CLOSED,8120 Brently Drive,Apex,27539-6802,6/1/2020,Crowsdale,1620,1975,3,1,1,Detached,239000.0,242000.0,7,No,0,.76-.99 Acres,1.01,55
2198129,CLOSED,7125 Beaver Trail,Apex,27502,8/24/2018,Beaver Creek,3127,1986,4,3,0,Detached,635000.0,615000.0,38,No,2,1-2.9 Acres,0.97,9
2319226,CLOSED,3208 Colby Chase Drive,Apex,27539,7/31/2020,Merion,2954,2004,3,3,0,Detached,500000.0,525500.0,4,Yes,2,.76-.99 Acres,1.05,145
2227637,CLOSED,6121 Gretna Lane,Apex,27539,3/21/2019,The Park At West Lake,3013,2008,4,3,0,Detached,442470.0,436000.0,29,Yes,2,.26-.5 Acres,0.99,230
2175626,CLOSED,8928 Willow Trace Court,Apex,27539,4/3/2018,Oak Chase,1826,1994,3,2,1,Detached,280000.0,285000.0,5,,1,.26-.5 Acres,1.02,154
2275680,CLOSED,206 Kellyridge Drive,Apex,27502,11/27/2019,Abbington,2177,1999,3,2,1,Detached,375000.0,365000.0,35,Yes,2,.26-.5 Acres,0.97,1
2168957,CLOSED,2004 Fellini Drive,Apex,27502,4/1/2020,Bella Casa,4255,2019,5,5,1,Detached,769900.0,740000.0,0,Yes,3,.26-.5 Acres,0.96,11
2318527,CLOSED,211 Rushing Wind Way,Apex,27502,6/17/2020,Scotts Mill,2012,2000,4,2,1,Detached,360000.0,370000.0,1,Yes,1,0-.25 Acres,1.03,196
2240762,CLOSED,4421 Mannsfield Court,Apex,27539,4/25/2019,Mannsfield,1301,1996,3,2,0,Detached,219900.0,225000.0,3,No,0,.51-.75 Acres,1.02,142
2164577,CLOSED,4908 Birkenhead Court,Apex,27539,1/23/2018,Amherst,1334,1989,3,2,0,Detached,200000.0,200000.0,5,Yes,0,0-.25 Acres,1.0,2
2318328,CLOSED,2913 Thirlestane Drive,Apex,27502,8/3/2020,Buckhorn Preserve,2702,2020,4,3,0,Detached,397990.0,393990.0,0,Yes,2,0-.25 Acres,0.99,27
2264964,CLOSED,3165 Zebroid Way,Apex,27523,5/26/2020,Woodbury,3360,2020,4,3,1,Detached,422900.0,544125.0,0,Yes,2,0-.25 Acres,1.29,269
2115611,CLOSED,72 James Street,Apex,27502,2/23/2018,Salem Village,3435,2017,5,5,0,Detached,579865.0,612780.0,0,,3,.26-.5 Acres,1.06,187
2173288,CLOSED,2004 Fitchburg Court,Apex,27523,3/29/2018,Walden Creek,2933,1997,4,3,1,Detached,400000.0,411000.0,3,Yes,2,0-.25 Acres,1.03,244
2231080,CLOSED,2116 Bee Cave Court,Apex,27539,4/26/2019,Fairview Park,3755,2019,5,3,1,Detached,621410.0,622230.0,0,Yes,3,.26-.5 Acres,1.0,74
2137707,CLOSED,2335 Pavia Trace,Apex,27502,4/16/2018,Bella Casa,4212,2018,5,4,0,Detached,625500.0,627030.0,0,Yes,3,0-.25 Acres,1.0,11
2256924,CLOSED,417 Greenmoor Path,Apex,27523,10/30/2019,Greenmoor,2774,2019,4,3,0,Detached,429900.0,432070.0,0,Yes,2,0-.25 Acres,1.01,86
2180344,CLOSED,1964 Combine Circle,Apex,27502,5/7/2018,Holland Farm,3527,2012,4,4,0,Detached,499900.0,499000.0,17,Yes,3,0-.25 Acres,1.0,105
2316662,CLOSED,1025 Dotson Way,Apex,27523,6/12/2020,The Trace,2797,2007,3,2,1,Detached,429900.0,430000.0,3,Yes,2,0-.25 Acres,1.0,233
2322647,CLOSED,6208 Splitrock Trail,Apex,27539,7/1/2020,Lynnhaven,2082,1984,3,2,1,Detached,356000.0,376000.0,2,No,2,1-2.9 Acres,1.06,139
2270231,CLOSED,1253 Russet Lane,Apex,27523,5/28/2020,Sweetwater,2374,2019,3,2,1,Detached,369410.0,372110.0,0,Yes,2,0-.25 Acres,1.01,227
2250346,CLOSED,4116 Cary Oaks Drive,Apex,27539,7/12/2019,Cary Oaks,1883,1991,3,2,1,Detached,284900.0,277500.0,34,Yes,1,.26-.5 Acres,0.97,34
2160755,CLOSED,1932 Kateland Drive,Apex,27502,6/11/2018,Stillwater,3146,2017,4,3,1,Detached,496990.0,496990.0,0,,2,.26-.5 Acres,1.0,210
2313864,CLOSED,2183 McKenzie Ridge Lane,Apex,27502,8/27/2020,McKenzie Ridge,2588,2017,4,3,0,Detached,409990.0,397000.0,0,Yes,2,0-.25 Acres,0.97,143
2128510,CLOSED,1318 Gloriosa Street,Apex,27523,6/15/2018,Sweetwater,3633,2017,4,4,0,Detached,545815.0,544925.0,0,Yes,3,0-.25 Acres,1.0,227
2242572,CLOSED,637 Brook Pine Trail,Apex,27523,6/20/2019,Greenmoor,2744,2019,4,3,1,Detached,409900.0,402000.0,0,Yes,2,0-.25 Acres,0.98,86
2160426,CLOSED,1028 Rolling Knoll Road,Apex,27523,1/5/2018,Not in a Subdivision,2802,2003,4,2,1,Detached,579900.0,579900.0,5,,2,3-5.9 Acres,1.0,153
2276593,CLOSED,2119 Gregor Overlook Lane,Apex,27502,12/6/2019,McKenzie Ridge,2588,2019,4,3,0,Detached,369990.0,369990.0,0,Yes,2,0-.25 Acres,1.0,143
2204322,CLOSED,1302 Chimney Hill Drive,Apex,27502,8/31/2018,Shepherds Vineyard,2179,1988,3,2,1,Detached,355900.0,350000.0,6,,1,.26-.5 Acres,0.98,200
2324287,CLOSED,2638 Iveysprings Court,Apex,27539,9/24/2020,The Park At West Lake,3917,2006,5,4,0,Detached,675000.0,665000.0,6,Yes,2,.26-.5 Acres,0.99,230
2272991,CLOSED,106 Burham Court,Apex,27502,10/9/2019,Greenbrier,1976,2002,3,2,0,Detached,315000.0,308000.0,33,Yes,2,0-.25 Acres,0.98,85
2240948,CLOSED,1048 Blackpool Court,Apex,27502,6/20/2019,Chelsea Run,2418,2018,3,2,1,Detached,434333.0,411920.0,90,Yes,2,0-.25 Acres,0.95,41
2235485,CLOSED,3924 Chapel Oak Drive,Apex,27502,3/27/2019,Covington,2926,2014,4,3,0,Detached,425000.0,417500.0,4,Yes,2,0-.25 Acres,0.98,46
2319522,CLOSED,413 Satinwood Drive,Apex,27502,7/22/2020,Surrey Meadows,1949,1994,3,2,1,Detached,339000.0,341000.0,16,Yes,2,0-.25 Acres,1.01,223
2284838,CLOSED,604 White Oak Pond Road,Apex,27523,12/31/2019,The Preserve at White Oak Creek,3777,2019,5,3,1,Detached,613796.0,600000.0,0,Yes,2,0-.25 Acres,0.98,232
2164090,CLOSED,2228 Stillness Pond Lane,Apex,27539,9/27/2018,Blaney Farms,3461,2017,4,4,0,Detached,462955.0,435000.0,0,Yes,2,.51-.75 Acres,0.94,16
2252686,CLOSED,1212 Gloriosa Street,Apex,27523,5/10/2019,Sweetwater,2308,2019,3,3,1,Detached,440175.0,440175.0,0,Yes,2,0-.25 Acres,1.0,227
2195216,CLOSED,8005 Everard Court,Apex,27539,7/16/2018,Bayfield Run,980,1989,3,1,0,Detached,189000.0,189000.0,1,No,2,.51-.75 Acres,1.0,8
2226923,CLOSED,205 Grand Helton Court,Apex,27502,1/15/2019,Perry Farms,1121,1993,3,2,0,Detached,216900.0,222000.0,5,No,0,0-.25 Acres,1.02,170
2311781,CLOSED,103 Chantilly Court,Apex,27502-8484,6/1/2020,Abbington,2443,2000,4,2,1,Detached,450000.0,440000.0,14,Yes,2,.26-.5 Acres,0.98,1
2192893,CLOSED,304 Hickory View Lane,Apex,27502-6599,7/16/2018,Scotts Mill,2515,1999,4,2,1,Detached,379900.0,382900.0,22,Yes,2,.26-.5 Acres,1.01,196
2215151,CLOSED,1922 Firenza Drive,Apex,27502,3/29/2019,Bella Casa,3011,2014,5,3,0,Detached,424900.0,416000.0,161,Yes,2,0-.25 Acres,0.98,11
2166858,CLOSED,2821 Walden Road,Apex,27502,7/9/2018,Bella Casa,3502,2017,5,4,1,Detached,644900.0,645000.0,0,Yes,2,.26-.5 Acres,1.0,11
2260559,CLOSED,1808 Beaudet Lane,Apex,27523,7/16/2019,Charleston Village,2641,2001,4,2,1,Detached,395000.0,400000.0,2,Yes,2,0-.25 Acres,1.01,40
2159624,CLOSED,113 Echo Creek Place,Apex,27539,2/28/2018,Woodcreek,3658,2014,4,3,1,Detached,460000.0,455000.0,89,Yes,2,.26-.5 Acres,0.99,270
2162137,CLOSED,4022 Reunion Creek Parkway,Apex,27539,9/20/2018,Reunion Pointe,2682,2017,4,2,1,Detached,399990.0,380000.0,0,Yes,2,0-.25 Acres,0.95,178
2184056,CLOSED,100 Bergen Avenue,Apex,27502,5/23/2018,Holland Crossing,1976,1999,3,2,1,Detached,289900.0,290000.0,6,Yes,2,.26-.5 Acres,1.0,104
2223383,CLOSED,2077 Amalfi Place,Apex,27502,12/19/2018,Bella Casa,3956,2018,6,5,2,Detached,784700.0,795782.0,0,Yes,3,0-.25 Acres,1.01,11
2341307,CLOSED,4813 Sunset Fairways Drive,Apex,27539,10/9/2020,Woodcreek,3751,2015,4,3,1,Detached,554900.0,556900.0,2,Yes,3,.26-.5 Acres,1.0,270
2158697,CLOSED,2661 Silver Bend Drive,Apex,27539,3/27/2018,Brighton Forest,2784,2012,4,3,0,Detached,429900.0,422500.0,107,Yes,3,.26-.5 Acres,0.98,21
2203778,CLOSED,3129 Beechcroft Lane,Apex,27502,3/13/2019,Saddlebrook,4000,2018,5,4,1,Detached,715900.0,700000.0,0,Yes,3,.26-.5 Acres,0.98,185
2238053,CLOSED,2006 Fitchburg Court,Apex,27523,4/1/2019,Walden Creek,2547,1997,4,2,1,Detached,385000.0,390000.0,3,Yes,2,0-.25 Acres,1.01,244
2263934,CLOSED,2021 Braeburn Drive,Apex,27539,9/27/2019,Senter Farm,3574,2019,4,4,0,Detached,549224.0,549224.0,0,Yes,3,.76-.99 Acres,1.0,199
2217383,CLOSED,2410 Castleburg Drive,Apex,27523,12/6/2018,Charleston Village,2538,2001,3,2,1,Detached,425000.0,400000.0,27,Yes,2,.51-.75 Acres,0.94,40
2164962,CLOSED,2905 Macbeth Lane,Apex,27502,5/23/2018,McKenzie Ridge,2103,2018,3,2,1,Detached,359126.0,361841.0,0,Yes,2,0-.25 Acres,1.01,143
2301555,CLOSED,7813 Littleman Lane,Apex,27539,3/20/2020,Summercrest,1767,1993,3,2,1,Detached,329999.0,330000.0,4,No,2,.51-.75 Acres,1.0,217
2283354,CLOSED,205 Forestcrest Court,Apex,27502-3892,12/19/2019,Scotts Mill,1412,2001,3,2,1,Detached,299000.0,294000.0,15,Yes,1,0-.25 Acres,0.98,196
2304325,CLOSED,3800 Hickory Manor Drive,Apex,27539,10/5/2020,Blaney Farms,3461,2015,4,3,1,Detached,499000.0,499000.0,137,Yes,2,.76-.99 Acres,1.0,16
