MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
2227182,CLOSED,2832 Thurrock Drive,Apex,27539-8659,2/1/2019,Amherst,1421,1989,3,2,0,Detached,219000.0,217500.0,5,Yes,0,0-.25 Acres,0.99,2
2221457,CLOSED,1157 St Cloud Loop,Apex,27523,6/27/2019,Woodhall,3126,2019,3,3,0,Detached,487140.0,502425.0,0,Yes,2,.26-.5 Acres,1.03,271
2227648,CLOSED,3732 Apple Grove Drive,Apex,27539,5/15/2019,Senter Farm,3574,2019,4,4,0,Detached,555959.0,562209.0,0,Yes,3,.76-.99 Acres,1.01,199
2304223,CLOSED,2008 Jerimouth Drive,Apex,27502,3/27/2020,Crocketts Ridge,2232,2000,4,2,1,Detached,350000.0,360000.0,2,,2,0-.25 Acres,1.03,52
2200808,CLOSED,2717 Cutleaf Drive,Apex,27539,8/14/2018,Brighton Forest,3023,2017,4,3,1,Detached,475000.0,475000.0,22,Yes,2,.26-.5 Acres,1.0,21
2211445,CLOSED,1015 Scotts Ridge Trail,Apex,27502,10/9/2018,Scotts Mill,1966,2002,3,2,1,Detached,349900.0,349900.0,5,Yes,1,0-.25 Acres,1.0,196
2278969,CLOSED,821 Pinewood Drive,Apex,27502,9/16/2019,Indian Trail,1508,1990,3,2,1,Detached,293600.0,293600.0,0,No,0,.26-.5 Acres,1.0,115
2238293,CLOSED,812 Homestead Park Drive,Apex,27502,4/17/2019,Homestead Park,1375,1999,3,2,1,Detached,249900.0,250000.0,19,Yes,0,0-.25 Acres,1.0,112
2300648,CLOSED,104 Highland Mist Circle,Apex,27539,4/28/2020,Sunset Pointe,3800,2013,4,3,1,Detached,450000.0,440000.0,36,Yes,2,0-.25 Acres,0.98,222
2283238,CLOSED,1907 Green Ford Lane,Apex,27502,12/6/2019,Waterford Green,1904,1994,4,2,1,Detached,325000.0,315000.0,39,Yes,2,0-.25 Acres,0.97,247
2184728,CLOSED,5304 Dutch Elm Drive,Apex,27539-4198,7/17/2018,Fair Oaks,3118,2003,4,2,1,Detached,405000.0,400000.0,60,Yes,2,.51-.75 Acres,0.99,72
2195119,CLOSED,1890 Flint Valley Lane,Apex,27502,8/30/2018,Salem Village,2557,2015,3,2,1,Detached,415000.0,412000.0,41,Yes,2,0-.25 Acres,0.99,187
2181558,CLOSED,2002 Fitchburg Court,Apex,27523,5/23/2018,Walden Creek,2227,1998,4,2,1,Detached,375000.0,375000.0,5,Yes,2,.26-.5 Acres,1.0,244
2178859,CLOSED,4220 Holly Stream Court,Apex,27539,4/9/2018,Cary Oaks,1584,1991,3,2,1,Detached,265000.0,270000.0,4,Yes,2,0-.25 Acres,1.02,34
2140549,CLOSED,2432 Balmoor Trace,Apex,27523,7/27/2018,Greenmoor,1775,2017,3,2,0,Detached,375900.0,368100.0,0,,2,0-.25 Acres,0.98,86
2250715,CLOSED,5305 Moneta Lane,Apex,27539-4155,6/7/2019,The Park At West Lake,2592,2012,4,3,0,Detached,364000.0,364000.0,3,Yes,2,0-.25 Acres,1.0,230
2245087,CLOSED,402 Averroe Drive,Apex,27502,4/30/2019,Greenbrier,1431,1998,3,2,0,Detached,268830.0,275000.0,3,Yes,2,0-.25 Acres,1.02,85
2304517,CLOSED,1406 Waterford Green Drive,Apex,27502,8/5/2020,Waterford Green,1946,1998,3,2,1,Detached,345000.0,332000.0,118,Yes,2,0-.25 Acres,0.96,247
2245316,CLOSED,716 Cambridge Hall Loop,Apex,27539-7110,5/23/2019,Churchill Estates,3810,2013,5,4,1,Detached,635000.0,638000.0,11,Yes,3,.26-.5 Acres,1.0,42
2202993,CLOSED,3808 Crooked Brook Trail,Apex,27539-6827,8/24/2018,Crooked Brook,3020,2001,4,3,1,Detached,405000.0,415000.0,4,Yes,2,1-2.9 Acres,1.02,54
2194650,CLOSED,707 Goldenview Acres Court,Apex,27502,5/17/2019,Goldenview,2095,2018,3,2,1,Detached,350700.0,352500.0,0,Yes,2,0-.25 Acres,1.01,81
2151818,CLOSED,2900 Murray Ridge Trail,Apex,27502,6/28/2018,McKenzie Ridge,2700,2018,4,3,0,Detached,394912.0,385420.0,0,Yes,2,0-.25 Acres,0.98,143
2300504,CLOSED,512 Pointe Grove Lane,Apex,27523,5/13/2020,Wayland Grove,3689,2020,5,4,0,Detached,490000.0,490000.0,0,Yes,2,0-.25 Acres,1.0,248
2199757,CLOSED,1524 Bicknor Drive,Apex,27502,1/29/2019,Saddlebrook,3618,2018,4,3,1,Detached,529900.0,520000.0,0,Yes,2,.26-.5 Acres,0.98,185
2255801,CLOSED,1005 Blackburn Road,Apex,27502,6/26/2019,Haddon Hall,3223,2012,4,2,1,Detached,450000.0,450000.0,0,,2,.26-.5 Acres,1.0,91
2198932,CLOSED,912 North York Court,Apex,27502,9/4/2018,Haddon Hall,3542,2002,5,3,0,Detached,469900.0,469900.0,5,Yes,2,0-.25 Acres,1.0,91
2249321,CLOSED,2011 Templeton Gap Drive,Apex,27523,6/27/2019,Charleston Village,2630,2000,4,2,1,Detached,409000.0,420000.0,3,Yes,2,0-.25 Acres,1.03,40
2315175,CLOSED,1753 Venezia Way,Apex,27502,6/26/2020,Bella Casa,3680,2013,6,4,0,Detached,569999.0,570000.0,4,Yes,2,0-.25 Acres,1.0,11
2196681,CLOSED,114 N Hughes Street,Apex,27502-1738,6/22/2018,Not in a Subdivision,1076,1901,2,1,0,Detached,205000.0,220000.0,1,No,0,0-.25 Acres,1.07,153
2252293,CLOSED,2221 Serene Lake Drive,Apex,27539-6257,7/16/2019,Blaney Farms,3662,2016,4,3,1,Detached,459900.0,457900.0,51,Yes,2,.51-.75 Acres,1.0,16
2328939,CLOSED,306 Magnolia Breeze Court,Apex,27502,8/27/2020,Scotts Mill,2292,2001,4,2,1,Detached,400000.0,395000.0,7,,2,0-.25 Acres,0.99,196
2167375,CLOSED,112 Bally Shannon Way,Apex,27539,3/26/2018,Scots Laurel,2466,2006,3,2,1,Detached,315000.0,311000.0,31,Yes,2,0-.25 Acres,0.99,194
2170689,CLOSED,934 Bay Bouquet Lane,Apex,27523,10/31/2018,Ellington Cove,2838,2018,4,3,0,Detached,460850.0,457000.0,0,Yes,2,0-.25 Acres,0.99,68
2314330,CLOSED,104 Buxtonwood Place,Apex,27539,7/8/2020,Woodcreek,2562,2011,3,2,1,Detached,389000.0,385000.0,39,Yes,2,0-.25 Acres,0.99,270
2277728,CLOSED,1229 Russet Lane,Apex,27523,10/31/2019,Sweetwater,2093,2018,3,2,1,Detached,350000.0,352500.0,25,Yes,2,0-.25 Acres,1.01,227
2219859,CLOSED,2638 Rambling Creek Road,Apex,27523,12/19/2018,The Preserve at White Oak Creek,2713,2018,4,3,0,Detached,424524.0,420000.0,0,Yes,2,0-.25 Acres,0.99,232
2205274,CLOSED,1348 Kirkstone Way,Apex,27502,11/19/2018,Middleton,3522,2018,5,3,0,Detached,573460.0,570420.0,0,Yes,2,0-.25 Acres,0.99,146
2233440,CLOSED,301 New Timber Path,Apex,27502,2/26/2019,Hollands Crossing,2067,2000,4,2,1,Detached,325000.0,323000.0,2,Yes,2,0-.25 Acres,0.99,108
2316953,CLOSED,102 Breezemere Court,Apex,27502,7/9/2020,Homestead Park,1255,1998,3,2,0,Detached,265000.0,255000.0,35,Yes,1,0-.25 Acres,0.96,112
2226565,CLOSED,412 Brierley Drive,Apex,27520,5/6/2019,Middleton,4160,2018,5,4,1,Detached,750850.0,751774.0,0,,3,.26-.5 Acres,1.0,146
2172686,CLOSED,105 Apple Branch Court,Apex,27539,5/18/2018,West Lake,3064,2009,4,2,1,Detached,369000.0,357000.0,63,Yes,2,0-.25 Acres,0.97,253
2334561,CLOSED,2201 Fawkes Creek Court,Apex,27539,9/16/2020,Blaney Farms,3537,2017,4,3,1,Detached,599999.0,599900.0,4,Yes,2,.76-.99 Acres,1.0,16
2178486,CLOSED,4056 Truelove Drive,Apex,27539,4/30/2018,The Park at Langston,2800,2013,5,3,0,Detached,350000.0,361000.0,6,Yes,2,0-.25 Acres,1.03,231
2295494,CLOSED,1007 Dual Parks Road,Apex,27502,2/21/2020,Bradley Park,1200,2002,3,2,0,Detached,247500.0,242000.0,12,Yes,1,0-.25 Acres,0.98,17
2250580,CLOSED,2003 Templeton Gap Drive,Apex,27502,6/20/2019,Charleston Village,2374,2001,5,2,1,Detached,400000.0,410000.0,3,,2,0-.25 Acres,1.03,40
2306500,CLOSED,2958 Thirlestane Drive,Apex,27502,5/15/2020,Buckhorn Preserve,3297,2020,4,4,0,Detached,414990.0,410000.0,0,Yes,2,0-.25 Acres,0.99,27
2260437,CLOSED,811 Bristol Blue Street,Apex,27502,7/31/2019,Amherst,1783,1998,3,2,1,Detached,294900.0,297000.0,14,Yes,2,0-.25 Acres,1.01,2
2255430,CLOSED,108 Cypress View Way,Apex,27502,7/12/2019,Scotts Mill,2505,2000,4,2,1,Detached,415000.0,420000.0,4,Yes,2,.51-.75 Acres,1.01,196
2248289,CLOSED,2033 Tordelo Place,Apex,27502,7/1/2019,Bella Casa,2992,2013,4,2,1,Detached,435000.0,437000.0,7,Yes,2,0-.25 Acres,1.0,11
2135172,CLOSED,1241 Brown Velvet Lane,Apex,27523,5/25/2018,Sweetwater,2389,2017,4,3,1,Detached,345670.0,351150.0,0,Yes,2,0-.25 Acres,1.02,227
2241969,CLOSED,2832 Glastonbury Road,Apex,27539,4/12/2019,Amherst,1265,1998,3,2,0,Detached,215000.0,218000.0,0,Yes,0,0-.25 Acres,1.01,2
2262472,CLOSED,4308 White Trillium Lane,Apex,27539-8744,7/31/2019,Brighton Forest,2751,2009,3,3,0,Detached,424900.0,430000.0,4,Yes,2,0-.25 Acres,1.01,21
2165683,CLOSED,919 Olive Street,Apex,27502,8/29/2018,Not in a Subdivision,2236,2018,4,3,1,Detached,359900.0,350000.0,0,No,1,0-.25 Acres,0.97,153
2122525,CLOSED,3032 Curling Creek Drive,Apex,27502,2/22/2018,Stillwater,2881,2017,4,3,0,Detached,424990.0,424990.0,0,Yes,2,0-.25 Acres,1.0,210
2295851,CLOSED,1225 Watcher Way,Apex,27502,4/23/2020,Deer Creek,2596,2020,5,3,0,Detached,412844.0,412170.0,0,Yes,2,0-.25 Acres,1.0,59
2308140,CLOSED,509 Germaine Street,Apex,27502,4/30/2020,Germaine Village,2541,2017,3,2,1,Detached,389900.0,386000.0,20,Yes,1,0-.25 Acres,0.99,78
2289163,CLOSED,187 Annabelle Branch Lane,Apex,27523,4/29/2020,Weddington,4642,2020,5,5,0,Detached,762918.0,759470.0,0,Yes,2,0-.25 Acres,1.0,250
2280931,CLOSED,7424 Bedford Ridge Drive,Apex,27539-4164,12/20/2019,The Park At West Lake,2245,2012,3,2,1,Detached,342000.0,340000.0,30,Yes,2,0-.25 Acres,0.99,230
2140800,CLOSED,2163 McKenzie Ridge Lane,Apex,27502,10/31/2018,McKenzie Ridge,2278,2018,3,2,1,Detached,369000.0,360000.0,0,Yes,2,0-.25 Acres,0.98,143
2267562,CLOSED,1018 Shackleton Road,Apex,27502,8/23/2019,Bradley Park,1271,2004,3,2,0,Detached,235000.0,245000.0,2,Yes,1,0-.25 Acres,1.04,17
2249106,CLOSED,1005 Celandine Drive,Apex,27502-4163,5/29/2019,Beckett Crossing,3684,2003,4,2,1,Detached,440000.0,440000.0,2,Yes,2,.26-.5 Acres,1.0,10
2151531,CLOSED,1008 Daresbury Drive,Apex,27502,3/8/2018,Whitehall Manor,1966,2001,4,2,1,Detached,300000.0,297000.0,113,Yes,2,0-.25 Acres,0.99,262
2161605,CLOSED,2774 Willow Rock Lane,Apex,27523,5/23/2019,Green Level Estates,4397,2018,6,5,1,Detached,700000.0,677000.0,0,Yes,3,.26-.5 Acres,0.97,82
2272448,CLOSED,123 Grantham House Way,Apex,27523,1/3/2020,Weddington,4011,2019,4,3,1,Detached,634520.0,634520.0,0,,2,0-.25 Acres,1.0,250
2171444,CLOSED,508 Westbury Hill Lane,Apex,27539,5/2/2018,Churchill Estates,4430,2007,6,5,0,Detached,609000.0,600000.0,52,Yes,3,.26-.5 Acres,0.99,42
2344393,CLOSED,140 Bally Shannon Way,Apex,27539,10/23/2020,Scots Laurel,2233,2006,4,2,1,Detached,345000.0,343000.0,1,Yes,2,0-.25 Acres,0.99,194
2190483,CLOSED,2005 Baffins Bay Path,Apex,27523,7/13/2018,Walden Creek,2723,2000,4,2,1,Detached,394900.0,385000.0,27,Yes,2,.26-.5 Acres,0.97,244
2224094,CLOSED,602 Brickstone Drive,Apex,27502,12/31/2018,Greenbrier,1708,2000,3,2,0,Detached,285000.0,285000.0,22,,2,0-.25 Acres,1.0,85
2220992,CLOSED,2986 Farmhouse Drive,Apex,27502,5/29/2019,Smith Farm,3171,2019,5,4,0,Detached,496570.0,496570.0,0,Yes,2,0-.25 Acres,1.0,203
2339618,CLOSED,2104 Frissell Avenue,Apex,27502,9/21/2020,Crocketts Ridge,1884,2001,3,2,1,Detached,335000.0,340000.0,5,Yes,2,0-.25 Acres,1.01,52
2297239,CLOSED,704 White Oak Pond Road,Apex,27523,8/27/2020,The Preserve at White Oak Creek,2928,2020,5,4,0,Detached,484914.0,478000.0,0,Yes,2,0-.25 Acres,0.99,232
2325525,CLOSED,8440 Rhodes Road,Apex,27539,7/21/2020,Washington Homes,1375,2020,3,2,0,Detached,279900.0,285000.0,0,No,1,.76-.99 Acres,1.02,245
2330693,CLOSED,1715 Minley Way,Apex,27502,8/31/2020,Salem Village,3932,2017,5,4,1,Detached,650000.0,668000.0,3,Yes,3,.26-.5 Acres,1.03,187
2292278,CLOSED,2009 Braeburn Drive,Apex,27539,4/29/2020,Senter Farm,4420,2019,4,4,0,Detached,595019.0,607239.0,0,Yes,3,.51-.75 Acres,1.02,199
2241200,CLOSED,1497 Rowboat Road,Apex,27502,6/27/2019,Smith Farm,2836,2019,5,3,0,Detached,488510.0,485000.0,0,Yes,2,0-.25 Acres,0.99,203
2191554,CLOSED,2202 Good Shepherd Way,Apex,27523,6/29/2018,Walden Creek,2891,2000,4,2,1,Detached,399000.0,410000.0,8,Yes,2,0-.25 Acres,1.03,244
2314488,CLOSED,1545 Tinos Overlook Way,Apex,27502,8/7/2020,Arcadia West,3016,2020,5,3,0,Detached,456275.0,440000.0,0,Yes,2,0-.25 Acres,0.96,5
2196250,CLOSED,4046 Reunion Creek Parkway,Apex,27539,11/30/2018,Reunion Pointe,2682,2018,5,3,0,Detached,369990.0,350000.0,0,Yes,2,0-.25 Acres,0.95,178
2295782,CLOSED,3400 Lovage Drive,Apex,27502,4/9/2020,Deer Creek,2596,2020,5,3,0,Detached,409835.0,401335.0,0,Yes,2,0-.25 Acres,0.98,59
2249633,CLOSED,2155 McKenzie Ridge Lane,Apex,27502-6629,6/18/2019,McKenzie Ridge,2083,2018,3,2,1,Detached,350000.0,345000.0,21,Yes,2,0-.25 Acres,0.99,143
2211512,CLOSED,1352 Kirkstone Way,Apex,27502,12/28/2018,Middleton,2936,2018,5,4,0,Detached,516529.0,516529.0,0,Yes,2,0-.25 Acres,1.0,146
2221315,CLOSED,9117 Holly Springs Road,Apex,27539,3/1/2019,Surry Point,1488,1981,3,2,0,Detached,254500.0,250000.0,75,,0,.51-.75 Acres,0.98,224
2264496,CLOSED,404 Tintern Lane,Apex,27502,1/29/2020,Middleton,4099,2019,5,4,1,Detached,655000.0,655000.0,0,Yes,3,0-.25 Acres,1.0,146
2301571,CLOSED,2918 Malvina Terrace,Apex,27502,4/15/2020,McKenzie Ridge,2151,2020,3,2,1,Detached,350990.0,343000.0,0,Yes,2,0-.25 Acres,0.98,143
2263961,CLOSED,1106 Kissena Lane,Apex,27502,9/27/2019,Perry Farms,2250,2003,3,2,0,Detached,300000.0,296500.0,36,No,2,0-.25 Acres,0.99,170
2194567,CLOSED,1949 Metta Mill Lane,Apex,27502,4/30/2019,Woodall Estates,3454,2019,5,4,0,Detached,474990.0,474990.0,0,Yes,2,0-.25 Acres,1.0,267
2273990,CLOSED,1603 Kelvington Place,Apex,27502,10/1/2019,Pearson Farms,2065,1999,3,2,1,Detached,338000.0,345000.0,2,Yes,2,.26-.5 Acres,1.02,167
2236594,CLOSED,2591 Spurwood Court,Apex,27502,4/30/2019,Stratford at Abbington,3538,2007,4,3,1,Detached,619900.0,605000.0,44,Yes,3,.26-.5 Acres,0.98,213
2163479,CLOSED,4325 Belnap Drive,Apex,27539,7/30/2018,Hillcrest,2705,1996,4,2,1,Detached,429900.0,418000.0,9,,4,.51-.75 Acres,0.97,103
2190339,CLOSED,2429 Balmoor Trace,Apex,27523,8/30/2018,Greenmoor,3341,2018,4,3,1,Detached,510180.0,510000.0,0,Yes,2,0-.25 Acres,1.0,86
2284185,CLOSED,325 Quiet Rock Drive,Apex,27523,6/16/2020,Woodhall,2272,2020,2,2,1,Detached,591956.0,591956.0,0,Yes,2,.26-.5 Acres,1.0,271
2299427,CLOSED,4717 Lockley Road,Apex,27539,7/24/2020,Woodcreek,3753,2014,5,5,0,Detached,579000.0,579000.0,95,Yes,2,.26-.5 Acres,1.0,270
2295906,CLOSED,207 October Glory Drive,Apex,27539-9004,2/25/2020,Miramonte,2592,2005,4,2,1,Detached,359000.0,360000.0,14,Yes,2,0-.25 Acres,1.0,148
2281343,CLOSED,4005 Gumleaf Drive,Apex,27539,12/2/2019,Hallmark,2676,1990,3,2,1,Detached,399000.0,385000.0,18,No,2,.76-.99 Acres,0.96,93
2246768,CLOSED,1224 Gloriosa Street,Apex,27523,4/17/2019,Sweetwater,3220,2019,5,4,0,Detached,501835.0,501835.0,0,Yes,2,0-.25 Acres,1.0,227
2222006,CLOSED,1000 Bramhall Court,Apex,27502-2224,3/20/2019,Whitehall Manor,2032,2002,3,2,1,Detached,322000.0,318000.0,113,,2,0-.25 Acres,0.99,262
2321187,CLOSED,113 Buttermilk Way,Apex,27502,8/4/2020,Hollands Crossing,2083,2001,3,2,1,Detached,324900.0,325000.0,14,Yes,2,0-.25 Acres,1.0,108
2270403,CLOSED,2206 Lilyford Lane,Apex,27502-6267,9/25/2019,Waterford Green,2440,1995,4,2,1,Detached,359000.0,350000.0,13,Yes,2,0-.25 Acres,0.97,247
2122507,CLOSED,2945 Kenna Creek Bend,Apex,27502,4/27/2018,McKenzie Ridge,4434,2017,5,4,1,Detached,608040.0,608040.0,0,Yes,2,0-.25 Acres,1.0,143
2339713,CLOSED,1007 Santa Rosa Drive,Apex,27502,10/9/2020,Surrey Meadows,1935,1996,3,2,1,Detached,345000.0,357000.0,1,Yes,2,0-.25 Acres,1.03,223
2309494,CLOSED,2953 Baronial Street,Apex,27502,1/9/2020,Buckhorn Preserve,2561,2020,4,3,0,Detached,406780.0,406780.0,0,Yes,2,0-.25 Acres,1.0,27
2172103,CLOSED,109 Capri Drive,Apex,27539,2/6/2018,Tuscany,3000,2013,4,3,1,Detached,449900.0,435000.0,5,Yes,2,0-.25 Acres,0.97,238
2306973,CLOSED,4349 Buckley Drive,Apex,27539,3/31/2020,Stonewood Manor,3396,2020,3,4,1,Detached,594198.0,594198.0,0,Yes,3,.76-.99 Acres,1.0,212
2265094,CLOSED,103 Woolard Way,Apex,27502,11/26/2019,Hollands Crossing,2085,2000,3,2,1,Detached,329900.0,327000.0,104,Yes,2,0-.25 Acres,0.99,108
2193381,CLOSED,5729 Carriagehouse Court,Apex,27539-9798,11/14/2018,Carriage Village,1634,1989,3,2,0,Detached,264997.0,255900.0,131,,0,1-2.9 Acres,0.97,33
2208361,CLOSED,320 Glaston Court,Apex,27502,9/20/2018,Perry Hills,1222,2000,3,2,0,Detached,210000.0,220000.0,5,Yes,1,0-.25 Acres,1.05,171
2220292,CLOSED,220 Homegate Circle,Apex,27502,12/7/2018,Scotts Mill,1413,2004,3,2,0,Detached,298000.0,302000.0,1,Yes,2,0-.25 Acres,1.01,196
2250277,CLOSED,1200 Shackleton Road,Apex,27502,6/10/2019,Lexington Farm,2246,1995,4,2,0,Detached,275000.0,277000.0,2,Yes,2,.26-.5 Acres,1.01,135
2149875,CLOSED,955 Tender Drive,Apex,27502,1/12/2018,The Villages of Apex,2314,2011,3,3,0,Detached,390000.0,380000.0,79,Yes,2,0-.25 Acres,0.97,234
2246682,CLOSED,2438 Pilsley Road,Apex,27539,5/6/2019,Pemberley,2080,2013,4,2,1,Detached,339500.0,343000.0,1,Yes,2,0-.25 Acres,1.01,169
2251055,CLOSED,509 Vintage Grove Lane,Apex,27502,5/23/2019,Surrey Meadows,1947,1994,4,2,1,Detached,338000.0,345500.0,1,Yes,2,0-.25 Acres,1.02,223
2303874,CLOSED,412 Hillcrest Road,Apex,27502,7/31/2020,Not in a Subdivision,4038,2004,4,3,1,Detached,599900.0,579000.0,112,No,3,.26-.5 Acres,0.97,153
2219295,CLOSED,4009 Gumleaf Drive,Apex,27539,11/30/2018,Hallmark,2782,1989,3,2,1,Detached,399900.0,395000.0,5,Yes,2,1-2.9 Acres,0.99,93
2288926,CLOSED,2893 Farmhouse Drive,Apex,27502,1/24/2020,Smith Farm,3342,2020,5,4,0,Detached,504585.0,496000.0,0,Yes,2,0-.25 Acres,0.98,203
2243252,CLOSED,2001 Keokuk Court,Apex,27523,6/14/2019,Charleston Village,1536,1997,3,2,0,Detached,310000.0,305000.0,0,,2,.26-.5 Acres,0.98,40
2250554,CLOSED,401 Hasbrouck Drive,Apex,27523,6/7/2019,Montclair,3220,2000,4,2,1,Detached,465000.0,468500.0,3,Yes,2,.26-.5 Acres,1.01,149
2287386,CLOSED,1072 St Cloud Loop,Apex,27523,5/27/2020,Woodhall,2080,2020,2,2,0,Detached,501758.0,501758.0,0,Yes,2,.26-.5 Acres,1.0,271
2149218,CLOSED,1909 Metta Mill Lane,Apex,27502,5/14/2018,Woodall Estates,3420,2017,5,4,0,Detached,532944.0,532944.0,0,,2,0-.25 Acres,1.0,267
2233846,CLOSED,1922 Battlewood Road,Apex,27523,2/21/2019,Charleston Village,1898,1997,3,2,0,Detached,335000.0,335000.0,0,Yes,2,0-.25 Acres,1.0,40
2203583,CLOSED,2006 W Sterlington Place,Apex,27502,8/20/2018,Sterling at Buckingham,2331,1994,3,2,1,Detached,395000.0,415000.0,3,Yes,2,1-2.9 Acres,1.05,209
2169811,CLOSED,2625 Flora View Court,Apex,27502,5/6/2019,Madison,3120,2018,5,4,0,Detached,500000.0,495000.0,0,Yes,2,0-.25 Acres,0.99,140
2273637,CLOSED,122 Annabelle Branch Lane,Apex,27523,2/14/2020,Weddington,4288,2019,5,4,1,Detached,649900.0,635000.0,0,Yes,2,0-.25 Acres,0.98,250
2219101,CLOSED,1220 Dalgarven Drive,Apex,27502,12/13/2018,Cameron Park,3701,2004,5,3,1,Detached,450000.0,435000.0,31,Yes,2,0-.25 Acres,0.97,31
2277764,CLOSED,3905 Perney Court,Apex,27539-6304,10/21/2019,Holly Brook,1721,1993,3,2,0,Detached,290000.0,292000.0,8,Yes,2,0-.25 Acres,1.01,109
2181740,CLOSED,1164 St Cloud Loop,Apex,27523,11/1/2018,Woodhall,3126,2018,3,3,0,Detached,537000.0,545443.0,0,Yes,3,.26-.5 Acres,1.02,271
2246520,CLOSED,1992 Baldhead Island Drive,Apex,27502,6/4/2019,Bella Casa,2378,2014,4,2,1,Detached,380000.0,380000.0,10,Yes,2,0-.25 Acres,1.0,11
2176277,CLOSED,1324 Gilwood Drive,Apex,27502,10/26/2018,Middleton,2936,2018,5,4,0,Detached,469000.0,464000.0,0,Yes,2,0-.25 Acres,0.99,146
2270987,CLOSED,2961 Baronial Street,Apex,27502,11/27/2019,Buckhorn Preserve,2702,2019,4,3,0,Detached,399990.0,387500.0,0,Yes,2,0-.25 Acres,0.97,27
2241603,CLOSED,3528 Willow Green Drive,Apex,27502,3/25/2019,Stillwater,4512,2019,5,4,1,Detached,594544.0,597299.0,0,Yes,2,.26-.5 Acres,1.0,210
2169691,CLOSED,1401 Fairfax Woods Drive,Apex,27502,3/26/2018,Beckett Crossing,4505,2005,5,3,1,Detached,459900.0,460000.0,20,,2,.26-.5 Acres,1.0,10
2261762,CLOSED,1203 Brown Velvet Lane,Apex,27523,9/4/2019,Sweetwater,2155,2018,3,2,2,Detached,349900.0,347000.0,37,Yes,2,0-.25 Acres,0.99,227
2264796,CLOSED,3280 Wishing Well Wynd,Apex,27502,1/22/2020,Smith Farm,2471,2019,4,3,0,Detached,367065.0,367065.0,0,Yes,2,0-.25 Acres,1.0,203
2187364,CLOSED,3816 Perney Court,Apex,27539,5/15/2018,Hallmark West,2681,1994,4,2,1,Detached,320000.0,287000.0,4,,2,.76-.99 Acres,0.9,94
2292087,CLOSED,1343 Brown Velvet Lane,Apex,27523,4/17/2020,Sweetwater,2115,2020,3,2,2,Detached,339915.0,339915.0,0,Yes,1,0-.25 Acres,1.0,227
2238810,CLOSED,3013 Sawyers Mill Drive,Apex,27359,4/1/2019,Sawyers Mill,2325,2004,4,2,1,Detached,299900.0,300000.0,1,,2,0-.25 Acres,1.0,193
2301400,CLOSED,2300 Cider Crest Court,Apex,27539,9/30/2020,Senter Farm,3631,2020,4,3,1,Detached,566459.0,593289.0,0,Yes,3,.51-.75 Acres,1.05,199
2176867,CLOSED,2804 Brighton Forest Drive,Apex,27539,6/14/2018,Brighton Forest,3282,2015,4,3,1,Detached,500000.0,492500.0,59,Yes,3,.26-.5 Acres,0.99,21
2158846,CLOSED,108 W Ferrell Road,Apex,27523,3/7/2019,Woodhall,2952,2018,4,3,0,Detached,461185.0,481587.0,0,Yes,2,.26-.5 Acres,1.04,271
2340615,CLOSED,3032 Kildaire Dairy Way,Apex,27539,8/29/2020,The Courtyards at Kildaire Farms,2114,2020,3,2,0,Detached,518753.0,518753.0,0,Yes,2,0-.25 Acres,1.0,229
2324403,CLOSED,401 October Glory Lane,Apex,27539,7/30/2020,Miramonte,2643,2006,4,2,1,Detached,373900.0,375000.0,1,,2,0-.25 Acres,1.0,148
2172095,CLOSED,8305 Bells Lake Road,Apex,27539,4/5/2018,Not in a Subdivision,1742,1974,3,1,2,Detached,199000.0,198000.0,20,No,1,.51-.75 Acres,0.99,153
2313769,CLOSED,3518 Barn Road,Apex,27502,9/11/2020,Deer Creek,2063,2020,3,2,1,Detached,379435.0,379470.0,0,Yes,2,0-.25 Acres,1.0,59
2308936,CLOSED,7013 Dayton Ridge Drive,Apex,27539,6/30/2020,The Park At West Lake,1736,2008,3,2,1,Detached,310000.0,299900.0,40,Yes,2,0-.25 Acres,0.97,230
2285635,CLOSED,2713 Glastonbury Road,Apex,27539,12/5/2019,Amherst,1263,1999,3,2,0,Detached,222500.0,222500.0,2,Yes,0,0-.25 Acres,1.0,2
2171957,CLOSED,120 W Ferrell Road,Apex,27523,11/16/2018,Woodhall,3126,2018,3,3,0,Detached,518000.0,520707.0,0,Yes,2,.26-.5 Acres,1.01,271
2322498,CLOSED,2423 Bingley Court,Apex,27539,7/2/2020,Pemberley,2172,2014,4,3,1,Detached,369850.0,372000.0,4,Yes,2,0-.25 Acres,1.01,169
2317140,CLOSED,3249 Wishing Well Wynd,Apex,27502,8/20/2020,Smith Farm,3242,2020,5,4,0,Detached,568795.0,555000.0,0,Yes,2,0-.25 Acres,0.98,203
2302666,CLOSED,4008 Glenwell Court,Apex,27539,4/6/2020,West Glen Estates,3319,2013,3,3,1,Detached,529000.0,529000.0,3,Yes,2,1-2.9 Acres,1.0,252
2321013,CLOSED,216 Hidden Stream Drive,Apex,27539,6/30/2020,Woodcreek,3856,2009,4,3,1,Detached,495000.0,495000.0,3,Yes,2,0-.25 Acres,1.0,270
