,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,State,Full_Address,Lat,Lng
0,2307699,CLOSED,472 NC 751 Highway,Apex,27523,9/28/2020,Not in a Subdivision,"1,480",1989,2,2,0,Detached,"$150,000.00",$1.00,111,,0,1-2.9 Acres,0.0,NC,"472 NC 751 Highway,Apex,NC,27523",35.7476388,-78.9527545
1,2198042,CLOSED,5520 Bobbitt Road,Apex,27539,8/29/2018,Not in a Subdivision,640,1962,2,0,0,Detached,"$59,000.00","$59,000.00",62,,0,0-.25 Acres,1.0,NC,"5520 Bobbitt Road,Apex,NC,27539",35.6961165,-78.83254629999999
2,2177583,CLOSED,5524 Bobbitt Road,Apex,27539,5/9/2018,Not in a Subdivision,"1,083",1953,2,1,0,Detached,"$75,000.00","$92,000.00",2,No,0,.51-.75 Acres,1.23,NC,"5524 Bobbitt Road,Apex,NC,27539",35.696222,-78.8331104
3,2194561,CLOSED,106 N Bellhaven Drive,Apex,27539,7/6/2018,Not in a Subdivision,"1,344",1997,3,2,0,Detached,"$84,500.00","$100,000.00",16,No,1,.26-.5 Acres,1.18,NC,"106 N Bellhaven Drive,Apex,NC,27539",35.668266,-78.791703
4,2197718,CLOSED,8325 Rhodes Road,Apex,27603,9/27/2018,Washington Homes,480,1960,2,1,0,Detached,"$109,500.00","$105,000.00",49,,0,1-2.9 Acres,0.96,NC,"8325 Rhodes Road,Apex,NC,27603",35.6643147,-78.739318
5,2228236,CLOSED,304 S Hughes Street,Apex,27502,1/8/2019,Not in a Subdivision,964,1948,1,1,0,Detached,"$105,000.00","$105,000.00",0,,0,0-.25 Acres,1.0,NC,"304 S Hughes Street,Apex,NC,27502",35.7273667,-78.8510818
6,2217507,CLOSED,2700 Optimist Farm Road,Apex,27539-8605,1/18/2019,Not in a Subdivision,"1,143",1910,2,1,0,Detached,"$125,000.00","$110,000.00",38,No,0,1-2.9 Acres,0.88,NC,"2700 Optimist Farm Road,Apex,NC,27539-8605",35.6593892,-78.7276596
7,2262785,CLOSED,410 Second Street,Apex,27502,7/30/2019,Not in a Subdivision,589,1970,2,1,0,Detached,"$120,000.00","$113,000.00",6,No,0,0-.25 Acres,0.94,NC,"410 Second Street,Apex,NC,27502",35.7274874,-78.8569979
8,2285562,CLOSED,201 West Street,Apex,27502,11/22/2019,Not in a Subdivision,"1,461",1947,2,1,0,Detached,"$124,900.00","$115,000.00",14,,0,0-.25 Acres,0.92,NC,"201 West Street,Apex,NC,27502",35.7257518,-78.85690939999999
9,2294449,CLOSED,5112 Sunset Lake Road,Apex,27539,1/24/2020,Not in a Subdivision,"1,540",1960,3,2,0,Detached,"$125,000.00","$117,000.00",8,,0,.51-.75 Acres,0.94,NC,"5112 Sunset Lake Road,Apex,NC,27539",35.6699371,-78.8013398
10,2178551,CLOSED,5807 Old Smithfield Road,Apex,27539,5/11/2018,Sunset Park,780,1957,2,1,0,Detached,"$129,000.00","$129,000.00",0,,0,0-.25 Acres,1.0,NC,"5807 Old Smithfield Road,Apex,NC,27539",35.6835506,-78.8364284
11,2301024,CLOSED,5525 Bobbitt Road,Apex,27539-7288,5/7/2020,Not in a Subdivision,665,1964,2,1,0,Detached,"$150,000.00","$137,500.00",18,,0,.51-.75 Acres,0.92,NC,"5525 Bobbitt Road,Apex,NC,27539-7288",35.6957604,-78.8331496
12,2165689,CLOSED,8724 Stephenson Road,Apex,27539,1/19/2018,Saponi Hills,"1,008",1983,3,1,1,Detached,"$140,000.00","$140,000.00",4,,2,.51-.75 Acres,1.0,NC,"8724 Stephenson Road,Apex,NC,27539",35.6827252,-78.8083652
13,2188347,CLOSED,204 West Street,Apex,27502,6/7/2018,Not in a Subdivision,"1,010",1935,3,1,0,Detached,"$147,500.00","$145,000.00",3,No,0,0-.25 Acres,0.98,NC,"204 West Street,Apex,NC,27502",35.7260384,-78.8568209
14,2313621,CLOSED,419 Second Street,Apex,27502-2045,7/27/2020,Not in a Subdivision,610,1962,2,1,0,Detached,"$125,000.00","$145,282.00",52,,0,.26-.5 Acres,1.16,NC,"419 Second Street,Apex,NC,27502-2045",35.7270376,-78.85668989999999
15,2264899,CLOSED,113 West Street,Apex,27502-2054,7/19/2019,Not in a Subdivision,"1,125",1948,3,2,0,Detached,"$145,000.00","$147,000.00",1,,0,0-.25 Acres,1.01,NC,"113 West Street,Apex,NC,27502-2054",35.7255965,-78.8565998
16,2275143,CLOSED,419 Ashley Road,Apex,27539,10/16/2019,Fairview Woods,"1,870",1999,3,2,1,Detached,"$138,000.00","$153,000.00",18,No,0,.76-.99 Acres,1.11,NC,"419 Ashley Road,Apex,NC,27539",35.670173,-78.78633599999999
17,2173757,CLOSED,2760 Brantley Drive,Apex,27539,3/20/2018,Belmont Estates,"1,009",1980,3,1,1,Detached,"$145,000.00","$155,000.00",2,,0,.51-.75 Acres,1.07,NC,"2760 Brantley Drive,Apex,NC,27539",35.6512289,-78.7248362
18,2224878,CLOSED,2737 Brantley Drive,Apex,27539-9707,12/17/2018,Belmont Estates,"1,421",1981,3,1,1,Detached,"$165,000.00","$160,000.00",3,,1,.51-.75 Acres,0.97,NC,"2737 Brantley Drive,Apex,NC,27539-9707",35.6519787,-78.72563339999999
19,2165275,CLOSED,8000 Baybark Circle,Apex,27539,2/1/2018,Bayfield Run,"1,000",1991,3,1,0,Detached,"$155,000.00","$160,000.00",7,No,0,.51-.75 Acres,1.03,NC,"8000 Baybark Circle,Apex,NC,27539",35.6752279,-78.7307696
20,2179346,CLOSED,3033 Evans Road,Apex,27502,3/29/2018,Not in a Subdivision,"1,456",1960,3,1,1,Detached,"$164,000.00","$163,725.00",0,No,1,.26-.5 Acres,1.0,NC,"3033 Evans Road,Apex,NC,27502",35.7018596,-78.90533010000001
21,2237534,CLOSED,625 Tingen Road,Apex,27502,4/23/2019,Not in a Subdivision,984,1960,2,1,0,Detached,"$165,000.00","$165,000.00",5,No,0,1-2.9 Acres,1.0,NC,"625 Tingen Road,Apex,NC,27502",35.7232858,-78.8553171
22,2168908,CLOSED,1521 Salem Church Road,Apex,27523,6/29/2018,Not in a Subdivision,"1,372",1881,2,1,0,Detached,"$179,990.00","$170,000.00",4,No,0,1-2.9 Acres,0.94,NC,"1521 Salem Church Road,Apex,NC,27523",35.7597182,-78.8369938
23,2311101,CLOSED,2624 Brad Court,Apex,27539-9739,6/9/2020,Belmont Estates,"1,006",1980,3,1,0,Detached,"$175,000.00","$172,000.00",13,,0,.51-.75 Acres,0.98,NC,"2624 Brad Court,Apex,NC,27539-9739",35.65327,-78.72481739999999
24,2315864,CLOSED,2224 E Williams Street,Apex,27539,9/29/2020,Feldersville,912,1972,3,1,0,Detached,"$175,000.00","$175,000.00",16,,0,.26-.5 Acres,1.0,NC,"2224 E Williams Street,Apex,NC,27539",35.6853373,-78.8343491
25,2142297,CLOSED,4720 Edwards Drive,Apex,27539,1/23/2018,Not in a Subdivision,"2,092",1979,3,2,1,Detached,"$200,000.00","$175,000.00",123,,2,.26-.5 Acres,0.88,NC,"4720 Edwards Drive,Apex,NC,27539",35.6764215,-78.80610709999999
26,2265675,CLOSED,2613 Brad Court,Apex,27539,7/24/2019,Belmont Estates,"1,038",1981,3,1,1,Detached,"$179,900.00","$179,900.00",3,No,0,.51-.75 Acres,1.0,NC,"2613 Brad Court,Apex,NC,27539",35.6536514,-78.7268292
27,2177717,CLOSED,757 Marthas Chapel Road,Apex,27523,5/23/2018,Not in a Subdivision,"1,330",1971,3,1,0,Detached,"$200,000.00","$180,000.00",35,No,0,1-2.9 Acres,0.9,NC,"757 Marthas Chapel Road,Apex,NC,27523",35.790303,-78.99693169999999
28,2293572,CLOSED,2028 Englewood Drive,Apex,27539,1/7/2020,Englewood Forest,"1,079",1979,3,2,0,Detached,"$179,900.00","$180,000.00",4,,1,.26-.5 Acres,1.0,NC,"2028 Englewood Drive,Apex,NC,27539",35.6905525,-78.7491706
29,2254034,CLOSED,5605 Buffkin Court,Apex,27539,7/1/2019,Gypsy Woods,"1,058",1986,2,2,0,Detached,"$195,000.00","$180,000.00",6,,0,.76-.99 Acres,0.92,NC,"5605 Buffkin Court,Apex,NC,27539",35.6628489,-78.738078
30,2187369,CLOSED,2023 Englewood Drive,Apex,27539,8/16/2018,Englewood Forest,"1,616",1979,3,2,0,Detached,"$170,000.00","$180,126.00",6,No,1,.26-.5 Acres,1.06,NC,"2023 Englewood Drive,Apex,NC,27539",35.6898334,-78.7498126
31,2205623,CLOSED,211 Milky Way Drive,Apex,27502,7/24/2018,Sugarland Run,"1,162",1998,3,2,0,Detached,"$200,000.00","$181,000.00",0,Yes,0,0-.25 Acres,0.91,NC,"211 Milky Way Drive,Apex,NC,27502",35.7246806,-78.8615623
32,2215848,CLOSED,2612 Sheffield Street,Apex,27539,11/29/2018,Chari Heights,987,1990,3,1,0,Detached,"$182,500.00","$182,500.00",21,No,0,.51-.75 Acres,1.0,NC,"2612 Sheffield Street,Apex,NC,27539",35.6547053,-78.7268292
33,2210873,CLOSED,2650 Meyerswood Drive,Apex,27539,9/28/2018,Rollingwood  Estates,990,1979,3,1,0,Detached,"$175,000.00","$183,500.00",4,No,0,.51-.75 Acres,1.05,NC,"2650 Meyerswood Drive,Apex,NC,27539",35.6495919,-78.7316123
34,2320476,CLOSED,412 First Street,Apex,27502,7/6/2020,Not in a Subdivision,"1,426",1963,4,1,0,Detached,"$185,000.00","$184,000.00",4,No,0,0-.25 Acres,0.99,NC,"412 First Street,Apex,NC,27502",35.7270636,-78.85606899999999
35,2192396,CLOSED,207 Sparta Lane,Apex,27502,6/29/2018,Perry Hills,"1,209",1999,3,1,1,Detached,"$200,000.00","$186,000.00",13,Yes,0,0-.25 Acres,0.93,NC,"207 Sparta Lane,Apex,NC,27502",35.7201805,-78.85377890000001
36,2256716,CLOSED,811 Homestead Park,Apex,27502,5/22/2019,Homestead Park,966,1999,2,2,0,Detached,"$186,500.00","$186,500.00",0,Yes,0,0-.25 Acres,1.0,NC,"811 Homestead Park,Apex,NC,27502",35.7371333,-78.9054738
37,2175092,CLOSED,901 James Street,Apex,27502,4/4/2018,Damont Hills,"1,070",1974,3,2,0,Detached,"$190,000.00","$187,000.00",7,No,0,.26-.5 Acres,0.98,NC,"901 James Street,Apex,NC,27502",35.7233313,-78.8418255
38,2215852,CLOSED,2832 Thurrock Drive,Apex,27539,10/25/2018,Amherst,"1,421",1989,3,2,0,Detached,"$199,900.00","$188,100.00",14,,0,0-.25 Acres,0.94,NC,"2832 Thurrock Drive,Apex,NC,27539",35.6451592,-78.73854349999999
39,2195216,CLOSED,8005 Everard Court,Apex,27539,7/16/2018,Bayfield Run,980,1989,3,1,0,Detached,"$189,000.00","$189,000.00",1,No,2,.51-.75 Acres,1.0,NC,"8005 Everard Court,Apex,NC,27539",35.6735779,-78.7307266
40,2209539,CLOSED,200 Baucom Street,Apex,27502,9/17/2019,Not in a Subdivision,"1,462",2018,3,2,1,Detached,"$190,000.00","$190,000.00",0,No,0,0-.25 Acres,1.0,NC,"200 Baucom Street,Apex,NC,27502",35.7264317,-78.85634069999999
41,2203606,CLOSED,4025 Bamburgh Lane,Apex,27539,8/17/2018,Surry Point,"1,165",1981,3,2,0,Detached,"$189,900.00","$190,000.00",5,No,0,.51-.75 Acres,1.0,NC,"4025 Bamburgh Lane,Apex,NC,27539",35.6834946,-78.7814227
42,2211451,CLOSED,105 Lynch Street,Apex,27502,9/28/2018,Not in a Subdivision,"1,184",1940,2,1,0,Detached,"$195,000.00","$190,000.00",6,,0,.26-.5 Acres,0.97,NC,"105 Lynch Street,Apex,NC,27502",35.7246398,-78.85673249999999
43,2187973,CLOSED,8509 Manns Loop Road,Apex,27539,5/17/2018,Not in a Subdivision,"1,653",1976,3,2,0,Detached,"$195,000.00","$190,000.00",3,No,4,.51-.75 Acres,0.97,NC,"8509 Manns Loop Road,Apex,NC,27539",35.6591107,-78.7462702
44,2201215,CLOSED,1604 Laura Duncan Road,Apex,27502,7/18/2018,Knollwood,"1,854",1972,4,2,0,Detached,"$239,900.00","$192,000.00",6,No,0,.26-.5 Acres,0.8,NC,"1604 Laura Duncan Road,Apex,NC,27502",35.74494550000001,-78.8358969
45,2264192,CLOSED,505 Lynch Street,Apex,27502-2031,8/12/2019,Justice Heights,"1,088",1980,3,1,1,Detached,"$200,000.00","$193,000.00",18,No,0,0-.25 Acres,0.97,NC,"505 Lynch Street,Apex,NC,27502-2031",35.7264505,-78.8622501
46,2214314,CLOSED,2705 Thurrock Drive,Apex,27539-8658,4/9/2019,Amherst,"1,243",1989,3,2,0,Detached,"$203,000.00","$194,000.00",156,Yes,0,0-.25 Acres,0.96,NC,"2705 Thurrock Drive,Apex,NC,27539-8658",35.642744,-78.7354285
47,2200056,CLOSED,118 Baberton Drive,Apex,27502,7/26/2018,Bradley Terrace,"1,452",2003,3,2,1,Detached,"$194,500.00","$194,500.00",1,Yes,0,0-.25 Acres,1.0,NC,"118 Baberton Drive,Apex,NC,27502",35.7157473,-78.8572743
48,2260384,CLOSED,2013 Keokuk Court,Apex,27523,6/21/2019,Charleston Village,"1,375",1996,3,2,0,Detached,"$175,000.00","$195,000.00",2,Yes,0,0-.25 Acres,1.11,NC,"2013 Keokuk Court,Apex,NC,27523",35.7600018,-78.8723132
49,2165995,CLOSED,4912 Matlock Court,Apex,27539,2/23/2018,Amherst,"1,502",1992,3,2,1,Detached,"$199,000.00","$196,000.00",14,Yes,0,0-.25 Acres,0.98,NC,"4912 Matlock Court,Apex,NC,27539",35.6438606,-78.7383206
50,2163005,CLOSED,2801 Glastonbury Drive,Apex,27539,2/5/2018,Amherst,"1,324",1999,3,2,0,Detached,"$198,500.00","$197,000.00",14,Yes,0,0-.25 Acres,0.99,NC,"2801 Glastonbury Drive,Apex,NC,27539",35.6452422,-78.7351109
51,2176125,CLOSED,8724 Stephenson Road,Apex,27539,5/18/2018,Saponi Hills,"1,025",1983,3,2,0,Detached,"$194,900.00","$197,500.00",7,No,2,.51-.75 Acres,1.01,NC,"8724 Stephenson Road,Apex,NC,27539",35.6827252,-78.8083652
52,2297855,CLOSED,1807 Holly Street,Apex,27502,6/15/2020,Knollwood,"1,379",1968,3,2,0,Detached,"$210,000.00","$198,000.00",85,No,0,.26-.5 Acres,0.94,NC,"1807 Holly Street,Apex,NC,27502",35.7447043,-78.82792289999999
53,2172095,CLOSED,8305 Bells Lake Road,Apex,27539,4/5/2018,Not in a Subdivision,"1,742",1974,3,1,2,Detached,"$199,000.00","$198,000.00",20,No,1,.51-.75 Acres,0.99,NC,"8305 Bells Lake Road,Apex,NC,27539",35.6662411,-78.7446324
54,2164577,CLOSED,4908 Birkenhead Court,Apex,27539,1/23/2018,Amherst,"1,334",1989,3,2,0,Detached,"$200,000.00","$200,000.00",5,Yes,0,0-.25 Acres,1.0,NC,"4908 Birkenhead Court,Apex,NC,27539",35.6433585,-78.7375754
55,2227290,CLOSED,9000 Wesley Court,Apex,27539,1/30/2019,Elizabeth Woods,"1,286",1987,3,2,0,Detached,"$199,000.00","$200,000.00",5,No,0,.51-.75 Acres,1.01,NC,"9000 Wesley Court,Apex,NC,27539",35.672508,-78.793275
56,2252463,CLOSED,712 S Hughes Street,Apex,27502-2120,7/2/2019,Rose Garden,"1,126",1971,3,2,0,Detached,"$198,800.00","$200,000.00",3,No,0,0-.25 Acres,1.01,NC,"712 S Hughes Street,Apex,NC,27502-2120",35.7218098,-78.8511197
57,2171765,CLOSED,410 Stonecreek Drive,Apex,27539,3/21/2018,Sunset Hills,"1,270",1999,3,2,0,Detached,"$190,000.00","$200,000.00",5,Yes,2,0-.25 Acres,1.05,NC,"410 Stonecreek Drive,Apex,NC,27539",35.6840413,-78.8281552
58,2222027,CLOSED,8509 Manns Loop Road,Apex,27539,11/30/2018,Not in a Subdivision,"1,600",1976,3,2,0,Detached,"$200,870.00","$200,870.00",0,No,4,.51-.75 Acres,1.0,NC,"8509 Manns Loop Road,Apex,NC,27539",35.6591107,-78.7462702
59,2185588,CLOSED,115 Evening Star Drive,Apex,27502,5/3/2018,Homestead Park,"1,007",1997,2,2,0,Detached,"$190,000.00","$201,000.00",1,Yes,0,0-.25 Acres,1.06,NC,"115 Evening Star Drive,Apex,NC,27502",35.735429,-78.90103429999999
60,2186286,CLOSED,104 Lazy Days Court,Apex,27502,6/8/2018,Homestead Park,"1,010",1997,2,2,0,Detached,"$190,000.00","$201,000.00",1,Yes,0,0-.25 Acres,1.06,NC,"104 Lazy Days Court,Apex,NC,27502",35.7337442,-78.9014916
61,2213599,CLOSED,608 Bladestone Court,Apex,27502,11/1/2018,Southern Point of Lights,"1,016",1992,3,1,0,Detached,"$195,000.00","$201,600.00",21,No,0,0-.25 Acres,1.03,NC,"608 Bladestone Court,Apex,NC,27502",35.7374892,-78.84987579999999
62,2274611,CLOSED,204 Cabana Drive,Apex,27539,9/27/2019,Sunset Hills,"1,113",2000,3,2,0,Detached,"$201,900.00","$201,900.00",5,Yes,1,0-.25 Acres,1.0,NC,"204 Cabana Drive,Apex,NC,27539",35.6842948,-78.83210389999999
63,2162558,CLOSED,1204 Canterbury Brook Lane,Apex,27502,3/16/2018,Lexington,"1,450",1996,4,2,0,Detached,"$214,490.00","$202,000.00",79,Yes,1,0-.25 Acres,0.94,NC,"1204 Canterbury Brook Lane,Apex,NC,27502",35.7133106,-78.8555839
64,2210680,CLOSED,8736 Manns Loop Road,Apex,27539,9/21/2018,Not in a Subdivision,"1,257",1992,3,2,0,Detached,"$205,000.00","$202,500.00",0,No,0,.76-.99 Acres,0.99,NC,"8736 Manns Loop Road,Apex,NC,27539",35.6547761,-78.742772
65,2204271,CLOSED,748 Marthas Chapel Road,Apex,27523,8/21/2018,Not in a Subdivision,"1,243",1935,2,2,0,Detached,"$200,000.00","$203,000.00",6,No,0,.51-.75 Acres,1.02,NC,"748 Marthas Chapel Road,Apex,NC,27523",35.7885008,-78.9968122
66,2230585,CLOSED,413 Culvert Street,Apex,27502-1731,3/27/2019,To Be Added,"2,424",1901,3,2,0,Detached,"$200,000.00","$205,000.00",37,,0,.26-.5 Acres,1.03,NC,"413 Culvert Street,Apex,NC,27502-1731",35.729842,-78.8456741
67,2183043,CLOSED,206 Gumdrop Path,Apex,27502,6/6/2018,Sugarland Run,"1,383",2002,3,2,1,Detached,"$200,000.00","$205,000.00",3,Yes,0,0-.25 Acres,1.03,NC,"206 Gumdrop Path,Apex,NC,27502",35.7261564,-78.86124389999999
68,2229098,CLOSED,4005 St Edmunds Lane,Apex,27539,2/1/2019,Surry Point,"1,152",1984,3,2,0,Detached,"$205,000.00","$206,000.00",7,No,0,.76-.99 Acres,1.0,NC,"4005 St Edmunds Lane,Apex,NC,27539",35.6863225,-78.7788885
69,2225274,CLOSED,309 Milky Way Drive,Apex,27502,1/24/2019,Sugarland Run,"1,171",1999,3,2,0,Detached,"$210,000.00","$206,000.00",15,,0,0-.25 Acres,0.98,NC,"309 Milky Way Drive,Apex,NC,27502",35.7250964,-78.8625265
70,2183895,CLOSED,5409 Buckwood Drive,Apex,27539,6/28/2018,Deerfield Park,"1,471",1987,3,2,1,Detached,"$215,000.00","$206,000.00",37,No,0,.76-.99 Acres,0.96,NC,"5409 Buckwood Drive,Apex,NC,27539",35.6720773,-78.7308905
71,2276203,CLOSED,8644 Burnside Drive,Apex,27539-7450,1/7/2020,Jenmar Acres,"1,269",1992,3,2,0,Detached,"$205,000.00","$207,000.00",89,No,0,.76-.99 Acres,1.01,NC,"8644 Burnside Drive,Apex,NC,27539-7450",35.6503524,-78.7347566
72,2191970,CLOSED,8608 Manns Loop Road,Apex,27539,7/13/2018,Not in a Subdivision,"1,295",1993,3,2,0,Detached,"$205,000.00","$207,000.00",4,,1,.51-.75 Acres,1.01,NC,"8608 Manns Loop Road,Apex,NC,27539",35.6569502,-78.7483957
73,2214951,CLOSED,8425 Pierce Olive Road,Apex,27539,12/4/2018,Surry Point,"1,484",1983,3,2,0,Detached,"$210,000.00","$207,500.00",29,,0,.51-.75 Acres,0.99,NC,"8425 Pierce Olive Road,Apex,NC,27539",35.6844676,-78.78190959999999
74,2169431,CLOSED,102 Sparta Lane,Apex,27502,1/31/2018,Perry Hills,"1,208",1999,3,2,0,Detached,"$210,000.00","$208,000.00",1,Yes,1,0-.25 Acres,0.99,NC,"102 Sparta Lane,Apex,NC,27502",35.7197433,-78.85483049999999
75,2187270,CLOSED,108 Sweet Tart Lane,Apex,27502,6/19/2018,Sugarland Run,"1,297",1999,3,2,1,Detached,"$196,500.00","$209,000.00",2,Yes,0,0-.25 Acres,1.06,NC,"108 Sweet Tart Lane,Apex,NC,27502",35.72379859999999,-78.86261499999999
76,2195303,CLOSED,7900 Pineslope Drive,Apex,27539-8650,11/16/2018,Deerfield,"1,565",1972,3,2,1,Detached,"$220,400.00","$209,000.00",108,,2,.51-.75 Acres,0.95,NC,"7900 Pineslope Drive,Apex,NC,27539-8650",35.6745002,-78.731568
77,2194735,CLOSED,7809 Littleman Lane,Apex,27539,7/9/2018,Summercrest,"1,269",1993,3,2,0,Detached,"$209,900.00","$209,900.00",7,No,0,.51-.75 Acres,1.0,NC,"7809 Littleman Lane,Apex,NC,27539",35.7065931,-78.80616359999999
78,2182111,CLOSED,109 Cabana Drive,Apex,27539,5/9/2018,Sunset Hills,"1,122",2000,3,2,0,Detached,"$205,000.00","$210,000.00",1,Yes,2,0-.25 Acres,1.02,NC,"109 Cabana Drive,Apex,NC,27539",35.6832121,-78.8323582
79,2192447,CLOSED,4401 Mannsfield Court,Apex,27539,6/28/2018,Mannsfield,"1,177",1996,3,2,0,Detached,"$207,500.00","$210,000.00",1,No,1,.51-.75 Acres,1.01,NC,"4401 Mannsfield Court,Apex,NC,27539",35.657272,-78.7446679
80,2187431,CLOSED,106 Milky Way Drive,Apex,27502,6/5/2018,Sugarland Run,"1,228",1998,3,2,0,Detached,"$200,000.00","$210,000.00",4,Yes,0,0-.25 Acres,1.05,NC,"106 Milky Way Drive,Apex,NC,27502",35.7233913,-78.8618631
81,2173751,CLOSED,205 Thorncrest Drive,Apex,27539,3/28/2018,Sunset Hills,"1,312",1999,2,2,0,Detached,"$205,000.00","$210,007.00",2,Yes,0,0-.25 Acres,1.02,NC,"205 Thorncrest Drive,Apex,NC,27539",35.6834362,-78.83013509999999
82,2229998,CLOSED,8565 Bells Lake Road,Apex,27539-7037,3/28/2019,Not in a Subdivision,"1,300",1988,3,2,0,Detached,"$199,900.00","$210,500.00",6,,0,.76-.99 Acres,1.05,NC,"8565 Bells Lake Road,Apex,NC,27539-7037",35.6557165,-78.742462
83,2297868,CLOSED,108 Silver Branch Court,Apex,27539,2/7/2020,Sunset Hills,"1,113",2000,3,2,0,Detached,"$200,000.00","$211,000.00",2,Yes,1,0-.25 Acres,1.06,NC,"108 Silver Branch Court,Apex,NC,27539",35.6840062,-78.8313849
84,2346393,CLOSED,1003 Apache Lane,Apex,27502,10/16/2020,Indian Trail,"1,400",1984,3,2,0,Detached,"$185,000.00","$211,000.00",3,,0,.26-.5 Acres,1.14,NC,"1003 Apache Lane,Apex,NC,27502",35.73965099999999,-78.83896109999999
85,2294170,CLOSED,8005 Everard Court,Apex,27539,2/26/2020,Bayfield Run,984,1989,3,1,0,Detached,"$210,000.00","$211,000.00",2,No,2,.51-.75 Acres,1.0,NC,"8005 Everard Court,Apex,NC,27539",35.6735779,-78.7307266
86,2172628,CLOSED,8609 Manns Loop Road,Apex,27539,4/2/2018,Not in a Subdivision,"1,280",1987,3,2,0,Detached,"$209,900.00","$211,100.00",1,No,0,.51-.75 Acres,1.01,NC,"8609 Manns Loop Road,Apex,NC,27539",35.6568654,-78.7474343
87,2163404,CLOSED,1102 Lexington Pointe,Apex,27502,1/30/2018,Lexington,"1,683",1995,4,2,0,Detached,"$225,000.00","$211,500.00",30,,2,.26-.5 Acres,0.94,NC,"1102 Lexington Pointe,Apex,NC,27502",35.7137534,-78.8538574
88,2273268,CLOSED,1124 Silky Dogwood Trail,Apex,27502,8/30/2019,Dogwood Ridge,"1,770",2000,3,2,1,Detached,"$250,000.00","$211,750.00",10,Yes,1,0-.25 Acres,0.85,NC,"1124 Silky Dogwood Trail,Apex,NC,27502",35.7348416,-78.8771208
89,2237203,CLOSED,2005 Englewood Drive,Apex,27539,4/25/2019,Englewood Forest,"1,228",1982,3,2,0,Detached,"$225,000.00","$212,000.00",13,No,1,.26-.5 Acres,0.94,NC,"2005 Englewood Drive,Apex,NC,27539",35.6873471,-78.7498126
90,2186196,CLOSED,8017 Deer Meadow Drive,Apex,27539,5/30/2018,Deerfield Park,"1,552",1976,3,2,0,Detached,"$212,500.00","$213,000.00",2,No,0,.51-.75 Acres,1.0,NC,"8017 Deer Meadow Drive,Apex,NC,27539",35.6738187,-78.7326088
91,2251062,CLOSED,113 Cabana Drive,Apex,27539,6/4/2019,Sunset Hills,"1,316",2000,2,2,0,Detached,"$210,000.00","$214,000.00",1,,0,0-.25 Acres,1.02,NC,"113 Cabana Drive,Apex,NC,27539",35.6834436,-78.8325795
92,2158413,CLOSED,3809 Doeskin Drive,Apex,27539,1/26/2018,Deerfield Park,"1,540",1989,3,2,0,Detached,"$209,000.00","$214,000.00",28,No,0,.51-.75 Acres,1.02,NC,"3809 Doeskin Drive,Apex,NC,27539",35.6687106,-78.72961939999999
93,2282429,CLOSED,601 Bladestone Court,Apex,27502,11/8/2019,Not in a Subdivision,"1,015",1992,3,1,0,Detached,"$215,000.00","$214,000.00",3,No,0,0-.25 Acres,1.0,NC,"601 Bladestone Court,Apex,NC,27502",35.7368686,-78.85054
94,2166515,CLOSED,2844 Thurrock Drive,Apex,27539,2/21/2018,Amherst,"1,418",1988,3,2,0,Detached,"$214,900.00","$214,900.00",11,Yes,0,0-.25 Acres,1.0,NC,"2844 Thurrock Drive,Apex,NC,27539",35.6456519,-78.739008
95,2186105,CLOSED,5220 Lorbacher Road,Apex,27539,5/23/2018,Not in a Subdivision,"1,149",1977,3,2,0,Detached,"$214,900.00","$214,900.00",5,No,0,.76-.99 Acres,1.0,NC,"5220 Lorbacher Road,Apex,NC,27539",35.6797708,-78.75304489999999
96,2267677,CLOSED,8109 Buckskin Lane,Apex,27539,9/13/2019,Deerfield Park,"1,056",1982,3,2,0,Detached,"$215,000.00","$215,000.00",8,No,1,1-2.9 Acres,1.0,NC,"8109 Buckskin Lane,Apex,NC,27539",35.6706119,-78.7370373
97,2296908,CLOSED,201 Cabana Drive,Apex,27539-6956,3/20/2020,Sunset Hills,"1,283",2000,3,2,0,Detached,"$230,000.00","$215,000.00",15,,1,0-.25 Acres,0.93,NC,"201 Cabana Drive,Apex,NC,27539-6956",35.6849073,-78.8323314
98,2308395,CLOSED,505 Lynch Street,Apex,27502-2031,4/28/2020,Justice Heights,"1,083",1980,3,1,1,Detached,"$214,900.00","$215,000.00",7,No,0,0-.25 Acres,1.0,NC,"505 Lynch Street,Apex,NC,27502-2031",35.7264505,-78.8622501
99,2225602,CLOSED,4804 Basildon Court,Apex,27539,3/18/2019,Amherst,"1,265",2000,3,2,0,Detached,"$227,500.00","$215,000.00",32,,0,0-.25 Acres,0.95,NC,"4804 Basildon Court,Apex,NC,27539",35.6468867,-78.7375392
100,2168441,CLOSED,3909 Bamburgh Lane,Apex,27539,3/29/2018,Surry Point,"1,264",1982,2,1,1,Detached,"$215,000.00","$215,000.00",0,,1,.76-.99 Acres,1.0,NC,"3909 Bamburgh Lane,Apex,NC,27539",35.6845734,-78.7781028
