,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,State,Full_Address,Lat,Lng
228,2258762,CLOSED,2829 Glastonbury Road,Apex,27539,7/17/2019,Amherst,"1,558",1998,3,2,1,Detached,"$235,000.00","$240,550.00",3,Yes,0,0-.25 Acres,1.02,NC,"2829 Glastonbury Road,Apex,NC,27539",35.6463414,-78.7364838
229,2223809,CLOSED,3740 W Lake Road,Apex,27539,12/28/2018,Not in a Subdivision,"1,327",1982,3,2,0,Detached,"$249,500.00","$241,000.00",18,,0,1-2.9 Acres,0.97,NC,"3740 W Lake Road,Apex,NC,27539",35.6804249,-78.75641
230,2304771,CLOSED,205 Cabana Drive,Apex,27539,4/23/2020,Sunset Hills,"1,505",2002,3,2,1,Detached,"$239,900.00","$241,000.00",4,Yes,1,0-.25 Acres,1.0,NC,"205 Cabana Drive,Apex,NC,27539",35.6844593,-78.8326237
231,2250810,CLOSED,106 Gumdrop Path,Apex,27502,10/21/2019,Sugarland Run,"1,560",2003,4,3,0,Detached,"$246,900.00","$241,500.00",138,Yes,0,0-.25 Acres,0.98,NC,"106 Gumdrop Path,Apex,NC,27502",35.7253509,-78.861642
232,2339157,CLOSED,300 Lynch Street,Apex,27502,10/23/2020,Not in a Subdivision,"1,096",2008,3,2,0,Detached,"$235,000.00","$241,900.00",3,,0,0-.25 Acres,1.03,NC,"300 Lynch Street,Apex,NC,27502",35.725589,-78.85832479999999
233,2193474,CLOSED,930 Homestead Park Drive,Apex,27502,7/5/2018,Homestead Park,"1,441",1999,3,2,0,Detached,"$242,000.00","$242,000.00",8,,1,0-.25 Acres,1.0,NC,"930 Homestead Park Drive,Apex,NC,27502",35.7359476,-78.90303070000002
234,2215388,CLOSED,2033 Englewood Drive,Apex,27539,10/24/2018,Englewood Forest,"1,344",1982,3,2,0,Detached,"$240,000.00","$242,000.00",4,No,0,1-2.9 Acres,1.01,NC,"2033 Englewood Drive,Apex,NC,27539",35.691481,-78.7498569
235,2295494,CLOSED,1007 Dual Parks Road,Apex,27502,2/21/2020,Bradley Park,"1,200",2002,3,2,0,Detached,"$247,500.00","$242,000.00",12,Yes,1,0-.25 Acres,0.98,NC,"1007 Dual Parks Road,Apex,NC,27502",35.7165848,-78.8539459
236,2273305,CLOSED,203 Perry Farms Drive,Apex,27502,10/1/2019,Perry Farms,"1,380",1992,3,2,1,Detached,"$242,000.00","$242,000.00",3,No,0,0-.25 Acres,1.0,NC,"203 Perry Farms Drive,Apex,NC,27502",35.7213504,-78.84902369999999
237,2312997,CLOSED,8120 Brently Drive,Apex,27539-6802,6/1/2020,Crowsdale,"1,620",1975,3,1,1,Detached,"$239,000.00","$242,000.00",7,No,0,.76-.99 Acres,1.01,NC,"8120 Brently Drive,Apex,NC,27539-6802",35.6907067,-78.7616184
238,2239789,CLOSED,406 Kinship Lane,Apex,27502,4/30/2019,Hollands Crossing,"1,220",1998,3,2,0,Detached,"$245,000.00","$242,000.00",4,Yes,2,0-.25 Acres,0.99,NC,"406 Kinship Lane,Apex,NC,27502",35.7228388,-78.9087019
239,2316997,CLOSED,4913 Matlock Court,Apex,27539,6/10/2020,Amherst,"1,645",1989,3,2,1,Detached,"$240,000.00","$242,200.00",3,Yes,0,0-.25 Acres,1.01,NC,"4913 Matlock Court,Apex,NC,27539",35.644219,-78.737983
240,2178926,CLOSED,1110 Shackleton Road,Apex,27502,5/4/2018,Bradley Park,"1,473",2004,3,2,1,Detached,"$235,000.00","$242,500.00",3,Yes,1,.26-.5 Acres,1.03,NC,"1110 Shackleton Road,Apex,NC,27502",35.7148406,-78.8560248
241,2201747,CLOSED,806 Homestead Park Drive,Apex,27502-4450,8/28/2018,Homestead Park,"1,231",1999,3,2,0,Detached,"$235,000.00","$242,500.00",4,Yes,1,0-.25 Acres,1.03,NC,"806 Homestead Park Drive,Apex,NC,27502-4450",35.7370698,-78.9060374
242,2180523,CLOSED,104 Shining Star Court,Apex,27502,5/9/2018,Homestead Park,"1,581",1999,3,2,1,Detached,"$248,000.00","$243,000.00",2,Yes,2,0-.25 Acres,0.98,NC,"104 Shining Star Court,Apex,NC,27502",35.7364737,-78.9053141
243,2318724,CLOSED,4720 Meadow Lake Drive,Apex,27539,8/10/2020,Running Cedar,"1,366",1994,3,2,0,Detached,"$247,000.00","$243,000.00",27,No,0,.76-.99 Acres,0.98,NC,"4720 Meadow Lake Drive,Apex,NC,27539",35.65671640000001,-78.7503882
244,2297583,CLOSED,2008 Blanchard Street,Apex,27502-1349,7/21/2020,Brittany Trace,"1,334",1991,3,2,0,Detached,"$247,000.00","$243,500.00",128,No,1,0-.25 Acres,0.99,NC,"2008 Blanchard Street,Apex,NC,27502-1349",35.7344535,-78.8535478
245,2251405,CLOSED,106 Ridge Lake Drive,Apex,27539-7732,6/6/2019,Sunset Hills,"1,503",1998,3,2,1,Detached,"$239,900.00","$244,000.00",6,,1,0-.25 Acres,1.02,NC,"106 Ridge Lake Drive,Apex,NC,27539-7732",35.6807252,-78.82740299999999
246,2286759,CLOSED,403 Briarcliff Street,Apex,27502-2179,2/3/2020,Clairmont,"1,344",1984,2,1,1,Detached,"$247,999.00","$244,000.00",38,No,2,.26-.5 Acres,0.98,NC,"403 Briarcliff Street,Apex,NC,27502-2179",35.7246114,-78.841785
247,2283957,CLOSED,4101 Cary Oaks Drive,Apex,27539-7603,12/16/2019,Cary Oaks,"1,591",1991,3,2,1,Detached,"$255,000.00","$244,500.00",37,Yes,0,.26-.5 Acres,0.96,NC,"4101 Cary Oaks Drive,Apex,NC,27539-7603",35.6895764,-78.7803271
248,2254062,CLOSED,820 Shackleton Road,Apex,27502,8/15/2019,Perry Farms,"1,315",1999,3,2,0,Detached,"$244,900.00","$244,900.00",58,,1,0-.25 Acres,1.0,NC,"820 Shackleton Road,Apex,NC,27502",35.7179931,-78.8536024
249,2316878,CLOSED,902 E Chatham Street,Apex,27502,7/31/2020,Clairmont,"1,148",1986,3,2,0,Detached,"$249,500.00","$244,900.00",48,No,0,.26-.5 Acres,0.98,NC,"902 E Chatham Street,Apex,NC,27502",35.726847,-78.8406754
250,2285059,CLOSED,713 Maple Shade Lane,Apex,27502,1/2/2020,Perry Village,"1,183",1994,3,2,0,Detached,"$245,900.00","$245,000.00",7,No,0,0-.25 Acres,1.0,NC,"713 Maple Shade Lane,Apex,NC,27502",35.7222785,-78.8482231
251,2200622,CLOSED,111 Spring Dove Lane,Apex,27539,8/30/2018,Sunset Hills,"1,686",2001,4,2,1,Detached,"$245,000.00","$245,000.00",21,Yes,2,0-.25 Acres,1.0,NC,"111 Spring Dove Lane,Apex,NC,27539",35.68576,-78.83120799999999
252,2249349,CLOSED,412 Thorncrest Drive,Apex,27539,5/22/2019,Sunset Hills,"1,516",1999,3,2,1,Detached,"$245,000.00","$245,000.00",3,Yes,2,0-.25 Acres,1.0,NC,"412 Thorncrest Drive,Apex,NC,27539",35.68408,-78.8276685
253,2182654,CLOSED,313 Glaston Court,Apex,27502,5/9/2018,Perry Hills,"1,607",2000,2,2,0,Detached,"$239,900.00","$245,000.00",3,Yes,1,0-.25 Acres,1.02,NC,"313 Glaston Court,Apex,NC,27502",35.7209054,-78.8541559
254,2267562,CLOSED,1018 Shackleton Road,Apex,27502,8/23/2019,Bradley Park,"1,271",2004,3,2,0,Detached,"$235,000.00","$245,000.00",2,Yes,1,0-.25 Acres,1.04,NC,"1018 Shackleton Road,Apex,NC,27502",35.7159841,-78.8551844
255,2203453,CLOSED,801 Homestead Park Drive,Apex,27502,8/31/2018,Homestead Park,"1,734",1999,3,2,1,Detached,"$249,900.00","$245,000.00",6,,1,0-.25 Acres,0.98,NC,"801 Homestead Park Drive,Apex,NC,27502",35.7366605,-78.9057184
256,2320612,CLOSED,1009 Dual Parks Road,Apex,27502,7/2/2020,Bradley Park,"1,464",2004,3,2,1,Detached,"$240,000.00","$245,000.00",4,Yes,0,0-.25 Acres,1.02,NC,"1009 Dual Parks Road,Apex,NC,27502",35.71645960000001,-78.8538464
257,2282684,CLOSED,2812 Glastonbury Road,Apex,27539,1/16/2020,Amherst,"1,430",2000,3,2,0,Detached,"$245,900.00","$245,000.00",53,,2,0-.25 Acres,1.0,NC,"2812 Glastonbury Road,Apex,NC,27539",35.6459293,-78.73524379999999
258,2231021,CLOSED,208 Hollyhock Lane,Apex,27539-5644,2/25/2019,Sunset Hills,"1,608",1998,3,2,1,Detached,"$245,000.00","$245,000.00",7,Yes,2,.26-.5 Acres,1.0,NC,"208 Hollyhock Lane,Apex,NC,27539-5644",35.6825641,-78.8268938
259,2286391,CLOSED,206 Tobacco Farm Road,Apex,27502-4856,11/26/2019,Hollands Crossing,"1,259",1997,3,2,0,Detached,"$250,000.00","$245,000.00",0,Yes,1,.26-.5 Acres,0.98,NC,"206 Tobacco Farm Road,Apex,NC,27502-4856",35.7217353,-78.9122452
260,2268861,CLOSED,2708 Glastonbury Road,Apex,27539,8/29/2019,Amherst,"1,843",1999,4,2,0,Detached,"$245,000.00","$245,000.00",3,Yes,0,0-.25 Acres,1.0,NC,"2708 Glastonbury Road,Apex,NC,27539",35.6436446,-78.73471239999999
261,2169188,CLOSED,1103 Indian Trail,Apex,27502,3/16/2018,Indian Trail,"1,290",1983,3,2,0,Detached,"$225,000.00","$245,000.00",1,No,0,.26-.5 Acres,1.09,NC,"1103 Indian Trail,Apex,NC,27502",35.7407248,-78.8366698
262,2330097,CLOSED,113 Milky Way Drive,Apex,27502,7/31/2020,Sugarland Run,"1,230",1998,3,2,1,Detached,"$240,000.00","$246,000.00",1,Yes,0,0-.25 Acres,1.03,NC,"113 Milky Way Drive,Apex,NC,27502",35.7235707,-78.861311
263,2259515,CLOSED,309 Glaston Court,Apex,27502,7/12/2019,Perry Hills,"1,500",2000,3,2,1,Detached,"$246,000.00","$246,000.00",4,Yes,0,0-.25 Acres,1.0,NC,"309 Glaston Court,Apex,NC,27502",35.7209045,-78.85417629999999
264,2189893,CLOSED,4225 Willowdale Court,Apex,27539,7/24/2018,Pebblestone,"1,807",1990,3,2,1,Detached,"$250,000.00","$246,500.00",11,No,1,.51-.75 Acres,0.99,NC,"4225 Willowdale Court,Apex,NC,27539",35.6589229,-78.72417180000001
265,2186094,CLOSED,504 Homestead Park Drive,Apex,27502,6/25/2018,Homestead Park,"1,720",2000,3,2,1,Detached,"$247,000.00","$247,000.00",14,Yes,1,0-.25 Acres,1.0,NC,"504 Homestead Park Drive,Apex,NC,27502",35.7345584,-78.9044017
266,2212312,CLOSED,9029 Wesley Court,Apex,27539,11/15/2018,Elizabeth Woods,"1,632",1989,3,2,1,Detached,"$259,900.00","$247,000.00",48,No,0,.51-.75 Acres,0.95,NC,"9029 Wesley Court,Apex,NC,27539",35.6709839,-78.7945242
267,2192022,CLOSED,3624 Bentgrass Court,Apex,27539,6/5/2018,Sawgrass,"1,255",1994,3,2,0,Detached,"$240,000.00","$247,500.00",2,No,0,1-2.9 Acres,1.03,NC,"3624 Bentgrass Court,Apex,NC,27539",35.681543,-78.763361
268,2339007,CLOSED,3921 Bamburgh Lane,Apex,27539,9/24/2020,Surry Point,"1,140",1983,3,2,0,Detached,"$245,000.00","$247,500.00",3,No,0,.76-.99 Acres,1.01,NC,"3921 Bamburgh Lane,Apex,NC,27539",35.6835915,-78.77797
269,2223385,CLOSED,200 Homestead Park Drive,Apex,27502,12/21/2018,Homestead Park,"1,241",1999,3,2,0,Detached,"$240,000.00","$248,000.00",4,Yes,1,0-.25 Acres,1.03,NC,"200 Homestead Park Drive,Apex,NC,27502",35.7339839,-78.9013954
270,2236857,CLOSED,4232 New Brighton Drive,Apex,27539,4/15/2019,Fairstone,"1,724",1991,3,2,0,Detached,"$260,000.00","$248,000.00",27,No,2,.51-.75 Acres,0.95,NC,"4232 New Brighton Drive,Apex,NC,27539",35.65907869999999,-78.72984079999999
271,2239229,CLOSED,9037 Holly Springs Road,Apex,27539-7607,4/11/2019,Santero,"1,440",1984,3,2,0,Detached,"$252,000.00","$248,000.00",15,No,0,.76-.99 Acres,0.98,NC,"9037 Holly Springs Road,Apex,NC,27539-7607",35.687924,-78.78146699999999
272,2333757,CLOSED,804 Napleton Circle,Apex,27502,9/9/2020,Perry Village,"1,305",1994,3,2,1,Detached,"$249,000.00","$248,800.00",5,,0,0-.25 Acres,1.0,NC,"804 Napleton Circle,Apex,NC,27502",35.7219352,-78.8488314
273,2187392,CLOSED,306 Kinship Lane,Apex,27502,6/29/2018,Hollands Crossing,"1,334",1998,3,2,0,Detached,"$249,000.00","$249,000.00",29,,2,0-.25 Acres,1.0,NC,"306 Kinship Lane,Apex,NC,27502",35.7232613,-78.9079816
274,2300709,CLOSED,305 Glaston Court,Apex,27502-1869,3/27/2020,Perry Hills,"1,453",1999,3,2,1,Detached,"$249,000.00","$249,000.00",8,Yes,0,0-.25 Acres,1.0,NC,"305 Glaston Court,Apex,NC,27502-1869",35.7209036,-78.8541968
275,2344838,CLOSED,301 Harwood Street,Apex,27502,10/30/2020,Not in a Subdivision,"1,466",1994,3,2,0,Detached,"$239,000.00","$249,350.00",2,No,0,0-.25 Acres,1.04,NC,"301 Harwood Street,Apex,NC,27502",35.7277237,-78.8568209
276,2245493,CLOSED,220 Quisisana Road,Apex,27502,5/28/2019,Hollands Cove,"1,300",2000,3,2,0,Detached,"$250,000.00","$249,500.00",20,No,2,.26-.5 Acres,1.0,NC,"220 Quisisana Road,Apex,NC,27502",35.7274039,-78.9119034
277,2230320,CLOSED,208 Milky Way Drive,Apex,27502,2/15/2019,Sugarland Run,"1,587",1998,3,2,1,Detached,"$250,000.00","$249,750.00",8,Yes,0,0-.25 Acres,1.0,NC,"208 Milky Way Drive,Apex,NC,27502",35.7243587,-78.8618067
278,2284632,CLOSED,2832 Ringgold Drive,Apex,27539,2/14/2020,Glendale,"1,341",1981,3,2,0,Detached,"$249,900.00","$249,900.00",32,,2,.76-.99 Acres,1.0,NC,"2832 Ringgold Drive,Apex,NC,27539",35.6581132,-78.7343451
279,2261057,CLOSED,3004 Locust Grove Drive,Apex,27539,8/7/2019,Sawyers Mill,"1,556",2003,3,2,1,Detached,"$239,900.00","$250,000.00",2,Yes,2,0-.25 Acres,1.04,NC,"3004 Locust Grove Drive,Apex,NC,27539",35.6512623,-78.74485330000002
280,2300494,CLOSED,408 Homestead Park Drive,Apex,27502,3/27/2020,Homestead Park,"1,129",1999,3,2,0,Detached,"$239,000.00","$250,000.00",3,Yes,0,0-.25 Acres,1.05,NC,"408 Homestead Park Drive,Apex,NC,27502",35.7343692,-78.9034338
281,2329874,CLOSED,111 Cabana Drive,Apex,27539,9/11/2020,Sunset Hills,"1,481",2000,4,2,1,Detached,"$259,900.00","$250,000.00",11,Yes,1,0-.25 Acres,0.96,NC,"111 Cabana Drive,Apex,NC,27539",35.6833047,-78.83244669999999
282,2179303,CLOSED,204 Lindell Drive,Apex,27539,4/25/2018,Sunset Hills,"1,922",1998,4,2,1,Detached,"$254,900.00","$250,000.00",11,Yes,2,0-.25 Acres,0.98,NC,"204 Lindell Drive,Apex,NC,27539",35.6816506,-78.82600959999999
283,2216007,CLOSED,8212 Wanstraw Way,Apex,27539,9/20/2018,Belle Ridge,"1,750",1987,3,2,1,Detached,"$250,000.00","$250,000.00",0,,0,1-2.9 Acres,1.0,NC,"8212 Wanstraw Way,Apex,NC,27539",35.6663341,-78.74374619999999
284,2223796,CLOSED,3205 Sawyers Mill Drive,Apex,27539,12/28/2018,Sawyers Mill,"1,633",2001,3,2,1,Detached,"$250,000.00","$250,000.00",4,Yes,1,0-.25 Acres,1.0,NC,"3205 Sawyers Mill Drive,Apex,NC,27539",35.6532835,-78.7455626
285,2320992,CLOSED,508 Thorncrest Drive,Apex,27539-9508,6/25/2020,Sunset Hills,"1,425",2000,3,2,1,Detached,"$249,900.00","$250,000.00",5,Yes,2,.26-.5 Acres,1.0,NC,"508 Thorncrest Drive,Apex,NC,27539-9508",35.6836474,-78.8262167
286,2335684,CLOSED,111 Sweet Tart Lane,Apex,27502,10/1/2020,Sugarland Run,"1,197",1998,3,2,0,Detached,"$239,900.00","$250,000.00",3,Yes,0,0-.25 Acres,1.04,NC,"111 Sweet Tart Lane,Apex,NC,27502",35.7242376,-78.8626924
287,2180401,CLOSED,8312 Bells Lake Road,Apex,27239-8806,5/10/2018,Olde Sturbridge,"1,743",1979,3,2,0,Detached,"$234,900.00","$250,000.00",5,No,0,.51-.75 Acres,1.06,NC,"8312 Bells Lake Road,Apex,NC,27239-8806",35.66537539999999,-78.7456503
288,2215345,CLOSED,103 George Place,Apex,27502,10/30/2018,Clairmont,"1,350",1985,3,2,0,Detached,"$250,000.00","$250,000.00",12,,0,0-.25 Acres,1.0,NC,"103 George Place,Apex,NC,27502",35.72632,-78.8408965
289,2247262,CLOSED,504 Kinship Lane,Apex,27502,2/13/2020,Hollands Crossing,"1,437",1998,3,2,1,Detached,"$244,900.00","$250,000.00",186,Yes,2,0-.25 Acres,1.02,NC,"504 Kinship Lane,Apex,NC,27502",35.7225935,-78.9095691
290,2221315,CLOSED,9117 Holly Springs Road,Apex,27539,3/1/2019,Surry Point,"1,488",1981,3,2,0,Detached,"$254,500.00","$250,000.00",75,,0,.51-.75 Acres,0.98,NC,"9117 Holly Springs Road,Apex,NC,27539",35.6864646,-78.783315
291,2218983,CLOSED,809 Pinewood Drive,Apex,27502,12/20/2018,Indian Trail,"1,583",1980,3,2,0,Detached,"$260,000.00","$250,000.00",41,No,2,.26-.5 Acres,0.96,NC,"809 Pinewood Drive,Apex,NC,27502",35.73922,-78.8378441
292,2238293,CLOSED,812 Homestead Park Drive,Apex,27502,4/17/2019,Homestead Park,"1,375",1999,3,2,1,Detached,"$249,900.00","$250,000.00",19,Yes,0,0-.25 Acres,1.0,NC,"812 Homestead Park Drive,Apex,NC,27502",35.7374413,-78.9057952
293,2242128,CLOSED,202 Homestead Park Drive,Apex,27502,4/18/2019,Homestead Park,"1,246",2000,3,2,0,Detached,"$235,000.00","$250,000.00",3,Yes,0,0-.25 Acres,1.06,NC,"202 Homestead Park Drive,Apex,NC,27502",35.7341084,-78.9015336
294,2188924,CLOSED,111 Homesong Way,Apex,27502,6/1/2018,Homestead Park,"1,475",2000,4,3,0,Detached,"$235,000.00","$250,000.00",0,Yes,0,0-.25 Acres,1.06,NC,"111 Homesong Way,Apex,NC,27502",35.7346884,-78.9062747
295,2342032,CLOSED,102 Avery Le Circle,Apex,27502-9999,10/15/2020,Clairmont,"1,056",1984,3,2,0,Detached,"$245,000.00","$250,000.00",2,,0,0-.25 Acres,1.02,NC,"102 Avery Le Circle,Apex,NC,27502-9999",35.7251933,-78.8427724
296,2327287,CLOSED,111 Lemon Drop Circle,Apex,27502,8/12/2020,Sugarland Run,"1,291",2001,3,2,1,Detached,"$237,000.00","$250,079.00",3,Yes,0,0-.25 Acres,1.06,NC,"111 Lemon Drop Circle,Apex,NC,27502",35.7261332,-78.8623496
297,2320196,CLOSED,102 Lemon Drop Circle,Apex,27502-1849,6/22/2020,Sugarland Run,"1,180",2002,3,2,0,Detached,"$247,900.00","$251,000.00",1,,0,0-.25 Acres,1.01,NC,"102 Lemon Drop Circle,Apex,NC,27502-1849",35.7255822,-78.8618631
298,2345911,CLOSED,301 Pearson Street,Apex,27502,10/13/2020,Not in a Subdivision,"1,102",1955,3,1,0,Detached,"$249,000.00","$251,600.00",1,No,0,.26-.5 Acres,1.01,NC,"301 Pearson Street,Apex,NC,27502",35.7345147,-78.85690939999999
299,2206007,CLOSED,403 Stonecreek Drive,Apex,27539-9730,8/30/2018,Sunset Hills,"1,867",2000,3,2,1,Detached,"$245,000.00","$252,000.00",4,Yes,2,0-.25 Acres,1.03,NC,"403 Stonecreek Drive,Apex,NC,27539-9730",35.6833413,-78.82833219999999
300,2235656,CLOSED,1016 Shackleton Road,Apex,27502,3/25/2019,Bradley Park,"1,465",2004,3,2,1,Detached,"$250,000.00","$252,000.00",1,Yes,1,0-.25 Acres,1.01,NC,"1016 Shackleton Road,Apex,NC,27502",35.7161064,-78.8551401
301,2200851,CLOSED,3212 Sawyers Mill Drive,Apex,27539,8/16/2018,Sawyers Mill,"1,623",2001,3,2,1,Detached,"$249,000.00","$252,000.00",5,Yes,2,0-.25 Acres,1.01,NC,"3212 Sawyers Mill Drive,Apex,NC,27539",35.6530613,-78.74604880000001
302,2152816,CLOSED,406 Evening Star Drive,Apex,27502,1/26/2018,Creekside Commons,"1,693",2009,3,2,1,Detached,"$270,000.00","$252,000.00",104,,2,0-.25 Acres,0.93,NC,"406 Evening Star Drive,Apex,NC,27502",35.7373301,-78.8996983
303,2321254,CLOSED,301 Homestead Park,Apex,27502,7/9/2020,Homestead Park,"1,136",1998,3,2,0,Detached,"$245,000.00","$252,000.00",1,Yes,0,0-.25 Acres,1.03,NC,"301 Homestead Park,Apex,NC,27502",35.734492,-78.9014402
304,2210839,CLOSED,2005 KELLY GLEN Drive,Apex,27502,10/12/2018,Kelly Glen,"1,388",1997,3,2,0,Detached,"$249,900.00","$252,500.00",16,Yes,0,.26-.5 Acres,1.01,NC,"2005 KELLY GLEN Drive,Apex,NC,27502",35.7236139,-78.8890681
305,2200814,CLOSED,112 Spring Dove Lane,Apex,27539,8/29/2018,Sunset Hills,"1,752",2002,3,2,1,Detached,"$250,000.00","$253,500.00",6,Yes,2,0-.25 Acres,1.01,NC,"112 Spring Dove Lane,Apex,NC,27539",35.6856972,-78.8309867
306,2325854,CLOSED,3909 Bamburgh Lane,Apex,27539,7/29/2020,Surry Point,"1,276",1982,2,1,1,Detached,"$250,000.00","$254,000.00",2,No,2,.76-.99 Acres,1.02,NC,"3909 Bamburgh Lane,Apex,NC,27539",35.6845734,-78.7781028
307,2206527,CLOSED,932 Homestead Park Drive,Apex,27502,9/7/2018,Homestead Park,"1,580",1999,3,2,1,Detached,"$249,900.00","$254,000.00",7,,0,0-.25 Acres,1.02,NC,"932 Homestead Park Drive,Apex,NC,27502",35.7358295,-78.9031196
308,2245612,CLOSED,2720 Glastonbury Road,Apex,27539,4/29/2019,Amherst,"1,707",1999,3,2,0,Detached,"$259,900.00","$254,000.00",0,Yes,1,0-.25 Acres,0.98,NC,"2720 Glastonbury Road,Apex,NC,27539",35.6442181,-78.7345352
309,2309784,CLOSED,105 Shining Star Court,Apex,27502,4/30/2020,Homestead Park,"1,242",1999,3,2,1,Detached,"$255,000.00","$254,000.00",5,Yes,1,0-.25 Acres,1.0,NC,"105 Shining Star Court,Apex,NC,27502",35.73619530000001,-78.9052416
310,2161801,CLOSED,1204 TOWN SIDE Drive,Apex,27502,3/29/2018,Scotts Mill,"1,894",2004,3,2,1,Detached,"$259,900.00","$254,500.00",85,Yes,0,0-.25 Acres,0.98,NC,"1204 TOWN SIDE Drive,Apex,NC,27502",35.7271984,-78.8746721
311,2316953,CLOSED,102 Breezemere Court,Apex,27502,7/9/2020,Homestead Park,"1,255",1998,3,2,0,Detached,"$265,000.00","$255,000.00",35,Yes,1,0-.25 Acres,0.96,NC,"102 Breezemere Court,Apex,NC,27502",35.734897,-78.902486
312,2190423,CLOSED,1897 Frissell Avenue,Apex,27502,8/10/2018,Crocketts Ridge,"1,724",2000,3,2,1,Detached,"$269,900.00","$255,000.00",43,Yes,2,0-.25 Acres,0.94,NC,"1897 Frissell Avenue,Apex,NC,27502",35.7203402,-78.894233
313,2328435,CLOSED,1018 Dual Parks Drive,Apex,27502,8/4/2020,Bradley Park,"1,440",2003,3,2,1,Detached,"$250,000.00","$255,000.00",3,Yes,1,0-.25 Acres,1.02,NC,"1018 Dual Parks Drive,Apex,NC,27502",35.7157412,-78.8543882
314,2237017,CLOSED,403 Blushing Rose Way,Apex,27502,4/24/2019,Hollands Crossing,"1,509",1997,3,2,1,Detached,"$260,000.00","$255,000.00",18,Yes,1,0-.25 Acres,0.98,NC,"403 Blushing Rose Way,Apex,NC,27502",35.7219043,-78.91174149999999
315,2297086,CLOSED,303 Milky Way Drive,Apex,27502,2/14/2020,Sugarland Run,"1,436",2002,3,2,1,Detached,"$250,000.00","$255,000.00",2,Yes,0,0-.25 Acres,1.02,NC,"303 Milky Way Drive,Apex,NC,27502",35.724977,-78.8620291
316,2197908,CLOSED,505 Kinship Lane,Apex,27502,7/25/2018,Hollands Crossing,"1,332",1998,3,2,0,Detached,"$249,900.00","$255,000.00",3,,2,0-.25 Acres,1.02,NC,"505 Kinship Lane,Apex,NC,27502",35.7227736,-78.90983770000001
317,2334052,CLOSED,826 Homestead Park Drive,Apex,27502,8/27/2020,Homestead Park,"1,424",1999,3,2,0,Detached,"$246,000.00","$255,000.00",3,Yes,0,0-.25 Acres,1.04,NC,"826 Homestead Park Drive,Apex,NC,27502",35.7377305,-78.90457169999999
318,2224514,CLOSED,220 Hollyhock Lane,Apex,27539,1/8/2019,Sunset Hills,"1,775",1998,4,2,1,Detached,"$250,000.00","$255,000.00",4,Yes,2,0-.25 Acres,1.02,NC,"220 Hollyhock Lane,Apex,NC,27539",35.6826043,-78.825412
319,2195385,CLOSED,709 Averroe Drive,Apex,27502,7/12/2018,Greenbrier,"1,582",2000,3,2,0,Detached,"$255,000.00","$255,000.00",3,Yes,2,0-.25 Acres,1.0,NC,"709 Averroe Drive,Apex,NC,27502",35.7308979,-78.8985659
320,2252264,CLOSED,102 Greycrest Court,Apex,27539-5388,7/11/2019,Sunset Hills,"1,785",1998,4,2,1,Detached,"$260,000.00","$255,000.00",14,Yes,2,0-.25 Acres,0.98,NC,"102 Greycrest Court,Apex,NC,27539-5388",35.6814349,-78.8264078
321,2324017,CLOSED,2006 Blanchard Street,Apex,27502,7/21/2020,Brittany Trace,"1,300",1990,3,2,0,Detached,"$255,000.00","$255,000.00",1,No,0,0-.25 Acres,1.0,NC,"2006 Blanchard Street,Apex,NC,27502",35.7346683,-78.85359199999999
322,2302998,CLOSED,508 Stonecreek Drive,Apex,27539,6/1/2020,Sunset Hills,"1,853",2000,3,2,1,Detached,"$260,500.00","$255,000.00",13,Yes,2,0-.25 Acres,0.98,NC,"508 Stonecreek Drive,Apex,NC,27539",35.6848918,-78.8286861
323,2249636,CLOSED,805 Maple Shade Lane,Apex,27502,6/26/2019,Perry Village,"1,252",1994,3,2,0,Detached,"$250,000.00","$255,000.00",3,No,0,0-.25 Acres,1.02,NC,"805 Maple Shade Lane,Apex,NC,27502",35.7219002,-78.8481513
324,2193381,CLOSED,5729 Carriagehouse Court,Apex,27539-9798,11/14/2018,Carriage Village,"1,634",1989,3,2,0,Detached,"$264,997.00","$255,900.00",131,,0,1-2.9 Acres,0.97,NC,"5729 Carriagehouse Court,Apex,NC,27539-9798",35.6716583,-78.7429934
325,2259060,CLOSED,2924 Sawyers Mill Drive,Apex,27539-5009,9/3/2019,Sawyers Mill,"1,651",2001,4,2,0,Detached,"$260,000.00","$256,000.00",17,Yes,2,0-.25 Acres,0.98,NC,"2924 Sawyers Mill Drive,Apex,NC,27539-5009",35.6534066,-78.74260459999999
326,2212493,CLOSED,4212 New Brighton Drive,Apex,27539,12/7/2018,Fairstone,"1,543",1992,3,2,1,Detached,"$259,000.00","$256,000.00",76,No,1,.51-.75 Acres,0.99,NC,"4212 New Brighton Drive,Apex,NC,27539",35.6604492,-78.72917650000001
327,2231027,CLOSED,8420 Wyndridge Drive,Apex,27539-9797,2/28/2019,Wyndridge,"1,655",1985,3,2,1,Detached,"$254,900.00","$256,400.00",2,No,0,.51-.75 Acres,1.01,NC,"8420 Wyndridge Drive,Apex,NC,27539-9797",35.6620023,-78.7483393
