MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price
2307699,CLOSED,472 NC 751 Highway,Apex,27523,9/28/2020,Not in a Subdivision,"1,480",1989,2,2,0,Detached,"$150,000.00",$1.00,111,,0,1-2.9 Acres,0.00
2198042,CLOSED,5520 Bobbitt Road,Apex,27539,8/29/2018,Not in a Subdivision,640,1962,2,0,0,Detached,"$59,000.00","$59,000.00",62,,0,0-.25 Acres,1.00
2177583,CLOSED,5524 Bobbitt Road,Apex,27539,5/9/2018,Not in a Subdivision,"1,083",1953,2,1,0,Detached,"$75,000.00","$92,000.00",2,No,0,.51-.75 Acres,1.23
2194561,CLOSED,106 N Bellhaven Drive,Apex,27539,7/6/2018,Not in a Subdivision,"1,344",1997,3,2,0,Detached,"$84,500.00","$100,000.00",16,No,1,.26-.5 Acres,1.18
2197718,CLOSED,8325 Rhodes Road,Apex,27603,9/27/2018,Washington Homes,480,1960,2,1,0,Detached,"$109,500.00","$105,000.00",49,,0,1-2.9 Acres,0.96
2228236,CLOSED,304 S Hughes Street,Apex,27502,1/8/2019,Not in a Subdivision,964,1948,1,1,0,Detached,"$105,000.00","$105,000.00",0,,0,0-.25 Acres,1.00
2217507,CLOSED,2700 Optimist Farm Road,Apex,27539-8605,1/18/2019,Not in a Subdivision,"1,143",1910,2,1,0,Detached,"$125,000.00","$110,000.00",38,No,0,1-2.9 Acres,0.88
2262785,CLOSED,410 Second Street,Apex,27502,7/30/2019,Not in a Subdivision,589,1970,2,1,0,Detached,"$120,000.00","$113,000.00",6,No,0,0-.25 Acres,0.94
2285562,CLOSED,201 West Street,Apex,27502,11/22/2019,Not in a Subdivision,"1,461",1947,2,1,0,Detached,"$124,900.00","$115,000.00",14,,0,0-.25 Acres,0.92
2294449,CLOSED,5112 Sunset Lake Road,Apex,27539,1/24/2020,Not in a Subdivision,"1,540",1960,3,2,0,Detached,"$125,000.00","$117,000.00",8,,0,.51-.75 Acres,0.94
2178551,CLOSED,5807 Old Smithfield Road,Apex,27539,5/11/2018,Sunset Park,780,1957,2,1,0,Detached,"$129,000.00","$129,000.00",0,,0,0-.25 Acres,1.00
2301024,CLOSED,5525 Bobbitt Road,Apex,27539-7288,5/7/2020,Not in a Subdivision,665,1964,2,1,0,Detached,"$150,000.00","$137,500.00",18,,0,.51-.75 Acres,0.92
2165689,CLOSED,8724 Stephenson Road,Apex,27539,1/19/2018,Saponi Hills,"1,008",1983,3,1,1,Detached,"$140,000.00","$140,000.00",4,,2,.51-.75 Acres,1.00
2188347,CLOSED,204 West Street,Apex,27502,6/7/2018,Not in a Subdivision,"1,010",1935,3,1,0,Detached,"$147,500.00","$145,000.00",3,No,0,0-.25 Acres,0.98
2313621,CLOSED,419 Second Street,Apex,27502-2045,7/27/2020,Not in a Subdivision,610,1962,2,1,0,Detached,"$125,000.00","$145,282.00",52,,0,.26-.5 Acres,1.16
2264899,CLOSED,113 West Street,Apex,27502-2054,7/19/2019,Not in a Subdivision,"1,125",1948,3,2,0,Detached,"$145,000.00","$147,000.00",1,,0,0-.25 Acres,1.01
2275143,CLOSED,419 Ashley Road,Apex,27539,10/16/2019,Fairview Woods,"1,870",1999,3,2,1,Detached,"$138,000.00","$153,000.00",18,No,0,.76-.99 Acres,1.11
2173757,CLOSED,2760 Brantley Drive,Apex,27539,3/20/2018,Belmont Estates,"1,009",1980,3,1,1,Detached,"$145,000.00","$155,000.00",2,,0,.51-.75 Acres,1.07
2224878,CLOSED,2737 Brantley Drive,Apex,27539-9707,12/17/2018,Belmont Estates,"1,421",1981,3,1,1,Detached,"$165,000.00","$160,000.00",3,,1,.51-.75 Acres,0.97
2165275,CLOSED,8000 Baybark Circle,Apex,27539,2/1/2018,Bayfield Run,"1,000",1991,3,1,0,Detached,"$155,000.00","$160,000.00",7,No,0,.51-.75 Acres,1.03
2179346,CLOSED,3033 Evans Road,Apex,27502,3/29/2018,Not in a Subdivision,"1,456",1960,3,1,1,Detached,"$164,000.00","$163,725.00",0,No,1,.26-.5 Acres,1.00
2237534,CLOSED,625 Tingen Road,Apex,27502,4/23/2019,Not in a Subdivision,984,1960,2,1,0,Detached,"$165,000.00","$165,000.00",5,No,0,1-2.9 Acres,1.00
2168908,CLOSED,1521 Salem Church Road,Apex,27523,6/29/2018,Not in a Subdivision,"1,372",1881,2,1,0,Detached,"$179,990.00","$170,000.00",4,No,0,1-2.9 Acres,0.94
2311101,CLOSED,2624 Brad Court,Apex,27539-9739,6/9/2020,Belmont Estates,"1,006",1980,3,1,0,Detached,"$175,000.00","$172,000.00",13,,0,.51-.75 Acres,0.98
2315864,CLOSED,2224 E Williams Street,Apex,27539,9/29/2020,Feldersville,912,1972,3,1,0,Detached,"$175,000.00","$175,000.00",16,,0,.26-.5 Acres,1.00
2142297,CLOSED,4720 Edwards Drive,Apex,27539,1/23/2018,Not in a Subdivision,"2,092",1979,3,2,1,Detached,"$200,000.00","$175,000.00",123,,2,.26-.5 Acres,0.88
2265675,CLOSED,2613 Brad Court,Apex,27539,7/24/2019,Belmont Estates,"1,038",1981,3,1,1,Detached,"$179,900.00","$179,900.00",3,No,0,.51-.75 Acres,1.00
2177717,CLOSED,757 Marthas Chapel Road,Apex,27523,5/23/2018,Not in a Subdivision,"1,330",1971,3,1,0,Detached,"$200,000.00","$180,000.00",35,No,0,1-2.9 Acres,0.90
2293572,CLOSED,2028 Englewood Drive,Apex,27539,1/7/2020,Englewood Forest,"1,079",1979,3,2,0,Detached,"$179,900.00","$180,000.00",4,,1,.26-.5 Acres,1.00
2254034,CLOSED,5605 Buffkin Court,Apex,27539,7/1/2019,Gypsy Woods,"1,058",1986,2,2,0,Detached,"$195,000.00","$180,000.00",6,,0,.76-.99 Acres,0.92
2187369,CLOSED,2023 Englewood Drive,Apex,27539,8/16/2018,Englewood Forest,"1,616",1979,3,2,0,Detached,"$170,000.00","$180,126.00",6,No,1,.26-.5 Acres,1.06
2205623,CLOSED,211 Milky Way Drive,Apex,27502,7/24/2018,Sugarland Run,"1,162",1998,3,2,0,Detached,"$200,000.00","$181,000.00",0,Yes,0,0-.25 Acres,0.91
2215848,CLOSED,2612 Sheffield Street,Apex,27539,11/29/2018,Chari Heights,987,1990,3,1,0,Detached,"$182,500.00","$182,500.00",21,No,0,.51-.75 Acres,1.00
2210873,CLOSED,2650 Meyerswood Drive,Apex,27539,9/28/2018,Rollingwood  Estates,990,1979,3,1,0,Detached,"$175,000.00","$183,500.00",4,No,0,.51-.75 Acres,1.05
2320476,CLOSED,412 First Street,Apex,27502,7/6/2020,Not in a Subdivision,"1,426",1963,4,1,0,Detached,"$185,000.00","$184,000.00",4,No,0,0-.25 Acres,0.99
2192396,CLOSED,207 Sparta Lane,Apex,27502,6/29/2018,Perry Hills,"1,209",1999,3,1,1,Detached,"$200,000.00","$186,000.00",13,Yes,0,0-.25 Acres,0.93
2256716,CLOSED,811 Homestead Park,Apex,27502,5/22/2019,Homestead Park,966,1999,2,2,0,Detached,"$186,500.00","$186,500.00",0,Yes,0,0-.25 Acres,1.00
2175092,CLOSED,901 James Street,Apex,27502,4/4/2018,Damont Hills,"1,070",1974,3,2,0,Detached,"$190,000.00","$187,000.00",7,No,0,.26-.5 Acres,0.98
2215852,CLOSED,2832 Thurrock Drive,Apex,27539,10/25/2018,Amherst,"1,421",1989,3,2,0,Detached,"$199,900.00","$188,100.00",14,,0,0-.25 Acres,0.94
2195216,CLOSED,8005 Everard Court,Apex,27539,7/16/2018,Bayfield Run,980,1989,3,1,0,Detached,"$189,000.00","$189,000.00",1,No,2,.51-.75 Acres,1.00
2209539,CLOSED,200 Baucom Street,Apex,27502,9/17/2019,Not in a Subdivision,"1,462",2018,3,2,1,Detached,"$190,000.00","$190,000.00",0,No,0,0-.25 Acres,1.00
2203606,CLOSED,4025 Bamburgh Lane,Apex,27539,8/17/2018,Surry Point,"1,165",1981,3,2,0,Detached,"$189,900.00","$190,000.00",5,No,0,.51-.75 Acres,1.00
2211451,CLOSED,105 Lynch Street,Apex,27502,9/28/2018,Not in a Subdivision,"1,184",1940,2,1,0,Detached,"$195,000.00","$190,000.00",6,,0,.26-.5 Acres,0.97
2187973,CLOSED,8509 Manns Loop Road,Apex,27539,5/17/2018,Not in a Subdivision,"1,653",1976,3,2,0,Detached,"$195,000.00","$190,000.00",3,No,4,.51-.75 Acres,0.97
2201215,CLOSED,1604 Laura Duncan Road,Apex,27502,7/18/2018,Knollwood,"1,854",1972,4,2,0,Detached,"$239,900.00","$192,000.00",6,No,0,.26-.5 Acres,0.80
2264192,CLOSED,505 Lynch Street,Apex,27502-2031,8/12/2019,Justice Heights,"1,088",1980,3,1,1,Detached,"$200,000.00","$193,000.00",18,No,0,0-.25 Acres,0.97
2214314,CLOSED,2705 Thurrock Drive,Apex,27539-8658,4/9/2019,Amherst,"1,243",1989,3,2,0,Detached,"$203,000.00","$194,000.00",156,Yes,0,0-.25 Acres,0.96
2200056,CLOSED,118 Baberton Drive,Apex,27502,7/26/2018,Bradley Terrace,"1,452",2003,3,2,1,Detached,"$194,500.00","$194,500.00",1,Yes,0,0-.25 Acres,1.00
2260384,CLOSED,2013 Keokuk Court,Apex,27523,6/21/2019,Charleston Village,"1,375",1996,3,2,0,Detached,"$175,000.00","$195,000.00",2,Yes,0,0-.25 Acres,1.11
2165995,CLOSED,4912 Matlock Court,Apex,27539,2/23/2018,Amherst,"1,502",1992,3,2,1,Detached,"$199,000.00","$196,000.00",14,Yes,0,0-.25 Acres,0.98
2163005,CLOSED,2801 Glastonbury Drive,Apex,27539,2/5/2018,Amherst,"1,324",1999,3,2,0,Detached,"$198,500.00","$197,000.00",14,Yes,0,0-.25 Acres,0.99
2176125,CLOSED,8724 Stephenson Road,Apex,27539,5/18/2018,Saponi Hills,"1,025",1983,3,2,0,Detached,"$194,900.00","$197,500.00",7,No,2,.51-.75 Acres,1.01
2297855,CLOSED,1807 Holly Street,Apex,27502,6/15/2020,Knollwood,"1,379",1968,3,2,0,Detached,"$210,000.00","$198,000.00",85,No,0,.26-.5 Acres,0.94
2172095,CLOSED,8305 Bells Lake Road,Apex,27539,4/5/2018,Not in a Subdivision,"1,742",1974,3,1,2,Detached,"$199,000.00","$198,000.00",20,No,1,.51-.75 Acres,0.99
2164577,CLOSED,4908 Birkenhead Court,Apex,27539,1/23/2018,Amherst,"1,334",1989,3,2,0,Detached,"$200,000.00","$200,000.00",5,Yes,0,0-.25 Acres,1.00
2227290,CLOSED,9000 Wesley Court,Apex,27539,1/30/2019,Elizabeth Woods,"1,286",1987,3,2,0,Detached,"$199,000.00","$200,000.00",5,No,0,.51-.75 Acres,1.01
2252463,CLOSED,712 S Hughes Street,Apex,27502-2120,7/2/2019,Rose Garden,"1,126",1971,3,2,0,Detached,"$198,800.00","$200,000.00",3,No,0,0-.25 Acres,1.01
2171765,CLOSED,410 Stonecreek Drive,Apex,27539,3/21/2018,Sunset Hills,"1,270",1999,3,2,0,Detached,"$190,000.00","$200,000.00",5,Yes,2,0-.25 Acres,1.05
2222027,CLOSED,8509 Manns Loop Road,Apex,27539,11/30/2018,Not in a Subdivision,"1,600",1976,3,2,0,Detached,"$200,870.00","$200,870.00",0,No,4,.51-.75 Acres,1.00
2185588,CLOSED,115 Evening Star Drive,Apex,27502,5/3/2018,Homestead Park,"1,007",1997,2,2,0,Detached,"$190,000.00","$201,000.00",1,Yes,0,0-.25 Acres,1.06
2186286,CLOSED,104 Lazy Days Court,Apex,27502,6/8/2018,Homestead Park,"1,010",1997,2,2,0,Detached,"$190,000.00","$201,000.00",1,Yes,0,0-.25 Acres,1.06
2213599,CLOSED,608 Bladestone Court,Apex,27502,11/1/2018,Southern Point of Lights,"1,016",1992,3,1,0,Detached,"$195,000.00","$201,600.00",21,No,0,0-.25 Acres,1.03
2274611,CLOSED,204 Cabana Drive,Apex,27539,9/27/2019,Sunset Hills,"1,113",2000,3,2,0,Detached,"$201,900.00","$201,900.00",5,Yes,1,0-.25 Acres,1.00
2162558,CLOSED,1204 Canterbury Brook Lane,Apex,27502,3/16/2018,Lexington,"1,450",1996,4,2,0,Detached,"$214,490.00","$202,000.00",79,Yes,1,0-.25 Acres,0.94
2210680,CLOSED,8736 Manns Loop Road,Apex,27539,9/21/2018,Not in a Subdivision,"1,257",1992,3,2,0,Detached,"$205,000.00","$202,500.00",0,No,0,.76-.99 Acres,0.99
2204271,CLOSED,748 Marthas Chapel Road,Apex,27523,8/21/2018,Not in a Subdivision,"1,243",1935,2,2,0,Detached,"$200,000.00","$203,000.00",6,No,0,.51-.75 Acres,1.02
2230585,CLOSED,413 Culvert Street,Apex,27502-1731,3/27/2019,To Be Added,"2,424",1901,3,2,0,Detached,"$200,000.00","$205,000.00",37,,0,.26-.5 Acres,1.03
2183043,CLOSED,206 Gumdrop Path,Apex,27502,6/6/2018,Sugarland Run,"1,383",2002,3,2,1,Detached,"$200,000.00","$205,000.00",3,Yes,0,0-.25 Acres,1.03
2229098,CLOSED,4005 St Edmunds Lane,Apex,27539,2/1/2019,Surry Point,"1,152",1984,3,2,0,Detached,"$205,000.00","$206,000.00",7,No,0,.76-.99 Acres,1.00
2225274,CLOSED,309 Milky Way Drive,Apex,27502,1/24/2019,Sugarland Run,"1,171",1999,3,2,0,Detached,"$210,000.00","$206,000.00",15,,0,0-.25 Acres,0.98
2183895,CLOSED,5409 Buckwood Drive,Apex,27539,6/28/2018,Deerfield Park,"1,471",1987,3,2,1,Detached,"$215,000.00","$206,000.00",37,No,0,.76-.99 Acres,0.96
2276203,CLOSED,8644 Burnside Drive,Apex,27539-7450,1/7/2020,Jenmar Acres,"1,269",1992,3,2,0,Detached,"$205,000.00","$207,000.00",89,No,0,.76-.99 Acres,1.01
2191970,CLOSED,8608 Manns Loop Road,Apex,27539,7/13/2018,Not in a Subdivision,"1,295",1993,3,2,0,Detached,"$205,000.00","$207,000.00",4,,1,.51-.75 Acres,1.01
2214951,CLOSED,8425 Pierce Olive Road,Apex,27539,12/4/2018,Surry Point,"1,484",1983,3,2,0,Detached,"$210,000.00","$207,500.00",29,,0,.51-.75 Acres,0.99
2169431,CLOSED,102 Sparta Lane,Apex,27502,1/31/2018,Perry Hills,"1,208",1999,3,2,0,Detached,"$210,000.00","$208,000.00",1,Yes,1,0-.25 Acres,0.99
2187270,CLOSED,108 Sweet Tart Lane,Apex,27502,6/19/2018,Sugarland Run,"1,297",1999,3,2,1,Detached,"$196,500.00","$209,000.00",2,Yes,0,0-.25 Acres,1.06
2195303,CLOSED,7900 Pineslope Drive,Apex,27539-8650,11/16/2018,Deerfield,"1,565",1972,3,2,1,Detached,"$220,400.00","$209,000.00",108,,2,.51-.75 Acres,0.95
2194735,CLOSED,7809 Littleman Lane,Apex,27539,7/9/2018,Summercrest,"1,269",1993,3,2,0,Detached,"$209,900.00","$209,900.00",7,No,0,.51-.75 Acres,1.00
2182111,CLOSED,109 Cabana Drive,Apex,27539,5/9/2018,Sunset Hills,"1,122",2000,3,2,0,Detached,"$205,000.00","$210,000.00",1,Yes,2,0-.25 Acres,1.02
2192447,CLOSED,4401 Mannsfield Court,Apex,27539,6/28/2018,Mannsfield,"1,177",1996,3,2,0,Detached,"$207,500.00","$210,000.00",1,No,1,.51-.75 Acres,1.01
2187431,CLOSED,106 Milky Way Drive,Apex,27502,6/5/2018,Sugarland Run,"1,228",1998,3,2,0,Detached,"$200,000.00","$210,000.00",4,Yes,0,0-.25 Acres,1.05
2173751,CLOSED,205 Thorncrest Drive,Apex,27539,3/28/2018,Sunset Hills,"1,312",1999,2,2,0,Detached,"$205,000.00","$210,007.00",2,Yes,0,0-.25 Acres,1.02
2229998,CLOSED,8565 Bells Lake Road,Apex,27539-7037,3/28/2019,Not in a Subdivision,"1,300",1988,3,2,0,Detached,"$199,900.00","$210,500.00",6,,0,.76-.99 Acres,1.05
2297868,CLOSED,108 Silver Branch Court,Apex,27539,2/7/2020,Sunset Hills,"1,113",2000,3,2,0,Detached,"$200,000.00","$211,000.00",2,Yes,1,0-.25 Acres,1.06
2346393,CLOSED,1003 Apache Lane,Apex,27502,10/16/2020,Indian Trail,"1,400",1984,3,2,0,Detached,"$185,000.00","$211,000.00",3,,0,.26-.5 Acres,1.14
2294170,CLOSED,8005 Everard Court,Apex,27539,2/26/2020,Bayfield Run,984,1989,3,1,0,Detached,"$210,000.00","$211,000.00",2,No,2,.51-.75 Acres,1.00
2172628,CLOSED,8609 Manns Loop Road,Apex,27539,4/2/2018,Not in a Subdivision,"1,280",1987,3,2,0,Detached,"$209,900.00","$211,100.00",1,No,0,.51-.75 Acres,1.01
2163404,CLOSED,1102 Lexington Pointe,Apex,27502,1/30/2018,Lexington,"1,683",1995,4,2,0,Detached,"$225,000.00","$211,500.00",30,,2,.26-.5 Acres,0.94
2273268,CLOSED,1124 Silky Dogwood Trail,Apex,27502,8/30/2019,Dogwood Ridge,"1,770",2000,3,2,1,Detached,"$250,000.00","$211,750.00",10,Yes,1,0-.25 Acres,0.85
2237203,CLOSED,2005 Englewood Drive,Apex,27539,4/25/2019,Englewood Forest,"1,228",1982,3,2,0,Detached,"$225,000.00","$212,000.00",13,No,1,.26-.5 Acres,0.94
2186196,CLOSED,8017 Deer Meadow Drive,Apex,27539,5/30/2018,Deerfield Park,"1,552",1976,3,2,0,Detached,"$212,500.00","$213,000.00",2,No,0,.51-.75 Acres,1.00
2251062,CLOSED,113 Cabana Drive,Apex,27539,6/4/2019,Sunset Hills,"1,316",2000,2,2,0,Detached,"$210,000.00","$214,000.00",1,,0,0-.25 Acres,1.02
2158413,CLOSED,3809 Doeskin Drive,Apex,27539,1/26/2018,Deerfield Park,"1,540",1989,3,2,0,Detached,"$209,000.00","$214,000.00",28,No,0,.51-.75 Acres,1.02
2282429,CLOSED,601 Bladestone Court,Apex,27502,11/8/2019,Not in a Subdivision,"1,015",1992,3,1,0,Detached,"$215,000.00","$214,000.00",3,No,0,0-.25 Acres,1.00
2166515,CLOSED,2844 Thurrock Drive,Apex,27539,2/21/2018,Amherst,"1,418",1988,3,2,0,Detached,"$214,900.00","$214,900.00",11,Yes,0,0-.25 Acres,1.00
2186105,CLOSED,5220 Lorbacher Road,Apex,27539,5/23/2018,Not in a Subdivision,"1,149",1977,3,2,0,Detached,"$214,900.00","$214,900.00",5,No,0,.76-.99 Acres,1.00
2267677,CLOSED,8109 Buckskin Lane,Apex,27539,9/13/2019,Deerfield Park,"1,056",1982,3,2,0,Detached,"$215,000.00","$215,000.00",8,No,1,1-2.9 Acres,1.00
2296908,CLOSED,201 Cabana Drive,Apex,27539-6956,3/20/2020,Sunset Hills,"1,283",2000,3,2,0,Detached,"$230,000.00","$215,000.00",15,,1,0-.25 Acres,0.93
2308395,CLOSED,505 Lynch Street,Apex,27502-2031,4/28/2020,Justice Heights,"1,083",1980,3,1,1,Detached,"$214,900.00","$215,000.00",7,No,0,0-.25 Acres,1.00
2225602,CLOSED,4804 Basildon Court,Apex,27539,3/18/2019,Amherst,"1,265",2000,3,2,0,Detached,"$227,500.00","$215,000.00",32,,0,0-.25 Acres,0.95
2168441,CLOSED,3909 Bamburgh Lane,Apex,27539,3/29/2018,Surry Point,"1,264",1982,2,1,1,Detached,"$215,000.00","$215,000.00",0,,1,.76-.99 Acres,1.00
2155374,CLOSED,8809 Valley Hill Court,Apex,27539,1/11/2018,Not in a Subdivision,"1,266",1992,3,2,0,Detached,"$224,900.00","$215,000.00",35,No,1,.76-.99 Acres,0.96
2307573,CLOSED,2628 NC 751 Highway,Apex,27523,8/19/2020,Not in a Subdivision,"1,305",1952,2,1,0,Detached,"$219,500.00","$215,000.00",112,,0,1-2.9 Acres,0.98
2194455,CLOSED,6216 Ten Ten Road,Apex,27539,6/25/2018,Not in a Subdivision,"1,378",1985,3,2,0,Detached,"$205,000.00","$215,000.00",3,,0,.51-.75 Acres,1.05
2335386,CLOSED,207 Sparta Lane,Apex,27502,10/6/2020,Perry Hills,"1,227",1999,3,1,1,Detached,"$219,900.00","$216,000.00",23,Yes,0,0-.25 Acres,0.98
2225286,CLOSED,4301 New Brighton Drive,Apex,27539-7463,3/28/2019,Brighton Woods,"1,703",1986,3,2,0,Detached,"$229,900.00","$216,000.00",101,No,0,.51-.75 Acres,0.94
2261167,CLOSED,105 Sunshine Crest Court,Apex,27539,7/22/2019,Sunset Hills,"1,367",2000,3,2,0,Detached,"$215,000.00","$216,000.00",1,Yes,2,0-.25 Acres,1.00
2227182,CLOSED,2832 Thurrock Drive,Apex,27539-8659,2/1/2019,Amherst,"1,421",1989,3,2,0,Detached,"$219,000.00","$217,500.00",5,Yes,0,0-.25 Acres,0.99
2188266,CLOSED,205 Sugarland Drive,Apex,27502,7/6/2018,Sugarland Run,"1,350",1998,3,2,1,Detached,"$238,900.00","$218,000.00",16,Yes,0,0-.25 Acres,0.91
2294071,CLOSED,202 Windcap Drive,Apex,27539,2/21/2020,Sunset Hills Village,"1,278",1999,3,2,0,Detached,"$212,000.00","$218,000.00",12,Yes,1,0-.25 Acres,1.03
2198216,CLOSED,2812 Leicester Court,Apex,27539,7/16/2018,Amherst,"1,541",1998,3,3,0,Detached,"$215,000.00","$218,000.00",5,Yes,0,0-.25 Acres,1.01
2241969,CLOSED,2832 Glastonbury Road,Apex,27539,4/12/2019,Amherst,"1,265",1998,3,2,0,Detached,"$215,000.00","$218,000.00",0,Yes,0,0-.25 Acres,1.01
2177317,CLOSED,213 Thorncrest Drive,Apex,27539,4/19/2018,Sunset Hills,"1,300",2000,3,2,0,Detached,"$229,900.00","$219,000.00",11,Yes,1,0-.25 Acres,0.95
2196937,CLOSED,104 Lemon Drop Circle,Apex,27502,7/20/2018,Sugarland Run,"1,301",2000,3,2,0,Detached,"$200,000.00","$220,000.00",3,Yes,0,0-.25 Acres,1.10
2208361,CLOSED,320 Glaston Court,Apex,27502,9/20/2018,Perry Hills,"1,222",2000,3,2,0,Detached,"$210,000.00","$220,000.00",5,Yes,1,0-.25 Acres,1.05
2242827,CLOSED,107 Checker Court,Apex,27502,4/12/2019,Homestead Park,"1,140",2000,3,2,0,Detached,"$220,000.00","$220,000.00",3,Yes,0,0-.25 Acres,1.00
2237799,CLOSED,2804 Leicester Court,Apex,27539,4/17/2019,Amherst,"1,268",1997,3,2,0,Detached,"$225,000.00","$220,000.00",12,Yes,0,0-.25 Acres,0.98
2196681,CLOSED,114 N Hughes Street,Apex,27502-1738,6/22/2018,Not in a Subdivision,"1,076",1901,2,1,0,Detached,"$205,000.00","$220,000.00",1,No,0,0-.25 Acres,1.07
2273483,CLOSED,2800 Glastonbury Road,Apex,27539,9/26/2019,Amherst,"1,272",1999,3,2,0,Detached,"$225,000.00","$220,000.00",5,,0,0-.25 Acres,0.98
2251477,CLOSED,121 Cabana Drive,Apex,27539,6/6/2019,Sunset Hills,"1,260",2000,3,2,0,Detached,"$214,900.00","$220,000.00",4,Yes,0,0-.25 Acres,1.02
2187559,CLOSED,4005 Bamburgh Lane,Apex,27539-7640,6/7/2018,Surry Point,"1,124",1982,3,2,0,Detached,"$215,000.00","$220,000.00",7,No,2,.51-.75 Acres,1.02
2260473,CLOSED,601 Abraham Circle,Apex,27502,7/12/2019,Justice Heights,"1,081",1973,3,1,1,Detached,"$220,000.00","$220,000.00",5,No,0,0-.25 Acres,1.00
2128732,CLOSED,313 Kelly West Drive,Apex,27502-4298,1/8/2018,Kelly West,"1,630",2003,3,2,0,Detached,"$237,000.00","$220,000.00",19,Yes,2,0-.25 Acres,0.93
2217837,CLOSED,211 Milky Way Drive,Apex,27502-6545,11/14/2018,Sugarland Run,"1,206",1998,3,2,0,Detached,"$220,000.00","$220,550.00",3,Yes,0,0-.25 Acres,1.00
2218064,CLOSED,105 Homestead Park Drive,Apex,27502,11/2/2018,Homestead Park,"1,244",1998,3,2,0,Detached,"$215,500.00","$221,000.00",5,Yes,0,0-.25 Acres,1.03
2226923,CLOSED,205 Grand Helton Court,Apex,27502,1/15/2019,Perry Farms,"1,121",1993,3,2,0,Detached,"$216,900.00","$222,000.00",5,No,0,0-.25 Acres,1.02
2257222,CLOSED,8129 Deer Meadow Drive,Apex,27539,8/23/2019,Deerfield Park,"1,338",1978,3,2,0,Detached,"$225,000.00","$222,000.00",37,No,0,0-.25 Acres,0.99
2264794,CLOSED,2732 Glastonbury Road,Apex,27539,8/26/2019,Amherst,"1,285",1999,3,2,0,Detached,"$222,000.00","$222,000.00",1,Yes,0,0-.25 Acres,1.00
2285635,CLOSED,2713 Glastonbury Road,Apex,27539,12/5/2019,Amherst,"1,263",1999,3,2,0,Detached,"$222,500.00","$222,500.00",2,Yes,0,0-.25 Acres,1.00
2289775,CLOSED,2800 Leicester Court,Apex,27539,1/29/2020,Amherst,"1,205",1998,3,2,0,Detached,"$223,000.00","$224,000.00",32,Yes,0,0-.25 Acres,1.00
2319210,CLOSED,8416 Pierce Olive Road,Apex,27539,6/24/2020,Surry Point,"1,118",1980,3,2,0,Detached,"$215,000.00","$224,000.00",3,No,0,.51-.75 Acres,1.04
2247200,CLOSED,312 Cabana Drive,Apex,27539,5/28/2019,Sunset Hills,"1,446",2001,4,2,0,Detached,"$225,000.00","$225,000.00",8,Yes,1,.26-.5 Acres,1.00
2172688,CLOSED,600 Longton Hall Court,Apex,27502,2/5/2018,Amherst,"1,590",1998,3,2,1,Detached,"$225,000.00","$225,000.00",0,Yes,1,0-.25 Acres,1.00
2163792,CLOSED,204 Hollyhock Lane,Apex,27539,2/22/2018,Sunset Hills,"1,550",1998,3,2,0,Detached,"$225,000.00","$225,000.00",32,Yes,2,0-.25 Acres,1.00
2240762,CLOSED,4421 Mannsfield Court,Apex,27539,4/25/2019,Mannsfield,"1,301",1996,3,2,0,Detached,"$219,900.00","$225,000.00",3,No,0,.51-.75 Acres,1.02
2311300,CLOSED,5720 Carriagehouse Court,Apex,27539,5/4/2020,Carriage Village,"1,281",1984,3,2,0,Detached,"$225,000.00","$225,000.00",4,No,0,.76-.99 Acres,1.00
2215444,CLOSED,105 Breezemere Court,Apex,27502,10/31/2018,Homestead Park,"1,124",1998,3,2,0,Detached,"$225,000.00","$225,000.00",4,Yes,0,0-.25 Acres,1.00
2190323,CLOSED,2629 Thurrock Drive,Apex,27539,7/9/2018,Amherst,"1,274",1999,3,2,0,Detached,"$229,000.00","$225,000.00",1,Yes,0,0-.25 Acres,0.98
2272066,CLOSED,313 Cabana Drive,Apex,27539,10/22/2019,Sunset Hills,"1,644",2001,3,2,1,Detached,"$225,000.00","$225,000.00",32,,1,0-.25 Acres,1.00
2215618,CLOSED,4825 Morecambe Way,Apex,27539,10/31/2018,Amherst,"1,258",1998,3,2,0,Detached,"$224,900.00","$225,000.00",5,,0,0-.25 Acres,1.00
2317588,CLOSED,2832 Glastonbury Road,Apex,27539-8634,7/7/2020,Amherst,"1,265",1998,3,2,0,Detached,"$223,900.00","$225,000.00",2,Yes,0,0-.25 Acres,1.00
2337475,CLOSED,8000 Everard Court,Apex,27539,9/30/2020,Bayfield Run,"1,097",1989,3,2,0,Detached,"$225,000.00","$225,000.00",17,No,0,.51-.75 Acres,1.00
2203070,CLOSED,4301 Glen Arbor Drive,Apex,27539,7/23/2018,Glen Arbor,"1,432",1992,3,2,0,Detached,"$220,000.00","$225,000.00",0,,1,.51-.75 Acres,1.02
2199238,CLOSED,2804 ringgold Drive,Apex,27539,8/22/2018,Glendale,"1,535",1979,3,2,0,Detached,"$225,000.00","$225,000.00",8,,0,.51-.75 Acres,1.00
2328567,CLOSED,100 Thorncrest Drive,Apex,27539,8/6/2020,Sunset Hills,"1,409",2001,3,2,0,Detached,"$224,900.00","$225,000.00",0,,0,0-.25 Acres,1.00
